player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Sergey Ovchinnikov,Goalkeeper,1970-11-10,34,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Nuno Espírito Santo,Goalkeeper,1974-01-25,31,Portugal,Dinamo Moscow,Premier Liga,2005/2006,2005
Zydrunas Karcemarskas,Goalkeeper,1983-05-24,22,Lithuania,Dinamo Moscow,Premier Liga,2005/2006,2005
Anton Shunin,Goalkeeper,1987-01-27,18,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Sebastian Hutan,Goalkeeper,1983-10-26,21,Romania,Dinamo Moscow,Premier Liga,2005/2006,2005
Jean,Centre-Back,1979-11-18,25,Brazil,Dinamo Moscow,Premier Liga,2005/2006,2005
Denis Kolodin,Centre-Back,1982-01-11,23,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Patrick Ovie,Centre-Back,1978-06-02,27,Nigeria,Dinamo Moscow,Premier Liga,2005/2006,2005
Leandro Fernández,Centre-Back,1983-01-30,22,Argentina,Dinamo Moscow,Premier Liga,2005/2006,2005
Jorge Luís,Left-Back,1976-02-11,29,Brazil,Dinamo Moscow,Premier Liga,2005/2006,2005
Dmitri Kombarov,Left-Back,1987-01-22,18,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Georgios Seitaridis,Right-Back,1981-06-04,24,Greece,Dinamo Moscow,Premier Liga,2005/2006,2005
Aleksandr Tochilin,Right-Back,1974-04-27,31,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Dmitri Parfenov,Right-Back,1974-09-11,30,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Kirill Kombarov,Right-Back,1987-01-22,18,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Andrey Eshchenko,Right-Back,1984-02-09,21,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Dmitri Yatchenko,Right-Back,1986-08-25,18,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
Evgeni Yatchenko,Right-Back,1986-08-25,18,Russia,Dinamo Moscow,Premier Liga,2005/2006,2005
