player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Iker Casillas,Goalkeeper,1981-05-20,24,Spain,Real Madrid,LaLiga,2005/2006,2005
Diego López,Goalkeeper,1981-11-03,23,Spain,Real Madrid,LaLiga,2005/2006,2005
Jordi Codina,Goalkeeper,1982-04-27,23,Spain,Real Madrid,LaLiga,2005/2006,2005
David Cobeño,Goalkeeper,1982-04-06,23,Spain,Real Madrid,LaLiga,2005/2006,2005
Jonathan Woodgate,Centre-Back,1980-01-22,25,England,Real Madrid,LaLiga,2005/2006,2005
Iván Helguera,Centre-Back,1975-03-28,30,Spain,Real Madrid,LaLiga,2005/2006,2005
Sergio Ramos,Centre-Back,1986-03-30,19,Spain,Real Madrid,LaLiga,2005/2006,2005
Francisco Pavón,Centre-Back,1980-01-09,25,Spain,Real Madrid,LaLiga,2005/2006,2005
Raúl Bravo,Centre-Back,1981-04-14,24,Spain,Real Madrid,LaLiga,2005/2006,2005
Álvaro Mejía,Centre-Back,1982-01-18,23,Spain,Real Madrid,LaLiga,2005/2006,2005
Rubén González,Centre-Back,1982-01-29,23,Spain,Real Madrid,LaLiga,2005/2006,2005
Roberto Carlos,Left-Back,1973-04-10,32,Brazil,Real Madrid,LaLiga,2005/2006,2005
Míchel Salgado,Right-Back,1975-10-22,29,Spain,Real Madrid,LaLiga,2005/2006,2005
Cicinho,Right-Back,1980-06-24,25,Brazil,Real Madrid,LaLiga,2005/2006,2005
Álvaro Arbeloa,Right-Back,1983-01-17,22,Spain,Real Madrid,LaLiga,2005/2006,2005
Carlos Diogo,Right-Back,1983-07-18,21,Uruguay,Real Madrid,LaLiga,2005/2006,2005
Thomas Gravesen,Defensive Midfield,1976-03-11,29,Denmark,Real Madrid,LaLiga,2005/2006,2005
Pablo García,Defensive Midfield,1977-05-11,28,Uruguay,Real Madrid,LaLiga,2005/2006,2005
Javi García,Defensive Midfield,1987-02-08,18,Spain,Real Madrid,LaLiga,2005/2006,2005
Guti,Central Midfield,1976-10-31,28,Spain,Real Madrid,LaLiga,2005/2006,2005
