player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Oliver Kahn,Goalkeeper,1969-06-15,36,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Michael Rensing,Goalkeeper,1984-05-14,21,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Bernd Dreher,Goalkeeper,1966-11-02,38,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Jan Schlösser,Goalkeeper,1982-09-27,22,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Lúcio,Centre-Back,1978-05-08,27,Brazil,Bayern Munich,Bundesliga,2005/2006,2005
Valérien Ismaël,Centre-Back,1975-09-28,29,France,Bayern Munich,Bundesliga,2005/2006,2005
Martín Demichelis,Centre-Back,1980-12-20,24,Argentina,Bayern Munich,Bundesliga,2005/2006,2005
Jan Mauersberger,Centre-Back,1985-06-17,20,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Bixente Lizarazu,Left-Back,1969-12-09,35,France,Bayern Munich,Bundesliga,2005/2006,2005
Willy Sagnol,Right-Back,1977-03-18,28,France,Bayern Munich,Bundesliga,2005/2006,2005
Philipp Lahm,Right-Back,1983-11-11,21,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Andreas Görlitz,Right-Back,1982-01-31,23,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Owen Hargreaves,Defensive Midfield,1981-01-20,24,England,Bayern Munich,Bundesliga,2005/2006,2005
Jens Jeremies,Defensive Midfield,1974-03-05,31,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Andreas Ottl,Defensive Midfield,1985-03-01,20,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Thorsten Fink,Defensive Midfield,1967-10-29,37,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Michael Ballack,Central Midfield,1976-09-26,28,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Bastian Schweinsteiger,Central Midfield,1984-08-01,20,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Julio dos Santos,Central Midfield,1983-05-07,22,Paraguay,Bayern Munich,Bundesliga,2005/2006,2005
Sebastian Deisler,Right Midfield,1980-01-05,25,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Hasan Salihamidzic,Right Midfield,1977-01-01,28,Bosnia-Herzegovina,Bayern Munich,Bundesliga,2005/2006,2005
Zé Roberto,Left Midfield,1974-07-06,30,Brazil,Bayern Munich,Bundesliga,2005/2006,2005
Ali Karimi,Attacking Midfield,1978-11-08,26,Iran,Bayern Munich,Bundesliga,2005/2006,2005
Mehmet Scholl,Attacking Midfield,1970-10-16,34,Germany,Bayern Munich,Bundesliga,2005/2006,2005
Roy Makaay,Centre-Forward,1975-03-09,30,Netherlands,Bayern Munich,Bundesliga,2005/2006,2005
Claudio Pizarro,Centre-Forward,1978-10-03,26,Peru,Bayern Munich,Bundesliga,2005/2006,2005
Roque Santa Cruz,Centre-Forward,1981-08-16,23,Paraguay,Bayern Munich,Bundesliga,2005/2006,2005
Paolo Guerrero,Centre-Forward,1984-01-01,21,Peru,Bayern Munich,Bundesliga,2005/2006,2005
Tim Wiese,Goalkeeper,1981-12-17,23,Germany,SV Werder Bremen,Bundesliga,2005/2006,2005
Andreas Reinke,Goalkeeper,1969-01-10,36,Germany,SV Werder Bremen,Bundesliga,2005/2006,2005
Christian Vander,Goalkeeper,1980-10-24,24,Germany,SV Werder Bremen,Bundesliga,2005/2006,2005
Kasper Jensen,Goalkeeper,1982-10-07,22,Denmark,SV Werder Bremen,Bundesliga,2005/2006,2005
Petri Pasanen,Centre-Back,1980-09-24,24,Finland,SV Werder Bremen,Bundesliga,2005/2006,2005
Frank Fahrenhorst,Centre-Back,1977-09-24,27,Germany,SV Werder Bremen,Bundesliga,2005/2006,2005
