player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Gianluigi Buffon,Goalkeeper,1978-01-28,27,Italy,Juventus FC,Serie A,2005/2006,2005
Christian Abbiati,Goalkeeper,1977-07-08,27,Italy,Juventus FC,Serie A,2005/2006,2005
Antonio Chimenti,Goalkeeper,1970-06-30,35,Italy,Juventus FC,Serie A,2005/2006,2005
Landry Bonnefoi,Goalkeeper,1983-09-20,21,France,Juventus FC,Serie A,2005/2006,2005
Claudio Scarzanella,Goalkeeper,1986-03-12,19,Italy,Juventus FC,Serie A,2005/2006,2005
Andrea Pozzato,Goalkeeper,1988-05-11,17,Italy,Juventus FC,Serie A,2005/2006,2005
Fabio Cannavaro,Centre-Back,1973-09-13,31,Italy,Juventus FC,Serie A,2005/2006,2005
Giorgio Chiellini,Centre-Back,1984-08-14,20,Italy,Juventus FC,Serie A,2005/2006,2005
Jonathan Zebina,Centre-Back,1978-07-19,26,France,Juventus FC,Serie A,2005/2006,2005
Lilian Thuram,Centre-Back,1972-01-01,33,France,Juventus FC,Serie A,2005/2006,2005
Robert Kovac,Centre-Back,1974-04-06,31,Croatia,Juventus FC,Serie A,2005/2006,2005
Igor Tudor,Centre-Back,1978-04-16,27,Croatia,Juventus FC,Serie A,2005/2006,2005
Gladstone,Centre-Back,1985-01-29,20,Brazil,Juventus FC,Serie A,2005/2006,2005
Gianluca Pessotto,Left-Back,1970-08-11,34,Italy,Juventus FC,Serie A,2005/2006,2005
Federico Balzaretti,Left-Back,1981-12-06,23,Italy,Juventus FC,Serie A,2005/2006,2005
Domenico Criscito,Left-Back,1986-12-30,18,Italy,Juventus FC,Serie A,2005/2006,2005
Gianluca Zambrotta,Right-Back,1977-02-19,28,Italy,Juventus FC,Serie A,2005/2006,2005
Alessandro Birindelli,Right-Back,1974-11-12,30,Italy,Juventus FC,Serie A,2005/2006,2005
Patrick Vieira,Defensive Midfield,1976-06-23,29,France,Juventus FC,Serie A,2005/2006,2005
Émerson,Defensive Midfield,1976-04-04,29,Brazil,Juventus FC,Serie A,2005/2006,2005
Alessio Tacchinardi,Defensive Midfield,1975-07-23,29,Italy,Juventus FC,Serie A,2005/2006,2005
Giuliano Giannichedda,Defensive Midfield,1974-09-21,30,Italy,Juventus FC,Serie A,2005/2006,2005
Manuele Blasi,Central Midfield,1980-08-17,24,Italy,Juventus FC,Serie A,2005/2006,2005
Rubén Olivera,Central Midfield,1983-05-04,22,Uruguay,Juventus FC,Serie A,2005/2006,2005
Claudio Marchisio,Central Midfield,1986-01-19,19,Italy,Juventus FC,Serie A,2005/2006,2005
Mauro Camoranesi,Right Midfield,1976-10-04,28,Italy,Juventus FC,Serie A,2005/2006,2005
Pavel Nedved,Left Midfield,1972-08-30,32,Czech Republic,Juventus FC,Serie A,2005/2006,2005
Alessandro Del Piero,Second Striker,1974-11-09,30,Italy,Juventus FC,Serie A,2005/2006,2005
Samon Reider Rodríguez,Second Striker,1988-10-28,16,Cuba,Juventus FC,Serie A,2005/2006,2005
Zlatan Ibrahimovic,Centre-Forward,1981-10-03,23,Sweden,Juventus FC,Serie A,2005/2006,2005
David Trézéguet,Centre-Forward,1977-10-15,27,France,Juventus FC,Serie A,2005/2006,2005
Fabrizio Miccoli,Centre-Forward,1979-06-27,26,Italy,Juventus FC,Serie A,2005/2006,2005
Adrian Mutu,Centre-Forward,1979-01-08,26,Romania,Juventus FC,Serie A,2005/2006,2005
Marcelo Zalayeta,Centre-Forward,1978-12-05,26,Uruguay,Juventus FC,Serie A,2005/2006,2005
Michele Paolucci,Centre-Forward,1986-02-06,19,Italy,Juventus FC,Serie A,2005/2006,2005
Dida,Goalkeeper,1973-10-07,31,Brazil,AC Milan,Serie A,2005/2006,2005
Dimitrios Eleftheropoulos,Goalkeeper,1976-08-07,28,Greece,AC Milan,Serie A,2005/2006,2005
Zeljko Kalac,Goalkeeper,1972-12-16,32,Australia,AC Milan,Serie A,2005/2006,2005
Valerio Fiori,Goalkeeper,1969-04-27,36,Italy,AC Milan,Serie A,2005/2006,2005
Eros Favaretto,Goalkeeper,1986-09-29,18,Italy,AC Milan,Serie A,2005/2006,2005
Davide Facchin,Goalkeeper,1987-04-29,18,Italy,AC Milan,Serie A,2005/2006,2005
Alessandro Nesta,Centre-Back,1976-03-19,29,Italy,AC Milan,Serie A,2005/2006,2005
Jaap Stam,Centre-Back,1972-07-17,32,Netherlands,AC Milan,Serie A,2005/2006,2005
Kakhaber Kaladze,Centre-Back,1978-02-27,27,Georgia,AC Milan,Serie A,2005/2006,2005
Dario Simic,Centre-Back,1975-11-12,29,Croatia,AC Milan,Serie A,2005/2006,2005
Alessandro Costacurta,Centre-Back,1966-04-24,39,Italy,AC Milan,Serie A,2005/2006,2005
William-Fils Aubameyang,Centre-Back,1987-02-16,18,Gabon,AC Milan,Serie A,2005/2006,2005
Lino Marzorati,Centre-Back,1986-10-12,18,Italy,AC Milan,Serie A,2005/2006,2005
Elia Legati,Centre-Back,1986-01-03,19,Italy,AC Milan,Serie A,2005/2006,2005
Marek Jankulovski,Left-Back,1977-05-09,28,Czech Republic,AC Milan,Serie A,2005/2006,2005
Paolo Maldini,Left-Back,1968-06-26,37,Italy,AC Milan,Serie A,2005/2006,2005
Cafú,Right-Back,1970-06-07,35,Brazil,AC Milan,Serie A,2005/2006,2005
Federico Piazza,Midfielder,1987-03-02,18,Italy,AC Milan,Serie A,2005/2006,2005
Andrea Pirlo,Defensive Midfield,1979-05-19,26,Italy,AC Milan,Serie A,2005/2006,2005
Johann Vogel,Defensive Midfield,1977-03-08,28,Switzerland,AC Milan,Serie A,2005/2006,2005
Davide Di Gennaro,Defensive Midfield,1988-06-16,17,Italy,AC Milan,Serie A,2005/2006,2005
Gennaro Gattuso,Central Midfield,1978-01-09,27,Italy,AC Milan,Serie A,2005/2006,2005
Clarence Seedorf,Central Midfield,1976-04-01,29,Netherlands,AC Milan,Serie A,2005/2006,2005
Massimo Ambrosini,Central Midfield,1977-05-29,28,Italy,AC Milan,Serie A,2005/2006,2005
Gastone Bottini,Central Midfield,1987-02-24,18,Italy,AC Milan,Serie A,2005/2006,2005
Serginho,Left Midfield,1971-06-27,34,Brazil,AC Milan,Serie A,2005/2006,2005
Kaká,Attacking Midfield,1982-04-22,23,Brazil,AC Milan,Serie A,2005/2006,2005
Rui Costa,Attacking Midfield,1972-03-29,33,Portugal,AC Milan,Serie A,2005/2006,2005
Sandro Bloudek,Attacking Midfield,1986-02-16,19,Slovenia,AC Milan,Serie A,2005/2006,2005
Andrii Shevchenko,Centre-Forward,1976-09-29,28,Ukraine,AC Milan,Serie A,2005/2006,2005
Alberto Gilardino,Centre-Forward,1982-07-05,22,Italy,AC Milan,Serie A,2005/2006,2005
Christian Vieri,Centre-Forward,1973-07-12,31,Italy,AC Milan,Serie A,2005/2006,2005
Filippo Inzaghi,Centre-Forward,1973-08-09,31,Italy,AC Milan,Serie A,2005/2006,2005
Márcio Amoroso,Centre-Forward,1974-07-05,30,Brazil,AC Milan,Serie A,2005/2006,2005
Matteo Ardemagni,Centre-Forward,1987-03-26,18,Italy,AC Milan,Serie A,2005/2006,2005
Francesco Toldo,Goalkeeper,1971-12-02,33,Italy,FC Internazionale,Serie A,2005/2006,2005
Júlio César,Goalkeeper,1979-09-03,25,Brazil,FC Internazionale,Serie A,2005/2006,2005
Fabián Carini,Goalkeeper,1979-12-26,25,Uruguay,FC Internazionale,Serie A,2005/2006,2005
Alex Cordaz,Goalkeeper,1983-01-01,22,Italy,FC Internazionale,Serie A,2005/2006,2005
Paolo Orlandoni,Goalkeeper,1972-08-12,32,Italy,FC Internazionale,Serie A,2005/2006,2005
Paolo Tornaghi,Goalkeeper,1988-06-21,17,Italy,FC Internazionale,Serie A,2005/2006,2005
Giacomo Bindi,Goalkeeper,1987-01-02,18,Italy,FC Internazionale,Serie A,2005/2006,2005
Wálter Samuel,Centre-Back,1978-03-23,27,Argentina,FC Internazionale,Serie A,2005/2006,2005
Iván Córdoba,Centre-Back,1976-08-11,28,Colombia,FC Internazionale,Serie A,2005/2006,2005
Nicolás Burdisso,Centre-Back,1981-04-12,24,Argentina,FC Internazionale,Serie A,2005/2006,2005
Marco Materazzi,Centre-Back,1973-08-19,31,Italy,FC Internazionale,Serie A,2005/2006,2005
Siniša Mihajlović,Centre-Back,1969-02-20,36,Serbia,FC Internazionale,Serie A,2005/2006,2005
Nicolas Giani,Centre-Back,1986-03-13,19,Italy,FC Internazionale,Serie A,2005/2006,2005
Dennis Esposito,Centre-Back,1988-01-25,17,Italy,FC Internazionale,Serie A,2005/2006,2005
Marco Andreolli,Centre-Back,1986-06-10,19,Italy,FC Internazionale,Serie A,2005/2006,2005
Leonardo Bonucci,Centre-Back,1987-05-01,18,Italy,FC Internazionale,Serie A,2005/2006,2005
Giuseppe Favalli,Left-Back,1972-01-08,33,Italy,FC Internazionale,Serie A,2005/2006,2005
Francesco Coco,Left-Back,1977-01-08,28,Italy,FC Internazionale,Serie A,2005/2006,2005
Pierre Womé,Left-Back,1979-03-26,26,Cameroon,FC Internazionale,Serie A,2005/2006,2005
Simone Fautario,Left-Back,1987-02-12,18,Italy,FC Internazionale,Serie A,2005/2006,2005
Guilherme Siqueira,Left-Back,1986-04-28,19,Brazil,FC Internazionale,Serie A,2005/2006,2005
Javier Zanetti,Right-Back,1973-08-10,31,Argentina,FC Internazionale,Serie A,2005/2006,2005
Zé Maria,Right-Back,1973-07-25,31,Brazil,FC Internazionale,Serie A,2005/2006,2005
Daniel Semenzato,Right-Back,1987-01-11,18,Italy,FC Internazionale,Serie A,2005/2006,2005
Basty Kyeremateng,Midfielder,1987-02-03,18,Ghana,FC Internazionale,Serie A,2005/2006,2005
Esteban Cambiasso,Defensive Midfield,1980-08-18,24,Argentina,FC Internazionale,Serie A,2005/2006,2005
Cristiano Zanetti,Defensive Midfield,1977-04-19,28,Italy,FC Internazionale,Serie A,2005/2006,2005
Daniel Maa Boumsong,Defensive Midfield,1987-03-20,18,Cameroon,FC Internazionale,Serie A,2005/2006,2005
Dejan Stanković,Central Midfield,1978-09-11,26,Serbia,FC Internazionale,Serie A,2005/2006,2005
