player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Veniamin Mandrykin,Goalkeeper,1981-08-30,22,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Igor Akinfeev,Goalkeeper,1986-04-08,18,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Vladimir Gabulov,Goalkeeper,1983-10-19,20,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Sergey Ignashevich,Centre-Back,1979-07-14,24,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Aleksey Berezutski,Centre-Back,1982-06-20,22,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Jiri Jarosik,Centre-Back,1977-10-27,26,Czech Republic,CSKA Moscow,Premier Liga,2004/2005,2004
Vasili Berezutski,Centre-Back,1982-06-20,22,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Bohdan Shershun,Centre-Back,1981-05-14,23,Ukraine,CSKA Moscow,Premier Liga,2004/2005,2004
Ivan Taranov,Centre-Back,1986-06-22,18,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Anton Grigorjev,Centre-Back,1985-12-13,18,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Vitali Denisov,Left-Back,1987-02-23,17,Uzbekistan,CSKA Moscow,Premier Liga,2004/2005,2004
Chidi Odiah,Right-Back,1983-12-17,20,Nigeria,CSKA Moscow,Premier Liga,2004/2005,2004
Valeri Safonov,Right-Back,1987-05-13,17,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Deividas Semberas,Defensive Midfield,1978-08-02,25,Lithuania,CSKA Moscow,Premier Liga,2004/2005,2004
Juris Laizans,Defensive Midfield,1979-01-06,25,Latvia,CSKA Moscow,Premier Liga,2004/2005,2004
Evgeni Aldonin,Defensive Midfield,1980-01-22,24,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Elvir Rahimic,Defensive Midfield,1976-04-04,28,Bosnia-Herzegovina,CSKA Moscow,Premier Liga,2004/2005,2004
Sergey Gorelov,Defensive Midfield,1985-04-29,19,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Sergey Semak,Central Midfield,1976-02-27,28,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Milos Krasic,Central Midfield,1984-11-01,19,Serbia,CSKA Moscow,Premier Liga,2004/2005,2004
Dudu Cearense,Central Midfield,1983-04-15,21,Brazil,CSKA Moscow,Premier Liga,2004/2005,2004
Rolan Gusev,Right Midfield,1977-09-17,26,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Yuri Zhirkov,Left Midfield,1983-08-20,20,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Daniel Carvalho,Attacking Midfield,1983-03-01,21,Brazil,CSKA Moscow,Premier Liga,2004/2005,2004
Osmar Ferreyra,Attacking Midfield,1983-01-09,21,Argentina,CSKA Moscow,Premier Liga,2004/2005,2004
Kirill Kochubey,Right Winger,1986-10-06,17,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Ivica Olic,Centre-Forward,1979-09-14,24,Croatia,CSKA Moscow,Premier Liga,2004/2005,2004
Vágner Love,Centre-Forward,1984-06-11,20,Brazil,CSKA Moscow,Premier Liga,2004/2005,2004
Sergey Samodin,Centre-Forward,1985-02-14,19,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Dmitri Kirichenko,Centre-Forward,1977-01-17,27,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Denis Popov,Centre-Forward,1979-02-04,25,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Serghei Dadu,Centre-Forward,1981-01-23,23,Moldova,CSKA Moscow,Premier Liga,2004/2005,2004
Sergey Pravosud,Centre-Forward,1986-02-18,18,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Aleksandr Salugin,Centre-Forward,1988-10-23,15,Russia,CSKA Moscow,Premier Liga,2004/2005,2004
Dmitri Khomich,Goalkeeper,1984-10-04,19,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Wojciech Kowalewski,Goalkeeper,1977-05-11,27,Poland,Spartak Moscow,Premier Liga,2004/2005,2004
Aleksey Zuev,Goalkeeper,1981-02-03,23,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Gabriel Tamas,Centre-Back,1983-11-09,20,Romania,Spartak Moscow,Premier Liga,2004/2005,2004
Emanuel Pogatetz,Centre-Back,1983-01-16,21,Austria,Spartak Moscow,Premier Liga,2004/2005,2004
Adrian Iencsi,Centre-Back,1975-03-15,29,Romania,Spartak Moscow,Premier Liga,2004/2005,2004
Florin Soava,Centre-Back,1978-07-24,25,Romania,Spartak Moscow,Premier Liga,2004/2005,2004
Dusan Petkovic,Centre-Back,1974-06-13,30,Serbia,Spartak Moscow,Premier Liga,2004/2005,2004
Martin Jiranek,Centre-Back,1979-05-25,25,Czech Republic,Spartak Moscow,Premier Liga,2004/2005,2004
Radoslav Kovac,Centre-Back,1979-11-27,24,Czech Republic,Spartak Moscow,Premier Liga,2004/2005,2004
Luc Zoa,Centre-Back,1979-01-23,25,Cameroon,Spartak Moscow,Premier Liga,2004/2005,2004
Ignas Dedura,Centre-Back,1978-06-01,26,Lithuania,Spartak Moscow,Premier Liga,2004/2005,2004
Kamalutdin Akhmedov,Centre-Back,1986-04-14,18,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Nemanja Vidic‎,Centre-Back,1981-10-21,22,Serbia,Spartak Moscow,Premier Liga,2004/2005,2004
Igor Mitreski,Centre-Back,1979-02-19,25,North Macedonia,Spartak Moscow,Premier Liga,2004/2005,2004
Yuri Kovtun,Left-Back,1970-01-05,34,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Clemente Rodríguez,Left-Back,1981-07-31,22,Argentina,Spartak Moscow,Premier Liga,2004/2005,2004
Ales Urbanek,Left-Back,1980-05-25,24,Czech Republic,Spartak Moscow,Premier Liga,2004/2005,2004
Dmitri Parfenov,Right-Back,1974-09-11,29,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Roman Shishkin,Right-Back,1987-01-27,17,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Goran Trobok,Defensive Midfield,1974-09-06,29,Serbia,Spartak Moscow,Premier Liga,2004/2005,2004
Mozart,Defensive Midfield,1979-11-08,24,Brazil,Spartak Moscow,Premier Liga,2004/2005,2004
Dmitri Alenichev,Central Midfield,1972-10-20,31,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Aleksandr Pavlenko,Central Midfield,1985-01-20,19,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Serghei Covalciuc,Central Midfield,1982-01-20,22,Moldova,Spartak Moscow,Premier Liga,2004/2005,2004
Aleksey Rebko,Central Midfield,1986-04-23,18,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Dmitri Torbinski,Central Midfield,1984-04-28,20,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Denis Boyarintsev,Right Midfield,1978-02-06,26,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Vladimir Bystrov,Right Midfield,1984-01-31,20,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Maksym Kalinichenko,Left Midfield,1979-01-26,25,Ukraine,Spartak Moscow,Premier Liga,2004/2005,2004
Egor Titov,Attacking Midfield,1976-05-29,28,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Srdjan Stanic,Attacking Midfield,1982-06-07,22,Serbia,Spartak Moscow,Premier Liga,2004/2005,2004
Oleg Ivanov,Attacking Midfield,1986-08-04,17,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Andrejs Rubins,Left Winger,1978-11-26,25,Latvia,Spartak Moscow,Premier Liga,2004/2005,2004
Vladimir Leshonok,Left Winger,1984-08-14,19,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Tarmo Kink,Left Winger,1985-10-06,18,Estonia,Spartak Moscow,Premier Liga,2004/2005,2004
Aleksandr Samedov,Right Winger,1984-07-19,19,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Roman Pavlyuchenko,Centre-Forward,1981-12-15,22,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Fernando Cavenaghi,Centre-Forward,1983-09-21,20,Argentina,Spartak Moscow,Premier Liga,2004/2005,2004
Pavel Pogrebnyak,Centre-Forward,1983-11-08,20,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Mihajlo Pjanovic,Centre-Forward,1977-02-13,27,Serbia,Spartak Moscow,Premier Liga,2004/2005,2004
Nikita Bazhenov,Centre-Forward,1985-02-01,19,Russia,Spartak Moscow,Premier Liga,2004/2005,2004
Sergey Ovchinnikov,Goalkeeper,1970-11-10,33,Russia,Lokomotiv Moscow,Premier Liga,2004/2005,2004
Aleksey Polyakov,Goalkeeper,1974-02-28,30,Russia,Lokomotiv Moscow,Premier Liga,2004/2005,2004
