player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Grégory Coupet,Goalkeeper,1972-12-31,31,France,Olympique Lyon,Ligue 1,2004/2005,2004
Joan Hartock,Goalkeeper,1987-02-17,17,Martinique,Olympique Lyon,Ligue 1,2004/2005,2004
Nicolas Puydebois,Goalkeeper,1981-02-28,23,France,Olympique Lyon,Ligue 1,2004/2005,2004
Cris,Centre-Back,1977-06-03,27,Brazil,Olympique Lyon,Ligue 1,2004/2005,2004
Caçapa,Centre-Back,1976-05-29,28,Brazil,Olympique Lyon,Ligue 1,2004/2005,2004
Lamine Diatta,Centre-Back,1975-07-02,28,Senegal,Olympique Lyon,Ligue 1,2004/2005,2004
Éric Abidal,Left-Back,1979-09-11,24,France,Olympique Lyon,Ligue 1,2004/2005,2004
Jérémy Berthod,Left-Back,1984-04-24,20,France,Olympique Lyon,Ligue 1,2004/2005,2004
Anthony Réveillère,Right-Back,1979-11-10,24,France,Olympique Lyon,Ligue 1,2004/2005,2004
Johann Truchet,Right-Back,1983-08-16,20,France,Olympique Lyon,Ligue 1,2004/2005,2004
Michael Essien,Defensive Midfield,1982-12-03,21,Ghana,Olympique Lyon,Ligue 1,2004/2005,2004
Mahamadou Diarra,Defensive Midfield,1981-05-18,23,Mali,Olympique Lyon,Ligue 1,2004/2005,2004
Jérémy Clément,Defensive Midfield,1984-08-26,19,France,Olympique Lyon,Ligue 1,2004/2005,2004
Yohann Gomez,Defensive Midfield,1981-09-25,22,France,Olympique Lyon,Ligue 1,2004/2005,2004
Florent Balmont,Central Midfield,1980-02-02,24,France,Olympique Lyon,Ligue 1,2004/2005,2004
Yacine Hima,Central Midfield,1984-03-25,20,Algeria,Olympique Lyon,Ligue 1,2004/2005,2004
Juninho Pernambucano,Attacking Midfield,1975-01-30,29,Brazil,Olympique Lyon,Ligue 1,2004/2005,2004
Bryan Bergougnoux,Attacking Midfield,1983-01-12,21,France,Olympique Lyon,Ligue 1,2004/2005,2004
Hatem Ben Arfa,Attacking Midfield,1987-03-07,17,France,Olympique Lyon,Ligue 1,2004/2005,2004
Florent Malouda,Left Winger,1980-06-13,24,French Guiana,Olympique Lyon,Ligue 1,2004/2005,2004
Sylvain Idangar,Left Winger,1984-03-08,20,Chad,Olympique Lyon,Ligue 1,2004/2005,2004
Sidney Govou,Right Winger,1979-07-27,24,France,Olympique Lyon,Ligue 1,2004/2005,2004
Sylvain Wiltord,Second Striker,1974-05-10,30,France,Olympique Lyon,Ligue 1,2004/2005,2004
Giovane Elber,Centre-Forward,1972-07-23,31,Brazil,Olympique Lyon,Ligue 1,2004/2005,2004
Nilmar,Centre-Forward,1984-07-14,19,Brazil,Olympique Lyon,Ligue 1,2004/2005,2004
Pierre-Alain Frau,Centre-Forward,1980-04-15,24,France,Olympique Lyon,Ligue 1,2004/2005,2004
Julien Viale,Centre-Forward,1982-02-13,22,France,Olympique Lyon,Ligue 1,2004/2005,2004
Karim Benzema,Centre-Forward,1987-12-19,16,France,Olympique Lyon,Ligue 1,2004/2005,2004
Lionel Létizi,Goalkeeper,1973-05-28,31,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Jérôme Alonzo,Goalkeeper,1972-11-20,31,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Mohamed Benhamou,Goalkeeper,1979-12-17,24,Algeria,Paris Saint-Germain,Ligue 1,2004/2005,2004
Nicolas Cousin,Goalkeeper,1985-07-11,18,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Mario Yepes,Centre-Back,1976-01-13,28,Colombia,Paris Saint-Germain,Ligue 1,2004/2005,2004
Lorik Cana,Centre-Back,1983-07-27,20,Albania,Paris Saint-Germain,Ligue 1,2004/2005,2004
Hélder Cristóvão,Centre-Back,1971-03-21,33,Portugal,Paris Saint-Germain,Ligue 1,2004/2005,2004
Sylvain Armand,Centre-Back,1980-08-01,23,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
José-Karl Pierre-Fanfan,Centre-Back,1975-07-26,28,Martinique,Paris Saint-Germain,Ligue 1,2004/2005,2004
Jean-Michel Badiane,Centre-Back,1983-05-09,21,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Ahmed Kantari,Centre-Back,1985-06-28,19,Morocco,Paris Saint-Germain,Ligue 1,2004/2005,2004
Sol Bamba,Centre-Back,1985-01-13,19,Cote d'Ivoire,Paris Saint-Germain,Ligue 1,2004/2005,2004
Jean-Hugues Ateba,Left-Back,1981-09-01,22,Cameroon,Paris Saint-Germain,Ligue 1,2004/2005,2004
Stéphane Pichot,Right-Back,1976-09-02,27,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Bernard Mendy,Right-Back,1981-08-20,22,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Hocine Ragued,Defensive Midfield,1983-02-11,21,Tunisia,Paris Saint-Germain,Ligue 1,2004/2005,2004
Édouard Cissé,Defensive Midfield,1978-03-30,26,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Clément Chantôme,Defensive Midfield,1987-09-11,16,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Modeste M'Bami,Defensive Midfield,1982-10-09,21,Cameroon,Paris Saint-Germain,Ligue 1,2004/2005,2004
Branko Boskovic,Central Midfield,1980-06-21,24,Montenegro,Paris Saint-Germain,Ligue 1,2004/2005,2004
Sergey Semak,Central Midfield,1976-02-27,28,Russia,Paris Saint-Germain,Ligue 1,2004/2005,2004
Jérôme Rothen,Left Midfield,1978-03-31,26,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Rudy Haddad,Attacking Midfield,1985-02-05,19,Israel,Paris Saint-Germain,Ligue 1,2004/2005,2004
Selim Benachour,Attacking Midfield,1981-09-08,22,Tunisia,Paris Saint-Germain,Ligue 1,2004/2005,2004
Charles-Edouard Coridon,Attacking Midfield,1973-04-09,31,Martinique,Paris Saint-Germain,Ligue 1,2004/2005,2004
Fabrice Pancrate,Right Winger,1980-05-02,24,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Alioune Touré,Right Winger,1978-09-09,25,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Fabrice Fiorèse,Right Winger,1975-07-26,28,France,Paris Saint-Germain,Ligue 1,2004/2005,2004
Filipe Teixeira,Right Winger,1980-10-02,23,Portugal,Paris Saint-Germain,Ligue 1,2004/2005,2004
Reinaldo,Centre-Forward,1979-03-14,25,Brazil,Paris Saint-Germain,Ligue 1,2004/2005,2004
Pauleta,Centre-Forward,1973-04-28,31,Portugal,Paris Saint-Germain,Ligue 1,2004/2005,2004
Bartholomew Ogbeche,Centre-Forward,1984-10-01,19,Nigeria,Paris Saint-Germain,Ligue 1,2004/2005,2004
Vedad Ibisevic,Centre-Forward,1984-08-06,19,Bosnia-Herzegovina,Paris Saint-Germain,Ligue 1,2004/2005,2004
Danijel Ljuboja,Centre-Forward,1978-09-04,25,Serbia,Paris Saint-Germain,Ligue 1,2004/2005,2004
André Biancarelli,Goalkeeper,1970-03-11,34,France,AS Monaco,Ligue 1,2004/2005,2004
Fabien Audard,Goalkeeper,1978-03-28,26,France,AS Monaco,Ligue 1,2004/2005,2004
Flavio Roma,Goalkeeper,1974-06-21,30,Italy,AS Monaco,Ligue 1,2004/2005,2004
François Modesto,Centre-Back,1978-08-19,25,France,AS Monaco,Ligue 1,2004/2005,2004
Joseph Dayo Oshadogan,Centre-Back,1976-06-27,28,Italy,AS Monaco,Ligue 1,2004/2005,2004
Sébastien Squillaci,Centre-Back,1980-08-11,23,France,AS Monaco,Ligue 1,2004/2005,2004
Arnaud Lescure,Centre-Back,1986-02-13,18,France,AS Monaco,Ligue 1,2004/2005,2004
Massamba Sambou,Centre-Back,1986-09-17,17,Senegal,AS Monaco,Ligue 1,2004/2005,2004
Marko Muslin,Centre-Back,1985-06-17,19,France,AS Monaco,Ligue 1,2004/2005,2004
Julien Rodriguez,Centre-Back,1978-06-11,26,France,AS Monaco,Ligue 1,2004/2005,2004
Gaël Givet,Centre-Back,1981-10-09,22,France,AS Monaco,Ligue 1,2004/2005,2004
Patrice Evra,Left-Back,1981-05-15,23,France,AS Monaco,Ligue 1,2004/2005,2004
Olivier Veigneau,Left-Back,1985-07-16,18,France,AS Monaco,Ligue 1,2004/2005,2004
Marco Ramos,Left-Back,1983-04-26,21,Portugal,AS Monaco,Ligue 1,2004/2005,2004
Hassan El Fakiri,Left-Back,1977-04-18,27,Norway,AS Monaco,Ligue 1,2004/2005,2004
Maicon,Right-Back,1981-07-26,22,Brazil,AS Monaco,Ligue 1,2004/2005,2004
Diego Pérez,Defensive Midfield,1980-05-18,24,Uruguay,AS Monaco,Ligue 1,2004/2005,2004
Akis Zikos,Defensive Midfield,1974-06-01,30,Greece,AS Monaco,Ligue 1,2004/2005,2004
Jimmy Juan,Central Midfield,1983-06-10,21,France,AS Monaco,Ligue 1,2004/2005,2004
Jaroslav Plasil,Central Midfield,1982-01-05,22,Czech Republic,AS Monaco,Ligue 1,2004/2005,2004
Lucas Bernardi,Central Midfield,1977-09-27,26,Argentina,AS Monaco,Ligue 1,2004/2005,2004
Pontus Farnerud,Central Midfield,1980-06-04,24,Sweden,AS Monaco,Ligue 1,2004/2005,2004
Antoine Grauss,Left Midfield,1984-08-03,19,France,AS Monaco,Ligue 1,2004/2005,2004
Nicolas Maurice-Belay,Left Winger,1985-04-19,19,France,AS Monaco,Ligue 1,2004/2005,2004
Grégory Lacombe,Right Winger,1982-01-11,22,France,AS Monaco,Ligue 1,2004/2005,2004
Souleymane Camara,Right Winger,1982-12-22,21,Senegal,AS Monaco,Ligue 1,2004/2005,2004
Javier Saviola,Second Striker,1981-12-11,22,Argentina,AS Monaco,Ligue 1,2004/2005,2004
Mohamed Kallon,Centre-Forward,1979-10-06,24,Sierra Leone,AS Monaco,Ligue 1,2004/2005,2004
Javier Chevantón,Centre-Forward,1980-08-12,23,Uruguay,AS Monaco,Ligue 1,2004/2005,2004
Shabani Nonda,Centre-Forward,1977-03-06,27,DR Congo,AS Monaco,Ligue 1,2004/2005,2004
David Gigliotti,Centre-Forward,1985-05-30,19,France,AS Monaco,Ligue 1,2004/2005,2004
Emmanuel Adebayor,Centre-Forward,1984-02-26,20,Togo,AS Monaco,Ligue 1,2004/2005,2004
Benoît Tardieu,Goalkeeper,1986-01-21,18,Benin,AJ Auxerre,Ligue 1,2004/2005,2004
Fabien Cool,Goalkeeper,1972-08-30,31,France,AJ Auxerre,Ligue 1,2004/2005,2004
Sébastien Hamel,Goalkeeper,1975-11-20,28,France,AJ Auxerre,Ligue 1,2004/2005,2004
Baptiste Chabert,Goalkeeper,1983-04-07,21,France,AJ Auxerre,Ligue 1,2004/2005,2004
Aurélien Chedjou,Centre-Back,1985-06-20,19,Cameroon,AJ Auxerre,Ligue 1,2004/2005,2004
Guillaume Lecacheur,Centre-Back,1982-08-02,21,France,AJ Auxerre,Ligue 1,2004/2005,2004
Stéphane Grichting,Centre-Back,1979-03-30,25,Switzerland,AJ Auxerre,Ligue 1,2004/2005,2004
Jean-Pascal Mignot,Centre-Back,1981-02-26,23,France,AJ Auxerre,Ligue 1,2004/2005,2004
René Bolf,Centre-Back,1974-02-25,30,Czech Republic,AJ Auxerre,Ligue 1,2004/2005,2004
David Recorbet,Centre-Back,1976-10-24,27,France,AJ Auxerre,Ligue 1,2004/2005,2004
Younès Kaboul,Centre-Back,1986-01-04,18,France,AJ Auxerre,Ligue 1,2004/2005,2004
Mamoutou Coulibaly,Centre-Back,1984-02-23,20,Mali,AJ Auxerre,Ligue 1,2004/2005,2004
Michaël Ciani,Centre-Back,1984-04-06,20,France,AJ Auxerre,Ligue 1,2004/2005,2004
Baptiste Martin,Centre-Back,1985-05-14,19,France,AJ Auxerre,Ligue 1,2004/2005,2004
Jean-Sébastien Jaurès,Left-Back,1977-09-30,26,France,AJ Auxerre,Ligue 1,2004/2005,2004
Pierre Vignaud,Left-Back,1983-03-10,21,France,AJ Auxerre,Ligue 1,2004/2005,2004
Johan Radet,Right-Back,1976-11-24,27,France,AJ Auxerre,Ligue 1,2004/2005,2004
Richard Suriano,Right-Back,1982-01-28,22,France,AJ Auxerre,Ligue 1,2004/2005,2004
Bacary Sagna,Right-Back,1983-02-14,21,France,AJ Auxerre,Ligue 1,2004/2005,2004
David Vandenbossche,Midfielder,1980-09-27,23,France,AJ Auxerre,Ligue 1,2004/2005,2004
Philippe Violeau,Defensive Midfield,1970-09-19,33,France,AJ Auxerre,Ligue 1,2004/2005,2004
Benoît Cheyrou,Defensive Midfield,1981-05-03,23,France,AJ Auxerre,Ligue 1,2004/2005,2004
Teemu Tainio,Defensive Midfield,1979-11-27,24,Finland,AJ Auxerre,Ligue 1,2004/2005,2004
Lionel Mathis,Defensive Midfield,1981-10-04,22,France,AJ Auxerre,Ligue 1,2004/2005,2004
Damien Dufour,Central Midfield,1981-10-30,22,France,AJ Auxerre,Ligue 1,2004/2005,2004
Hassan Yebda,Central Midfield,1984-05-14,20,Algeria,AJ Auxerre,Ligue 1,2004/2005,2004
Abou Diaby,Central Midfield,1986-05-11,18,France,AJ Auxerre,Ligue 1,2004/2005,2004
Kevin Lejeune,Left Midfield,1985-01-22,19,France,AJ Auxerre,Ligue 1,2004/2005,2004
Irélé Apo,Attacking Midfield,1987-01-16,17,Benin,AJ Auxerre,Ligue 1,2004/2005,2004
Yann Lachuer,Attacking Midfield,1972-08-05,31,France,AJ Auxerre,Ligue 1,2004/2005,2004
Ludovic Genest,Attacking Midfield,1987-09-18,16,France,AJ Auxerre,Ligue 1,2004/2005,2004
Pascal Vahirua,Left Winger,1966-03-09,38,France,AJ Auxerre,Ligue 1,2004/2005,2004
Kanga Akalé,Left Winger,1981-03-07,23,Cote d'Ivoire,AJ Auxerre,Ligue 1,2004/2005,2004
Bonaventure Kalou,Right Winger,1978-01-12,26,Cote d'Ivoire,AJ Auxerre,Ligue 1,2004/2005,2004
Luigi Pieroni,Centre-Forward,1980-09-08,23,Belgium,AJ Auxerre,Ligue 1,2004/2005,2004
Arnaud Gonzalez,Centre-Forward,1977-08-24,26,France,AJ Auxerre,Ligue 1,2004/2005,2004
Benjani,Centre-Forward,1978-08-13,25,Zimbabwe,AJ Auxerre,Ligue 1,2004/2005,2004
Gérard Gnanhouan,Goalkeeper,1979-02-12,25,Cote d'Ivoire,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Teddy Richert,Goalkeeper,1974-09-21,29,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Alexandre Martinovic,Goalkeeper,1985-05-31,19,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Aimé Lavie,Defender,1984-12-07,19,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Maxence Flachez,Centre-Back,1972-08-05,31,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Ibrahim Tall,Centre-Back,1981-06-23,23,Senegal,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Sylvain Monsoreau,Centre-Back,1981-03-20,23,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Souleymane Diawara,Centre-Back,1978-12-24,25,Senegal,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Jérémy Mathieu,Centre-Back,1983-10-29,20,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Grégory Paisley,Left-Back,1977-05-07,27,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Lionel Potillon,Left-Back,1974-02-10,30,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Ahmed Samir Farag,Left-Back,1986-05-20,18,Egypt,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Cédric Rey,Left-Back,1984-08-25,19,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Omar Daf,Right-Back,1977-02-12,27,Senegal,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Maxime Josse,Right-Back,1987-03-21,17,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Fabien Boudarène,Defensive Midfield,1978-10-05,25,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Romain Pitau,Defensive Midfield,1977-08-08,26,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Guirane N'Daw,Defensive Midfield,1984-04-24,20,Senegal,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Johann Lonfat,Right Midfield,1973-03-11,31,Switzerland,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Jaouad Zairi,Right Midfield,1982-04-17,22,Morocco,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Sigamary Diarra,Left Midfield,1984-01-10,20,Mali,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Wilson Oruma,Attacking Midfield,1976-12-30,27,Nigeria,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Marcelo Luis Trapasso,Attacking Midfield,1976-04-30,28,Argentina,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Mickaël Isabey,Right Winger,1975-02-20,29,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Jérémy Ménez,Second Striker,1987-05-07,17,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Mohamed Kader,Centre-Forward,1979-04-08,25,Togo,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Ilan,Centre-Forward,1980-09-18,23,Brazil,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Santos,Centre-Forward,1979-03-20,25,Tunisia,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Basile de Carvalho,Centre-Forward,1981-10-31,22,Guinea-Bissau,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Thomas Régnier,Centre-Forward,1984-03-11,20,France,FC Sochaux-Montbéliard,Ligue 1,2004/2005,2004
Mickaël Landreau,Goalkeeper,1979-05-14,25,France,FC Nantes,Ligue 1,2004/2005,2004
Willy Grondin,Goalkeeper,1974-10-12,29,France,FC Nantes,Ligue 1,2004/2005,2004
Perica Radic,Goalkeeper,1984-03-13,20,Serbia,FC Nantes,Ligue 1,2004/2005,2004
Alexis Thébaux,Goalkeeper,1985-03-17,19,France,FC Nantes,Ligue 1,2004/2005,2004
Mauro Cetto,Centre-Back,1982-04-14,22,Argentina,FC Nantes,Ligue 1,2004/2005,2004
Julio Cáceres,Centre-Back,1979-10-05,24,Paraguay,FC Nantes,Ligue 1,2004/2005,2004
Pascal Delhommeau,Centre-Back,1978-08-14,25,France,FC Nantes,Ligue 1,2004/2005,2004
Loïc Guillon,Centre-Back,1982-01-11,22,France,FC Nantes,Ligue 1,2004/2005,2004
Alexander Viveros,Left-Back,1977-10-08,26,Colombia,FC Nantes,Ligue 1,2004/2005,2004
Stéphen Drouin,Left-Back,1984-02-27,20,France,FC Nantes,Ligue 1,2004/2005,2004
Denis Stinat,Left-Back,1983-07-18,20,France,FC Nantes,Ligue 1,2004/2005,2004
David Leray,Right-Back,1984-03-02,20,France,FC Nantes,Ligue 1,2004/2005,2004
Mickaël Tavares,Defensive Midfield,1982-10-25,21,Senegal,FC Nantes,Ligue 1,2004/2005,2004
Mathieu Berson,Defensive Midfield,1980-02-23,24,France,FC Nantes,Ligue 1,2004/2005,2004
Gilles Yapi,Defensive Midfield,1982-01-30,22,Cote d'Ivoire,FC Nantes,Ligue 1,2004/2005,2004
Nicolas Savinaud,Defensive Midfield,1975-11-20,28,France,FC Nantes,Ligue 1,2004/2005,2004
Jérémy Toulalan,Defensive Midfield,1983-09-10,20,France,FC Nantes,Ligue 1,2004/2005,2004
William Vainqueur,Defensive Midfield,1988-11-19,15,France,FC Nantes,Ligue 1,2004/2005,2004
Fodil Hadjadj,Defensive Midfield,1983-04-18,21,Algeria,FC Nantes,Ligue 1,2004/2005,2004
Loïc Pailleres,Defensive Midfield,1980-05-20,24,France,FC Nantes,Ligue 1,2004/2005,2004
Bocundji Ca,Defensive Midfield,1986-12-28,17,Guinea-Bissau,FC Nantes,Ligue 1,2004/2005,2004
Emerse Faé,Central Midfield,1984-01-24,20,Cote d'Ivoire,FC Nantes,Ligue 1,2004/2005,2004
Milos Dimitrijevic,Central Midfield,1984-02-16,20,Serbia,FC Nantes,Ligue 1,2004/2005,2004
Guillaume Norbert,Right Midfield,1980-10-14,23,France,FC Nantes,Ligue 1,2004/2005,2004
Goran Rubil,Right Midfield,1981-03-09,23,Croatia,FC Nantes,Ligue 1,2004/2005,2004
Olivier Quint,Left Midfield,1971-11-29,32,France,FC Nantes,Ligue 1,2004/2005,2004
Hassan Ahamada,Attacking Midfield,1981-04-13,23,France,FC Nantes,Ligue 1,2004/2005,2004
Boubacar Baldé,Forward,1986-01-06,18,Guinea,FC Nantes,Ligue 1,2004/2005,2004
Shiva N'Zigou,Left Winger,1983-10-24,20,Gabon,FC Nantes,Ligue 1,2004/2005,2004
Aurélien Capoue,Left Winger,1982-02-28,22,Guadeloupe,FC Nantes,Ligue 1,2004/2005,2004
Frédéric Da Rocha,Right Winger,1974-09-16,29,France,FC Nantes,Ligue 1,2004/2005,2004
Luigi Glombard,Right Winger,1984-08-21,19,France,FC Nantes,Ligue 1,2004/2005,2004
Grégory Pujol,Centre-Forward,1980-01-25,24,France,FC Nantes,Ligue 1,2004/2005,2004
Florin Bratu,Centre-Forward,1980-01-02,24,Romania,FC Nantes,Ligue 1,2004/2005,2004
Mamadou Diallo,Centre-Forward,1982-04-17,22,Mali,FC Nantes,Ligue 1,2004/2005,2004
Mamadou Bagayoko,Centre-Forward,1979-05-21,25,Mali,FC Nantes,Ligue 1,2004/2005,2004
Claudiu Keseru,Centre-Forward,1986-12-02,17,Romania,FC Nantes,Ligue 1,2004/2005,2004
Fouad Bouguerra,Centre-Forward,1981-05-07,23,Algeria,FC Nantes,Ligue 1,2004/2005,2004
Fabien Barthez,Goalkeeper,1971-06-28,33,France,Olympique Marseille,Ligue 1,2004/2005,2004
Jérémy Gavanon,Goalkeeper,1983-09-20,20,France,Olympique Marseille,Ligue 1,2004/2005,2004
Philippe Christanval,Centre-Back,1978-08-31,25,France,Olympique Marseille,Ligue 1,2004/2005,2004
Frédéric Déhu,Centre-Back,1972-10-24,31,France,Olympique Marseille,Ligue 1,2004/2005,2004
Abdoulaye Méïté,Centre-Back,1980-10-06,23,Cote d'Ivoire,Olympique Marseille,Ligue 1,2004/2005,2004
Johnny Ecker,Centre-Back,1973-01-16,31,France,Olympique Marseille,Ligue 1,2004/2005,2004
