player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Francesco Toldo,Goalkeeper,1971-12-02,32,Italy,FC Internazionale,Serie A,2004/2005,2004
Alberto Fontana,Goalkeeper,1967-01-23,37,Italy,FC Internazionale,Serie A,2004/2005,2004
Fabián Carini,Goalkeeper,1979-12-26,24,Uruguay,FC Internazionale,Serie A,2004/2005,2004
Luca Bonfiglio,Goalkeeper,1988-01-23,16,Italy,FC Internazionale,Serie A,2004/2005,2004
Paolo Tornaghi,Goalkeeper,1988-06-21,16,Italy,FC Internazionale,Serie A,2004/2005,2004
Alex Cordaz,Goalkeeper,1983-01-01,21,Italy,FC Internazionale,Serie A,2004/2005,2004
Giacomo Bindi,Goalkeeper,1987-01-02,17,Italy,FC Internazionale,Serie A,2004/2005,2004
Flavio Visconti,Defender,1986-04-06,18,Italy,FC Internazionale,Serie A,2004/2005,2004
Iván Córdoba,Centre-Back,1976-08-11,27,Colombia,FC Internazionale,Serie A,2004/2005,2004
Nicolás Burdisso,Centre-Back,1981-04-12,23,Argentina,FC Internazionale,Serie A,2004/2005,2004
Siniša Mihajlović,Centre-Back,1969-02-20,35,Serbia,FC Internazionale,Serie A,2004/2005,2004
Marco Materazzi,Centre-Back,1973-08-19,30,Italy,FC Internazionale,Serie A,2004/2005,2004
Carlos Gamarra,Centre-Back,1971-02-17,33,Paraguay,FC Internazionale,Serie A,2004/2005,2004
Paolo Dellafiore,Centre-Back,1985-02-02,19,Italy,FC Internazionale,Serie A,2004/2005,2004
Nicolas Giani,Centre-Back,1986-03-13,18,Italy,FC Internazionale,Serie A,2004/2005,2004
Marco Andreolli,Centre-Back,1986-06-10,18,Italy,FC Internazionale,Serie A,2004/2005,2004
Giuseppe Favalli,Left-Back,1972-01-08,32,Italy,FC Internazionale,Serie A,2004/2005,2004
Giovanni Pasquale,Left-Back,1982-01-05,22,Italy,FC Internazionale,Serie A,2004/2005,2004
Simone Fautario,Left-Back,1987-02-12,17,Italy,FC Internazionale,Serie A,2004/2005,2004
Francesco Coco,Left-Back,1977-01-08,27,Italy,FC Internazionale,Serie A,2004/2005,2004
Javier Zanetti,Right-Back,1973-08-10,30,Argentina,FC Internazionale,Serie A,2004/2005,2004
Zé Maria,Right-Back,1973-07-25,30,Brazil,FC Internazionale,Serie A,2004/2005,2004
Daniel Semenzato,Right-Back,1987-01-11,17,Italy,FC Internazionale,Serie A,2004/2005,2004
Fabrizio Biava,Midfielder,1983-08-25,20,Italy,FC Internazionale,Serie A,2004/2005,2004
Cristiano Zanetti,Defensive Midfield,1977-04-19,27,Italy,FC Internazionale,Serie A,2004/2005,2004
Esteban Cambiasso,Defensive Midfield,1980-08-18,23,Argentina,FC Internazionale,Serie A,2004/2005,2004
Daniel Maa Boumsong,Defensive Midfield,1987-03-20,17,Cameroon,FC Internazionale,Serie A,2004/2005,2004
Emre Belözoglu,Central Midfield,1980-09-07,23,Turkey,FC Internazionale,Serie A,2004/2005,2004
Edgar Davids,Central Midfield,1973-03-13,31,Netherlands,FC Internazionale,Serie A,2004/2005,2004
Juan Sebastián Verón,Central Midfield,1975-03-09,29,Argentina,FC Internazionale,Serie A,2004/2005,2004
Georgios Karagounis,Central Midfield,1977-03-06,27,Greece,FC Internazionale,Serie A,2004/2005,2004
Dejan Stanković,Central Midfield,1978-09-11,25,Serbia,FC Internazionale,Serie A,2004/2005,2004
Mario Rebecchi,Central Midfield,1983-08-31,20,Italy,FC Internazionale,Serie A,2004/2005,2004
Omar Laribi,Central Midfield,1986-10-04,17,Italy,FC Internazionale,Serie A,2004/2005,2004
Dino Marino,Central Midfield,1985-05-23,19,Italy,FC Internazionale,Serie A,2004/2005,2004
Kily González,Left Midfield,1974-08-04,29,Argentina,FC Internazionale,Serie A,2004/2005,2004
Ianis Zicu,Attacking Midfield,1983-10-23,20,Romania,FC Internazionale,Serie A,2004/2005,2004
Tijani Belaid,Attacking Midfield,1987-09-06,16,Tunisia,FC Internazionale,Serie A,2004/2005,2004
Francesco Bilardo,Forward,1986-02-14,18,Italy,FC Internazionale,Serie A,2004/2005,2004
Yrius Roberto Carboni,Forward,1986-07-22,17,Brazil,FC Internazionale,Serie A,2004/2005,2004
Andy van der Meyde,Right Winger,1979-09-30,24,Netherlands,FC Internazionale,Serie A,2004/2005,2004
Álvaro Recoba,Second Striker,1976-03-17,28,Uruguay,FC Internazionale,Serie A,2004/2005,2004
