player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Oliver Kahn,Goalkeeper,1969-06-15,35,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Michael Rensing,Goalkeeper,1984-05-14,20,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Bernd Dreher,Goalkeeper,1966-11-02,37,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Jan Schlösser,Goalkeeper,1982-09-27,21,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Lúcio,Centre-Back,1978-05-08,26,Brazil,Bayern Munich,Bundesliga,2004/2005,2004
Samuel Kuffour,Centre-Back,1976-09-03,27,Ghana,Bayern Munich,Bundesliga,2004/2005,2004
Robert Kovac,Centre-Back,1974-04-06,30,Croatia,Bayern Munich,Bundesliga,2004/2005,2004
Martín Demichelis,Centre-Back,1980-12-20,23,Argentina,Bayern Munich,Bundesliga,2004/2005,2004
Thomas Linke,Centre-Back,1969-12-26,34,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Tobias Rau,Left-Back,1981-12-31,22,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Bixente Lizarazu,Left-Back,1969-12-09,34,France,Bayern Munich,Bundesliga,2004/2005,2004
Willy Sagnol,Right-Back,1977-03-18,27,France,Bayern Munich,Bundesliga,2004/2005,2004
Andreas Görlitz,Right-Back,1982-01-31,22,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Torsten Frings,Defensive Midfield,1976-11-22,27,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Jens Jeremies,Defensive Midfield,1974-03-05,30,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Owen Hargreaves,Defensive Midfield,1981-01-20,23,England,Bayern Munich,Bundesliga,2004/2005,2004
Michael Ballack,Central Midfield,1976-09-26,27,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Bastian Schweinsteiger,Central Midfield,1984-08-01,19,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Hasan Salihamidzic,Right Midfield,1977-01-01,27,Bosnia-Herzegovina,Bayern Munich,Bundesliga,2004/2005,2004
Sebastian Deisler,Right Midfield,1980-01-05,24,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Zé Roberto,Left Midfield,1974-07-06,29,Brazil,Bayern Munich,Bundesliga,2004/2005,2004
Mehmet Scholl,Attacking Midfield,1970-10-16,33,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Piotr Trochowski,Attacking Midfield,1984-03-22,20,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Vahid Hashemian,Centre-Forward,1976-07-21,27,Iran,Bayern Munich,Bundesliga,2004/2005,2004
Roy Makaay,Centre-Forward,1975-03-09,29,Netherlands,Bayern Munich,Bundesliga,2004/2005,2004
Claudio Pizarro,Centre-Forward,1978-10-03,25,Peru,Bayern Munich,Bundesliga,2004/2005,2004
Alexander Zickler,Centre-Forward,1974-02-28,30,Germany,Bayern Munich,Bundesliga,2004/2005,2004
Roque Santa Cruz,Centre-Forward,1981-08-16,22,Paraguay,Bayern Munich,Bundesliga,2004/2005,2004
Paolo Guerrero,Centre-Forward,1984-01-01,20,Peru,Bayern Munich,Bundesliga,2004/2005,2004
Roman Weidenfeller,Goalkeeper,1980-08-06,23,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Guillaume Warmuz,Goalkeeper,1970-05-22,34,France,Borussia Dortmund,Bundesliga,2004/2005,2004
Matthias Kleinsteiber,Goalkeeper,1978-01-05,26,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Sören Pirson,Goalkeeper,1985-08-27,18,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Christian Wörns,Centre-Back,1972-05-10,32,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Christoph Metzelder,Centre-Back,1980-11-05,23,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Ahmed Madouni,Centre-Back,1980-10-04,23,Algeria,Borussia Dortmund,Bundesliga,2004/2005,2004
André Bergdölmo,Centre-Back,1971-10-13,32,Norway,Borussia Dortmund,Bundesliga,2004/2005,2004
Uwe Hünemeier,Centre-Back,1986-01-09,18,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Markus Brzenska,Centre-Back,1984-05-25,20,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Marc Heitmeier,Centre-Back,1985-03-18,19,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Niclas Jensen,Left-Back,1974-08-17,29,Denmark,Borussia Dortmund,Bundesliga,2004/2005,2004
Dedê,Left-Back,1978-04-18,26,Brazil,Borussia Dortmund,Bundesliga,2004/2005,2004
Patrick Kohlmann,Left-Back,1983-02-25,21,Ireland,Borussia Dortmund,Bundesliga,2004/2005,2004
Evanilson,Right-Back,1975-09-12,28,Brazil,Borussia Dortmund,Bundesliga,2004/2005,2004
Juan Fernández,Right-Back,1980-03-05,24,Argentina,Borussia Dortmund,Bundesliga,2004/2005,2004
Guy Demel,Right-Back,1981-06-13,23,Cote d'Ivoire,Borussia Dortmund,Bundesliga,2004/2005,2004
Sebastian Kehl,Defensive Midfield,1980-02-13,24,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Sunday Oliseh,Defensive Midfield,1974-09-14,29,Nigeria,Borussia Dortmund,Bundesliga,2004/2005,2004
Malte Metzelder,Defensive Midfield,1982-05-19,22,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Florian Kringe,Central Midfield,1982-08-18,21,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Mehmet Akgün,Central Midfield,1986-08-06,17,Turkey,Borussia Dortmund,Bundesliga,2004/2005,2004
Marc-André Kruska,Central Midfield,1987-06-29,17,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Tomas Rosicky,Attacking Midfield,1980-10-04,23,Czech Republic,Borussia Dortmund,Bundesliga,2004/2005,2004
Otto Addo,Attacking Midfield,1975-06-09,29,Ghana,Borussia Dortmund,Bundesliga,2004/2005,2004
Lars Ricken,Attacking Midfield,1976-07-10,27,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
Sascha Rammel,Attacking Midfield,1985-03-11,19,Germany,Borussia Dortmund,Bundesliga,2004/2005,2004
