player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Ian Walker,Goalkeeper,1971-10-31,32,England,Leicester City,Championship,2004/2005,2004
Stuart Taylor,Goalkeeper,1980-11-28,23,England,Leicester City,Championship,2004/2005,2004
Conrad Logan,Goalkeeper,1986-04-18,18,Ireland,Leicester City,Championship,2004/2005,2004
Lars Hirschfeld,Goalkeeper,1978-10-17,25,Canada,Leicester City,Championship,2004/2005,2004
Kevin Pressman,Goalkeeper,1967-11-06,36,England,Leicester City,Championship,2004/2005,2004
Nikolaos Dabizas,Centre-Back,1973-08-03,30,Greece,Leicester City,Championship,2004/2005,2004
Martin Keown,Centre-Back,1966-07-24,37,England,Leicester City,Championship,2004/2005,2004
Matt Heath,Centre-Back,1981-11-01,22,England,Leicester City,Championship,2004/2005,2004
Darren Kenton,Centre-Back,1978-09-13,25,England,Leicester City,Championship,2004/2005,2004
Richard Stearman,Centre-Back,1987-08-19,16,England,Leicester City,Championship,2004/2005,2004
Matt Elliott,Centre-Back,1968-11-01,35,Scotland,Leicester City,Championship,2004/2005,2004
Patrick McCarthy,Centre-Back,1983-05-31,21,Ireland,Leicester City,Championship,2004/2005,2004
Alan Sheehan,Centre-Back,1986-09-14,17,Ireland,Leicester City,Championship,2004/2005,2004
Danny Tiatto,Left-Back,1973-05-22,31,Australia,Leicester City,Championship,2004/2005,2004
Jordan Stewart,Left-Back,1982-03-03,22,England,Leicester City,Championship,2004/2005,2004
Chris Makin,Left-Back,1973-05-08,31,England,Leicester City,Championship,2004/2005,2004
Alan Maybury,Right-Back,1978-08-08,25,Ireland,Leicester City,Championship,2004/2005,2004
Stephen Hughes,Central Midfield,1982-11-14,21,Scotland,Leicester City,Championship,2004/2005,2004
Keith Gillespie,Central Midfield,1975-02-18,29,Northern Ireland,Leicester City,Championship,2004/2005,2004
Lilian Nalis,Central Midfield,1971-09-29,32,France,Leicester City,Championship,2004/2005,2004
Scot Gemmill,Central Midfield,1971-01-02,33,Scotland,Leicester City,Championship,2004/2005,2004
Gareth Williams,Central Midfield,1981-12-16,22,Scotland,Leicester City,Championship,2004/2005,2004
Joey Gudjónsson,Central Midfield,1980-05-25,24,Iceland,Leicester City,Championship,2004/2005,2004
Stephen Dawson,Central Midfield,1985-12-04,18,Ireland,Leicester City,Championship,2004/2005,2004
Peter Canero,Right Midfield,1981-01-10,23,Scotland,Leicester City,Championship,2004/2005,2004
Kevin Harper,Right Midfield,1976-01-15,28,Scotland,Leicester City,Championship,2004/2005,2004
Jason Wilcox,Left Winger,1971-07-15,32,England,Leicester City,Championship,2004/2005,2004
Dion Dublin,Centre-Forward,1969-04-22,35,England,Leicester City,Championship,2004/2005,2004
James Scowcroft,Centre-Forward,1975-11-15,28,England,Leicester City,Championship,2004/2005,2004
Stefan Moore,Centre-Forward,1983-09-28,20,England,Leicester City,Championship,2004/2005,2004
David Connolly,Centre-Forward,1977-06-06,27,Ireland,Leicester City,Championship,2004/2005,2004
Trevor Benjamin,Centre-Forward,1979-02-08,25,Jamaica,Leicester City,Championship,2004/2005,2004
Tommy Wright,Centre-Forward,1984-09-28,19,England,Leicester City,Championship,2004/2005,2004
Nathan Blake,Centre-Forward,1972-01-27,32,Wales,Leicester City,Championship,2004/2005,2004
Mark de Vries,Centre-Forward,1975-08-24,28,Netherlands,Leicester City,Championship,2004/2005,2004
Lee Morris,Centre-Forward,1980-04-30,24,England,Leicester City,Championship,2004/2005,2004
Chris O'Grady,Centre-Forward,1986-01-25,18,England,Leicester City,Championship,2004/2005,2004
Neil Sullivan,Goalkeeper,1970-02-24,34,Scotland,Leeds United,Championship,2004/2005,2004
Scott Carson,Goalkeeper,1985-09-03,18,England,Leeds United,Championship,2004/2005,2004
Paul Harrison,Goalkeeper,1984-12-18,19,England,Leeds United,Championship,2004/2005,2004
Sasa Ilic,Goalkeeper,1972-07-18,31,Serbia,Leeds United,Championship,2004/2005,2004
Kevin Pressman,Goalkeeper,1967-11-06,36,England,Leeds United,Championship,2004/2005,2004
Henry McStay,Centre-Back,1985-03-06,19,Ireland,Leeds United,Championship,2004/2005,2004
Clarke Carlisle,Centre-Back,1979-10-14,24,England,Leeds United,Championship,2004/2005,2004
Lucas Radebe,Centre-Back,1969-04-12,35,South Africa,Leeds United,Championship,2004/2005,2004
Paul Butler,Centre-Back,1972-11-02,31,Ireland,Leeds United,Championship,2004/2005,2004
Sean Gregan,Centre-Back,1974-03-29,30,England,Leeds United,Championship,2004/2005,2004
Michael Duberry,Centre-Back,1975-10-14,28,England,Leeds United,Championship,2004/2005,2004
Matthew Kilgallon,Centre-Back,1984-01-08,20,England,Leeds United,Championship,2004/2005,2004
Stephen Crainey,Left-Back,1981-06-22,23,Scotland,Leeds United,Championship,2004/2005,2004
Danny Pugh,Left-Back,1982-10-19,21,England,Leeds United,Championship,2004/2005,2004
Michael Gray,Left-Back,1974-08-03,29,England,Leeds United,Championship,2004/2005,2004
Gary Kelly,Right-Back,1974-07-09,29,Ireland,Leeds United,Championship,2004/2005,2004
Serge Branco,Right-Back,1980-10-11,23,Cameroon,Leeds United,Championship,2004/2005,2004
Frazer Richardson,Right-Back,1982-10-29,21,England,Leeds United,Championship,2004/2005,2004
Shaun Derry,Defensive Midfield,1977-12-06,26,England,Leeds United,Championship,2004/2005,2004
Jermaine Wright,Central Midfield,1975-10-21,28,England,Leeds United,Championship,2004/2005,2004
John Oster,Central Midfield,1978-12-08,25,Wales,Leeds United,Championship,2004/2005,2004
Léandre Griffit,Central Midfield,1984-05-21,20,France,Leeds United,Championship,2004/2005,2004
Gylfi Einarsson,Central Midfield,1978-10-27,25,Iceland,Leeds United,Championship,2004/2005,2004
Matthew Spring,Central Midfield,1979-11-17,24,England,Leeds United,Championship,2004/2005,2004
Simon Walton,Central Midfield,1987-09-13,16,England,Leeds United,Championship,2004/2005,2004
Eirik Bakke,Central Midfield,1977-09-13,26,Norway,Leeds United,Championship,2004/2005,2004
Seth Johnson,Central Midfield,1979-03-12,25,England,Leeds United,Championship,2004/2005,2004
Martin Woods,Central Midfield,1986-01-01,18,Scotland,Leeds United,Championship,2004/2005,2004
Jamie McMaster,Central Midfield,1982-11-29,21,Australia,Leeds United,Championship,2004/2005,2004
Paul Keegan,Central Midfield,1984-07-05,19,Ireland,Leeds United,Championship,2004/2005,2004
Jamie Winter,Central Midfield,1985-08-04,18,Scotland,Leeds United,Championship,2004/2005,2004
Harpal Singh,Left Midfield,1981-09-15,22,India,Leeds United,Championship,2004/2005,2004
Gavin Rothery,Left Midfield,1987-09-27,16,England,Leeds United,Championship,2004/2005,2004
Steve Guppy,Left Winger,1969-03-29,35,England,Leeds United,Championship,2004/2005,2004
Julian Joachim,Right Winger,1974-09-20,29,England,Leeds United,Championship,2004/2005,2004
Danny Cadamarteri,Right Winger,1979-10-12,24,England,Leeds United,Championship,2004/2005,2004
Craig Hignett,Right Winger,1970-01-12,34,England,Leeds United,Championship,2004/2005,2004
Aaron Lennon,Right Winger,1987-04-16,17,England,Leeds United,Championship,2004/2005,2004
Barry Corr,Centre-Forward,1985-04-02,19,Ireland,Leeds United,Championship,2004/2005,2004
David Healy,Centre-Forward,1979-08-05,24,Northern Ireland,Leeds United,Championship,2004/2005,2004
Brett Ormerod,Centre-Forward,1976-10-18,27,England,Leeds United,Championship,2004/2005,2004
Michael Ricketts,Centre-Forward,1978-12-04,25,England,Leeds United,Championship,2004/2005,2004
Marlon King,Centre-Forward,1980-04-26,24,Jamaica,Leeds United,Championship,2004/2005,2004
Nathan Blake,Centre-Forward,1972-01-27,32,Wales,Leeds United,Championship,2004/2005,2004
Ian Thomas-Moore,Centre-Forward,1978-10-26,25,England,Leeds United,Championship,2004/2005,2004
Rob Hulse,Centre-Forward,1979-10-25,24,England,Leeds United,Championship,2004/2005,2004
Brian Deane,Centre-Forward,1968-02-07,36,England,Leeds United,Championship,2004/2005,2004
Andy Keogh,Centre-Forward,1986-05-16,18,Ireland,Leeds United,Championship,2004/2005,2004
Simon Johnson,Centre-Forward,1983-03-09,21,England,Leeds United,Championship,2004/2005,2004
Michael Oakes,Goalkeeper,1973-10-30,30,England,Wolverhampton Wanderers,Championship,2004/2005,2004
Matt Murray,Goalkeeper,1981-05-02,23,England,Wolverhampton Wanderers,Championship,2004/2005,2004
Paul Jones,Goalkeeper,1967-04-18,37,Wales,Wolverhampton Wanderers,Championship,2004/2005,2004
Carl Ikeme,Goalkeeper,1986-06-08,18,Nigeria,Wolverhampton Wanderers,Championship,2004/2005,2004
Michael Townsend,Centre-Back,1986-05-17,18,England,Wolverhampton Wanderers,Championship,2004/2005,2004
Mark Clyde,Centre-Back,1982-12-27,21,Northern Ireland,Wolverhampton Wanderers,Championship,2004/2005,2004
