shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name,season
27,Central Midfield,Santi Comesaña,1996-10-05,22,Spain,Rayo Vallecano,LaLiga,18/19
4,Central Midfield,Álvaro Medrán,1994-03-15,24,Spain,Rayo Vallecano,LaLiga,18/19
22,Attacking Midfield,José Pozo,1996-03-15,22,Spain,Rayo Vallecano,LaLiga,18/19
8,Attacking Midfield,Óscar Trejo,1988-04-26,30,Argentina,Rayo Vallecano,LaLiga,18/19
18,Left Winger,Álvaro García,1992-10-27,26,Spain,Rayo Vallecano,LaLiga,18/19
10,Left Winger,Gaël Kakuta,1991-06-21,27,DR Congo,Rayo Vallecano,LaLiga,18/19
14,Left Winger,Bebé,1990-07-12,28,Portugal,Rayo Vallecano,LaLiga,18/19
11,Right Winger,Adrián Embarba,1992-05-07,26,Spain,Rayo Vallecano,LaLiga,18/19
19,Right Winger,Lass Bangoura,1992-03-30,26,Guinea,Rayo Vallecano,LaLiga,18/19
9,Centre-Forward,Raúl de Tomás,1994-10-17,24,Spain,Rayo Vallecano,LaLiga,18/19
15,Centre-Forward,Alex Alegría,1992-10-14,26,Spain,Rayo Vallecano,LaLiga,18/19
24,Centre-Forward,Javi Guerra,1982-03-15,36,Spain,Rayo Vallecano,LaLiga,18/19
25,Goalkeeper,Aleksandar Jovanovic,1992-12-06,26,Serbia,SD Huesca,LaLiga,18/19
1,Goalkeeper,Axel Werner,1996-02-28,22,Argentina,SD Huesca,LaLiga,18/19
13,Goalkeeper,Roberto Santamaría,1985-02-17,33,Spain,SD Huesca,LaLiga,18/19
3,Centre-Back,Xabier Etxeita,1987-10-31,31,Spain,SD Huesca,LaLiga,18/19
14,Centre-Back,Jorge Pulido,1991-04-08,27,Spain,SD Huesca,LaLiga,18/19
18,Centre-Back,Pablo Insua,1993-09-09,25,Spain,SD Huesca,LaLiga,18/19
4,Centre-Back,Rúben Semedo,1994-04-04,24,Portugal,SD Huesca,LaLiga,18/19
16,Left-Back,Luisinho,1985-05-05,33,Portugal,SD Huesca,LaLiga,18/19
20,Left-Back,Rajko Brezancic,1989-08-21,29,Serbia,SD Huesca,LaLiga,18/19
24,Right-Back,Jorge Miramón,1989-06-02,29,Spain,SD Huesca,LaLiga,18/19
15,Right-Back,Carlos Akapo,1993-03-12,25,Equatorial Guinea,SD Huesca,LaLiga,18/19
5,Defensive Midfield,Juan Aguilera,1985-09-13,33,Spain,SD Huesca,LaLiga,18/19
23,Central Midfield,Damián Musto,1987-06-09,31,Argentina,SD Huesca,LaLiga,18/19
17,Central Midfield,Christian Rivera,1997-07-09,21,Spain,SD Huesca,LaLiga,18/19
22,Central Midfield,Lluis Sastre,1986-03-26,32,Spain,SD Huesca,LaLiga,18/19
8,Attacking Midfield,Gonzalo Melero,1994-01-02,25,Spain,SD Huesca,LaLiga,18/19
6,Attacking Midfield,Moi Gómez,1994-06-23,24,Spain,SD Huesca,LaLiga,18/19
10,Attacking Midfield,Juanjo Camacho,1980-08-02,38,Spain,SD Huesca,LaLiga,18/19
19,Left Winger,Ezequiel Ávila,1994-02-06,24,Argentina,SD Huesca,LaLiga,18/19
11,Left Winger,Álex Gallar,1992-03-19,26,Spain,SD Huesca,LaLiga,18/19
7,Right Winger,David Ferreiro,1988-04-01,30,Spain,SD Huesca,LaLiga,18/19
21,Right Winger,Serdar Gürler,1991-09-14,27,Turkey,SD Huesca,LaLiga,18/19
9,Centre-Forward,Cucho,1999-04-22,19,Colombia,SD Huesca,LaLiga,18/19
12,Centre-Forward,Samuele Longo,1992-01-12,26,Italy,SD Huesca,LaLiga,18/19
1,Goalkeeper,Wojciech Szczesny,1990-04-18,28,Poland,Juventus,Serie A,18/19
22,Goalkeeper,Mattia Perin,1992-11-10,26,Italy,Juventus,Serie A,18/19
21,Goalkeeper,Carlo Pinsoglio,1990-03-16,28,Italy,Juventus,Serie A,18/19
19,Centre-Back,Leonardo Bonucci,1987-05-01,31,Italy,Juventus,Serie A,18/19
24,Centre-Back,Daniele Rugani,1994-07-29,24,Italy,Juventus,Serie A,18/19
4,Centre-Back,Medhi Benatia,1987-04-17,31,Morocco,Juventus,Serie A,18/19
3,Centre-Back,Giorgio Chiellini,1984-08-14,34,Italy,Juventus,Serie A,18/19
15,Centre-Back,Andrea Barzagli,1981-05-08,37,Italy,Juventus,Serie A,18/19
12,Left-Back,Alex Sandro,1991-01-26,27,Brazil,Juventus,Serie A,18/19
37,Left-Back,Leonardo Spinazzola,1993-03-25,25,Italy,Juventus,Serie A,18/19
20,Right-Back,João Cancelo,1994-05-27,24,Portugal,Juventus,Serie A,18/19
2,Right-Back,Mattia De Sciglio,1992-10-20,26,Italy,Juventus,Serie A,18/19
23,Defensive Midfield,Emre Can,1994-01-12,24,Germany,Juventus,Serie A,18/19
5,Central Midfield,Miralem Pjanic,1990-04-02,28,Bosnia-Herzegovina,Juventus,Serie A,18/19
30,Central Midfield,Rodrigo Bentancur,1997-06-25,21,Uruguay,Juventus,Serie A,18/19
14,Central Midfield,Blaise Matuidi,1987-04-09,31,France,Juventus,Serie A,18/19
6,Central Midfield,Sami Khedira,1987-04-04,31,Germany,Juventus,Serie A,18/19
7,Left Winger,Cristiano Ronaldo,1985-02-05,33,Portugal,Juventus,Serie A,18/19
11,Right Winger,Douglas Costa,1990-09-14,28,Brazil,Juventus,Serie A,18/19
33,Right Winger,Federico Bernardeschi,1994-02-16,24,Italy,Juventus,Serie A,18/19
16,Right Winger,Juan Cuadrado,1988-05-26,30,Colombia,Juventus,Serie A,18/19
10,Second Striker,Paulo Dybala,1993-11-15,25,Argentina,Juventus,Serie A,18/19
17,Centre-Forward,Mario Mandzukic,1986-05-21,32,Croatia,Juventus,Serie A,18/19
18,Centre-Forward,Moise Kean,2000-02-28,18,Italy,Juventus,Serie A,18/19
1,Goalkeeper,Samir Handanovic,1984-07-14,34,Slovenia,Inter,Serie A,18/19
93,Goalkeeper,Raffaele Di Gennaro,1993-10-03,25,Italy,Inter,Serie A,18/19
27,Goalkeeper,Daniele Padelli,1985-10-25,33,Italy,Inter,Serie A,18/19
46,Goalkeeper,Tommaso Berni,1983-03-06,35,Italy,Inter,Serie A,18/19
37,Centre-Back,Milan Skriniar,1995-02-11,23,Slovakia,Inter,Serie A,18/19
6,Centre-Back,Stefan de Vrij,1992-02-05,26,Netherlands,Inter,Serie A,18/19
23,Centre-Back,Miranda,1984-09-07,34,Brazil,Inter,Serie A,18/19
13,Centre-Back,Andrea Ranocchia,1988-02-16,30,Italy,Inter,Serie A,18/19
18,Left-Back,Kwadwo Asamoah,1988-12-09,30,Ghana,Inter,Serie A,18/19
29,Left-Back,Dalbert,1993-09-08,25,Brazil,Inter,Serie A,18/19
2,Right-Back,Sime Vrsaljko,1992-01-10,26,Croatia,Inter,Serie A,18/19
33,Right-Back,Danilo D'Ambrosio,1988-09-09,30,Italy,Inter,Serie A,18/19
77,Central Midfield,Marcelo Brozovic,1992-11-16,26,Croatia,Inter,Serie A,18/19
8,Central Midfield,Matías Vecino,1991-08-24,27,Uruguay,Inter,Serie A,18/19
15,Central Midfield,João Mário,1993-01-19,25,Portugal,Inter,Serie A,18/19
5,Central Midfield,Roberto Gagliardini,1994-04-07,24,Italy,Inter,Serie A,18/19
20,Central Midfield,Borja Valero,1985-01-12,33,Spain,Inter,Serie A,18/19
14,Attacking Midfield,Radja Nainggolan,1988-05-04,30,Belgium,Inter,Serie A,18/19
44,Left Winger,Ivan Perisic,1989-02-02,29,Croatia,Inter,Serie A,18/19
11,Left Winger,Keita Baldé,1995-03-08,23,Senegal,Inter,Serie A,18/19
16,Right Winger,Matteo Politano,1993-08-03,25,Italy,Inter,Serie A,18/19
87,Right Winger,Antonio Candreva,1987-02-28,31,Italy,Inter,Serie A,18/19
10,Second Striker,Lautaro Martínez,1997-08-22,21,Argentina,Inter,Serie A,18/19
NA,Second Striker,Gabriel Barbosa,1996-08-30,22,Brazil,Inter,Serie A,18/19
9,Centre-Forward,Mauro Icardi,1993-02-19,25,Argentina,Inter,Serie A,18/19
1,Goalkeeper,Alex Meret,1997-03-22,21,Italy,SSC Napoli,Serie A,18/19
25,Goalkeeper,David Ospina,1988-08-31,30,Colombia,SSC Napoli,Serie A,18/19
27,Goalkeeper,Orestis Karnezis,1985-07-11,33,Greece,SSC Napoli,Serie A,18/19
26,Centre-Back,Kalidou Koulibaly,1991-06-20,27,Senegal,SSC Napoli,Serie A,18/19
19,Centre-Back,Nikola Maksimovic,1991-11-25,27,Serbia,SSC Napoli,Serie A,18/19
33,Centre-Back,Raúl Albiol,1985-09-04,33,Spain,SSC Napoli,Serie A,18/19
21,Centre-Back,Vlad Chiriches,1989-11-14,29,Romania,SSC Napoli,Serie A,18/19
13,Centre-Back,Sebastiano Luperto,1996-09-06,22,Italy,SSC Napoli,Serie A,18/19
31,Left-Back,Faouzi Ghoulam,1991-02-01,27,Algeria,SSC Napoli,Serie A,18/19
6,Left-Back,Mário Rui,1991-05-27,27,Portugal,SSC Napoli,Serie A,18/19
23,Right-Back,Elseid Hysaj,1994-02-02,24,Albania,SSC Napoli,Serie A,18/19
2,Right-Back,Kévin Malcuit,1991-07-31,27,France,SSC Napoli,Serie A,18/19
42,Defensive Midfield,Amadou Diawara,1997-07-17,21,Guinea,SSC Napoli,Serie A,18/19
5,Central Midfield,Allan,1991-01-08,27,Brazil,SSC Napoli,Serie A,18/19
20,Central Midfield,Piotr Zielinski,1994-05-20,24,Poland,SSC Napoli,Serie A,18/19
8,Central Midfield,Fabián Ruiz,1996-04-03,22,Spain,SSC Napoli,Serie A,18/19
17,Central Midfield,Marek Hamsik,1987-07-27,31,Slovakia,SSC Napoli,Serie A,18/19
30,Central Midfield,Marko Rog,1995-07-19,23,Croatia,SSC Napoli,Serie A,18/19
24,Left Winger,Lorenzo Insigne,1991-06-04,27,Italy,SSC Napoli,Serie A,18/19
34,Left Winger,Amin Younes,1993-08-06,25,Germany,SSC Napoli,Serie A,18/19
9,Right Winger,Simone Verdi,1992-07-12,26,Italy,SSC Napoli,Serie A,18/19
7,Right Winger,José Callejón,1987-02-11,31,Spain,SSC Napoli,Serie A,18/19
11,Right Winger,Adam Ounas,1996-11-11,22,Algeria,SSC Napoli,Serie A,18/19
14,Centre-Forward,Dries Mertens,1987-05-06,31,Belgium,SSC Napoli,Serie A,18/19
99,Centre-Forward,Arkadiusz Milik,1994-02-28,24,Poland,SSC Napoli,Serie A,18/19
99,Goalkeeper,Gianluigi Donnarumma,1999-02-25,19,Italy,AC Milan,Serie A,18/19
25,Goalkeeper,Pepe Reina,1982-08-31,36,Spain,AC Milan,Serie A,18/19
35,Goalkeeper,Alessandro Plizzari,2000-03-12,18,Italy,AC Milan,Serie A,18/19
90,Goalkeeper,Antonio Donnarumma,1990-07-07,28,Italy,AC Milan,Serie A,18/19
13,Centre-Back,Alessio Romagnoli,1995-01-12,23,Italy,AC Milan,Serie A,18/19
33,Centre-Back,Mattia Caldara,1994-05-05,24,Italy,AC Milan,Serie A,18/19
22,Centre-Back,Mateo Musacchio,1990-08-26,28,Argentina,AC Milan,Serie A,18/19
17,Centre-Back,Cristián Zapata,1986-09-30,32,Colombia,AC Milan,Serie A,18/19
56,Centre-Back,Stefan Simic,1995-01-20,23,Czech Republic,AC Milan,Serie A,18/19
68,Left-Back,Ricardo Rodríguez,1992-08-25,26,Switzerland,AC Milan,Serie A,18/19
23,Left-Back,Ivan Strinic,1987-07-17,31,Croatia,AC Milan,Serie A,18/19
2,Right-Back,Davide Calabria,1996-12-06,22,Italy,AC Milan,Serie A,18/19
12,Right-Back,Andrea Conti,1994-03-02,24,Italy,AC Milan,Serie A,18/19
20,Right-Back,Ignazio Abate,1986-11-12,32,Italy,AC Milan,Serie A,18/19
14,Defensive Midfield,Tiemoué Bakayoko,1994-08-17,24,France,AC Milan,Serie A,18/19
21,Defensive Midfield,Lucas Biglia,1986-01-30,32,Argentina,AC Milan,Serie A,18/19
18,Defensive Midfield,Riccardo Montolivo,1985-01-18,33,Italy,AC Milan,Serie A,18/19
79,Central Midfield,Franck Kessié,1996-12-19,22,Cote d'Ivoire,AC Milan,Serie A,18/19
5,Central Midfield,Giacomo Bonaventura,1989-08-22,29,Italy,AC Milan,Serie A,18/19
16,Central Midfield,Andrea Bertolacci,1991-01-11,27,Italy,AC Milan,Serie A,18/19
4,Central Midfield,José Mauri,1996-05-16,22,Italy,AC Milan,Serie A,18/19
93,Left Midfield,Diego Laxalt,1993-02-07,25,Uruguay,AC Milan,Serie A,18/19
NA,Attacking Midfield,Lucas Paquetá,1997-08-27,21,Brazil,AC Milan,Serie A,18/19
77,Attacking Midfield,Alen Halilovic,1996-06-18,22,Croatia,AC Milan,Serie A,18/19
10,Left Winger,Hakan Calhanoglu,1994-02-08,24,Turkey,AC Milan,Serie A,18/19
11,Left Winger,Fabio Borini,1991-03-29,27,Italy,AC Milan,Serie A,18/19
8,Right Winger,Suso,1993-11-19,25,Spain,AC Milan,Serie A,18/19
7,Right Winger,Samu Castillejo,1995-01-18,23,Spain,AC Milan,Serie A,18/19
9,Centre-Forward,Gonzalo Higuaín,1987-12-10,31,Argentina,AC Milan,Serie A,18/19
63,Centre-Forward,Patrick Cutrone,1998-01-03,21,Italy,AC Milan,Serie A,18/19
1,Goalkeeper,Robin Olsen,1990-01-08,28,Sweden,AS Roma,Serie A,18/19
83,Goalkeeper,Antonio Mirante,1983-07-08,35,Italy,AS Roma,Serie A,18/19
63,Goalkeeper,Daniel Fuzato,1997-07-04,21,Brazil,AS Roma,Serie A,18/19
44,Centre-Back,Konstantinos Manolas,1991-06-14,27,Greece,AS Roma,Serie A,18/19
5,Centre-Back,Juan Jesus,1991-06-10,27,Brazil,AS Roma,Serie A,18/19
20,Centre-Back,Federico Fazio,1987-03-17,31,Argentina,AS Roma,Serie A,18/19
15,Centre-Back,Iván Marcano,1987-06-23,31,Spain,AS Roma,Serie A,18/19
11,Left-Back,Aleksandar Kolarov,1985-11-10,33,Serbia,AS Roma,Serie A,18/19
18,Left-Back,Davide Santon,1991-01-02,28,Italy,AS Roma,Serie A,18/19
3,Left-Back,Luca Pellegrini,1999-03-07,19,Italy,AS Roma,Serie A,18/19
24,Right-Back,Alessandro Florenzi,1991-03-11,27,Italy,AS Roma,Serie A,18/19
2,Right-Back,Rick Karsdorp,1995-02-11,23,Netherlands,AS Roma,Serie A,18/19
42,Defensive Midfield,Steven Nzonzi,1988-12-15,30,France,AS Roma,Serie A,18/19
16,Defensive Midfield,Daniele De Rossi,1983-07-24,35,Italy,AS Roma,Serie A,18/19
7,Central Midfield,Lorenzo Pellegrini,1996-06-19,22,Italy,AS Roma,Serie A,18/19
4,Central Midfield,Bryan Cristante,1995-03-03,23,Italy,AS Roma,Serie A,18/19
27,Attacking Midfield,Javier Pastore,1989-06-20,29,Argentina,AS Roma,Serie A,18/19
22,Attacking Midfield,Nicolò Zaniolo,1999-07-02,19,Italy,AS Roma,Serie A,18/19
19,Attacking Midfield,Ante Coric,1997-04-14,21,Croatia,AS Roma,Serie A,18/19
92,Left Winger,Stephan El Shaarawy,1992-10-27,26,Italy,AS Roma,Serie A,18/19
34,Left Winger,Justin Kluivert,1999-05-05,19,Netherlands,AS Roma,Serie A,18/19
8,Left Winger,Diego Perotti,1988-07-26,30,Argentina,AS Roma,Serie A,18/19
17,Right Winger,Cengiz Ünder,1997-07-14,21,Turkey,AS Roma,Serie A,18/19
9,Centre-Forward,Edin Dzeko,1986-03-17,32,Bosnia-Herzegovina,AS Roma,Serie A,18/19
14,Centre-Forward,Patrik Schick,1996-01-24,22,Czech Republic,AS Roma,Serie A,18/19
NA,Centre-Forward,Umar Sadiq,1997-02-02,21,Nigeria,AS Roma,Serie A,18/19
1,Goalkeeper,Thomas Strakosha,1995-03-19,23,Albania,Lazio,Serie A,18/19
24,Goalkeeper,Silvio Proto,1983-05-23,35,Belgium,Lazio,Serie A,18/19
23,Goalkeeper,Guido Guerrieri,1996-02-25,22,Italy,Lazio,Serie A,18/19
33,Centre-Back,Francesco Acerbi,1988-02-10,30,Italy,Lazio,Serie A,18/19
3,Centre-Back,Luiz Felipe,1997-03-22,21,Brazil,Lazio,Serie A,18/19
13,Centre-Back,Wallace,1994-10-14,24,Brazil,Lazio,Serie A,18/19
26,Centre-Back,Stefan Radu,1986-10-22,32,Romania,Lazio,Serie A,18/19
15,Centre-Back,Bastos,1991-03-27,27,Angola,Lazio,Serie A,18/19
22,Centre-Back,Martín Cáceres,1987-04-07,31,Uruguay,Lazio,Serie A,18/19
5,Left-Back,Jordan Lukaku,1994-07-25,24,Belgium,Lazio,Serie A,18/19
14,Left-Back,Riza Durmisi,1994-01-08,24,Denmark,Lazio,Serie A,18/19
48,Left-Back,Lorenzo Filippini,1995-07-28,23,Italy,Lazio,Serie A,18/19
4,Right-Back,Patric,1993-04-17,25,Spain,Lazio,Serie A,18/19
8,Right-Back,Dusan Basta,1984-08-18,34,Serbia,Lazio,Serie A,18/19
25,Defensive Midfield,Milan Badelj,1989-02-25,29,Croatia,Lazio,Serie A,18/19
6,Defensive Midfield,Lucas Leiva,1987-01-09,31,Brazil,Lazio,Serie A,18/19
21,Central Midfield,Sergej Milinkovic-Savic,1995-02-27,23,Serbia,Lazio,Serie A,18/19
7,Central Midfield,Valon Berisha,1993-02-07,25,Kosovo,Lazio,Serie A,18/19
96,Central Midfield,Alessandro Murgia,1996-08-09,22,Italy,Lazio,Serie A,18/19
16,Central Midfield,Marco Parolo,1985-01-25,33,Italy,Lazio,Serie A,18/19
32,Central Midfield,Danilo Cataldi,1994-08-06,24,Italy,Lazio,Serie A,18/19
66,Central Midfield,Bruno Jordão,1998-10-12,20,Portugal,Lazio,Serie A,18/19
28,Central Midfield,Joseph Marie Minala,1996-08-24,22,Cameroon,Lazio,Serie A,18/19
77,Right Midfield,Adam Marusic,1992-10-17,26,Montenegro,Lazio,Serie A,18/19
19,Left Midfield,Senad Lulic,1986-01-18,32,Bosnia-Herzegovina,Lazio,Serie A,18/19
10,Attacking Midfield,Luis Alberto,1992-09-28,26,Spain,Lazio,Serie A,18/19
NA,Attacking Midfield,Ravel Morrison,1993-02-02,25,Jamaica,Lazio,Serie A,18/19
11,Left Winger,Joaquín Correa,1994-08-13,24,Argentina,Lazio,Serie A,18/19
30,Right Winger,Pedro Neto,2000-03-09,18,Portugal,Lazio,Serie A,18/19
87,Right Winger,Cristiano Lombardi,1995-08-19,23,Italy,Lazio,Serie A,18/19
17,Centre-Forward,Ciro Immobile,1990-02-20,28,Italy,Lazio,Serie A,18/19
20,Centre-Forward,Felipe Caicedo,1988-09-05,30,Ecuador,Lazio,Serie A,18/19
9,Centre-Forward,Alessandro Rossi,1997-01-03,22,Italy,Lazio,Serie A,18/19
1,Goalkeeper,Alban Lafont,1999-01-23,19,France,Fiorentina,Serie A,18/19
69,Goalkeeper,Bartlomiej Dragowski,1997-08-19,21,Poland,Fiorentina,Serie A,18/19
67,Goalkeeper,Simone Ghidotti,2000-03-19,18,Italy,Fiorentina,Serie A,18/19
4,Centre-Back,Nikola Milenkovic,1997-10-12,21,Serbia,Fiorentina,Serie A,18/19
20,Centre-Back,Germán Pezzella,1991-06-27,27,Argentina,Fiorentina,Serie A,18/19
31,Centre-Back,Vitor Hugo,1991-05-20,27,Brazil,Fiorentina,Serie A,18/19
5,Centre-Back,Federico Ceccherini,1992-05-11,26,Italy,Fiorentina,Serie A,18/19
3,Left-Back,Cristiano Biraghi,1992-09-01,26,Italy,Fiorentina,Serie A,18/19
16,Left-Back,David Hancko,1997-12-13,21,Slovakia,Fiorentina,Serie A,18/19
2,Right-Back,Vincent Laurini,1989-06-10,29,France,Fiorentina,Serie A,18/19
34,Right-Back,Kevin Diks,1996-10-06,22,Netherlands,Fiorentina,Serie A,18/19
6,Defensive Midfield,Christian Nörgaard,1994-03-10,24,Denmark,Fiorentina,Serie A,18/19
17,Central Midfield,Jordan Veretout,1993-03-01,25,France,Fiorentina,Serie A,18/19
24,Central Midfield,Marco Benassi,1994-09-08,24,Italy,Fiorentina,Serie A,18/19
8,Central Midfield,Gerson,1997-05-20,21,Brazil,Fiorentina,Serie A,18/19
26,Central Midfield,Edimilson Fernandes,1996-04-15,22,Switzerland,Fiorentina,Serie A,18/19
14,Central Midfield,Bryan Dabo,1992-02-18,26,Burkina Faso,Fiorentina,Serie A,18/19
NA,Central Midfield,Abdou Diakhate,1998-12-31,20,Senegal,Fiorentina,Serie A,18/19
10,Left Winger,Marko Pjaca,1995-05-06,23,Croatia,Fiorentina,Serie A,18/19
7,Left Winger,Valentin Eysseric,1992-03-25,26,France,Fiorentina,Serie A,18/19
21,Left Winger,Riccardo Sottil,1999-06-03,19,Italy,Fiorentina,Serie A,18/19
25,Right Winger,Federico Chiesa,1997-10-25,21,Italy,Fiorentina,Serie A,18/19
11,Right Winger,Kevin Mirallas,1987-10-05,31,Belgium,Fiorentina,Serie A,18/19
77,Second Striker,Cyril Théréau,1983-04-24,35,France,Fiorentina,Serie A,18/19
9,Centre-Forward,Giovanni Simeone,1995-07-05,23,Argentina,Fiorentina,Serie A,18/19
29,Centre-Forward,Luis Muriel,1991-04-16,27,Colombia,Fiorentina,Serie A,18/19
28,Centre-Forward,Dusan Vlahovic,2000-01-28,18,Serbia,Fiorentina,Serie A,18/19
27,Centre-Forward,Martin Graiciar,1999-04-11,19,Czech Republic,Fiorentina,Serie A,18/19
1,Goalkeeper,Etrit Berisha,1989-03-10,29,Albania,Atalanta,Serie A,18/19
95,Goalkeeper,Pierluigi Gollini,1995-03-18,23,Italy,Atalanta,Serie A,18/19
31,Goalkeeper,Francesco Rossi,1991-04-27,27,Italy,Atalanta,Serie A,18/19
3,Centre-Back,Rafael Tolói,1990-10-10,28,Brazil,Atalanta,Serie A,18/19
23,Centre-Back,Gianluca Mancini,1996-04-17,22,Italy,Atalanta,Serie A,18/19
6,Centre-Back,José Luis Palomino,1990-01-05,28,Argentina,Atalanta,Serie A,18/19
5,Centre-Back,Andrea Masiello,1986-02-05,32,Italy,Atalanta,Serie A,18/19
30,Centre-Back,Marco Varnier,1998-06-08,20,Italy,Atalanta,Serie A,18/19
19,Centre-Back,Berat Djimsiti,1993-02-19,25,Albania,Atalanta,Serie A,18/19
13,Centre-Back,Davide Bettella,2000-04-07,18,Italy,Atalanta,Serie A,18/19
8,Left-Back,Robin Gosens,1994-07-05,24,Germany,Atalanta,Serie A,18/19
7,Left-Back,Arkadiusz Reca,1995-06-17,23,Poland,Atalanta,Serie A,18/19
53,Left-Back,Ali Adnan,1993-12-19,25,Iraq,Atalanta,Serie A,18/19
33,Right-Back,Hans Hateboer,1994-01-09,24,Netherlands,Atalanta,Serie A,18/19
21,Right-Back,Timothy Castagne,1995-12-05,23,Belgium,Atalanta,Serie A,18/19
15,Central Midfield,Marten de Roon,1991-03-29,27,Netherlands,Atalanta,Serie A,18/19
11,Central Midfield,Remo Freuler,1992-04-15,26,Switzerland,Atalanta,Serie A,18/19
88,Central Midfield,Mario Pasalic,1995-02-09,23,Croatia,Atalanta,Serie A,18/19
22,Central Midfield,Matteo Pessina,1997-04-21,21,Italy,Atalanta,Serie A,18/19
4,Central Midfield,Luca Valzania,1996-03-05,22,Italy,Atalanta,Serie A,18/19
72,Attacking Midfield,Josip Ilicic,1988-01-29,30,Slovenia,Atalanta,Serie A,18/19
24,Right Winger,Emiliano Rigoni,1993-02-04,25,Argentina,Atalanta,Serie A,18/19
10,Second Striker,Papu Gómez,1988-02-15,30,Argentina,Atalanta,Serie A,18/19
91,Centre-Forward,Duván Zapata,1991-04-01,27,Colombia,Atalanta,Serie A,18/19
99,Centre-Forward,Musa Barrow,1998-11-14,20,The Gambia,Atalanta,Serie A,18/19
20,Centre-Forward,Marco Tumminello,1998-11-06,20,Italy,Atalanta,Serie A,18/19
1,Goalkeeper,Emil Audero,1997-01-18,21,Italy,Sampdoria,Serie A,18/19
72,Goalkeeper,Vid Belec,1990-06-06,28,Slovenia,Sampdoria,Serie A,18/19
33,Goalkeeper,Rafael,1990-05-20,28,Brazil,Sampdoria,Serie A,18/19
3,Centre-Back,Joachim Andersen,1996-05-31,22,Denmark,Sampdoria,Serie A,18/19
26,Centre-Back,Lorenzo Tonelli,1990-01-17,28,Italy,Sampdoria,Serie A,18/19
15,Centre-Back,Omar Colley,1992-10-24,26,The Gambia,Sampdoria,Serie A,18/19
19,Centre-Back,Vasco Regini,1990-09-09,28,Italy,Sampdoria,Serie A,18/19
25,Centre-Back,Alex Ferrari,1994-07-01,24,Italy,Sampdoria,Serie A,18/19
18,Centre-Back,Maxime Leverbe,1997-02-15,21,France,Sampdoria,Serie A,18/19
29,Left-Back,Nicola Murru,1994-12-16,24,Italy,Sampdoria,Serie A,18/19
NA,Left-Back,Dodô,1992-02-06,26,Brazil,Sampdoria,Serie A,18/19
22,Left-Back,Júnior Tavares,1996-08-07,22,Brazil,Sampdoria,Serie A,18/19
24,Right-Back,Bartosz Bereszynski,1992-07-12,26,Poland,Sampdoria,Serie A,18/19
7,Right-Back,Jacopo Sala,1991-12-05,27,Italy,Sampdoria,Serie A,18/19
95,Right-Back,Gabriele Rolando,1995-04-02,23,Italy,Sampdoria,Serie A,18/19
6,Defensive Midfield,Albin Ekdal,1989-07-28,29,Sweden,Sampdoria,Serie A,18/19
10,Central Midfield,Dennis Praet,1994-05-14,24,Belgium,Sampdoria,Serie A,18/19
14,Central Midfield,Jakub Jankto,1996-01-19,22,Czech Republic,Sampdoria,Serie A,18/19
16,Central Midfield,Karol Linetty,1995-02-02,23,Poland,Sampdoria,Serie A,18/19
4,Central Midfield,Ronaldo Vieira,1998-07-19,20,England,Sampdoria,Serie A,18/19
8,Central Midfield,Édgar Barreto,1984-07-15,34,Paraguay,Sampdoria,Serie A,18/19
11,Attacking Midfield,Gastón Ramírez,1990-12-02,28,Uruguay,Sampdoria,Serie A,18/19
5,Attacking Midfield,Riccardo Saponara,1991-12-21,27,Italy,Sampdoria,Serie A,18/19
17,Second Striker,Gianluca Caprari,1993-07-30,25,Italy,Sampdoria,Serie A,18/19
92,Centre-Forward,Grégoire Defrel,1991-06-17,27,France,Sampdoria,Serie A,18/19
99,Centre-Forward,Dawid Kownacki,1997-03-14,21,Poland,Sampdoria,Serie A,18/19
27,Centre-Forward,Fabio Quagliarella,1983-01-31,35,Italy,Sampdoria,Serie A,18/19
39,Goalkeeper,Salvatore Sirigu,1987-01-12,31,Italy,Torino,Serie A,18/19
1,Goalkeeper,Salvador Ichazo,1992-01-26,26,Uruguay,Torino,Serie A,18/19
25,Goalkeeper,Antonio Rosati,1983-06-26,35,Italy,Torino,Serie A,18/19
33,Centre-Back,Nicolas N'Koulou,1990-03-27,28,Cameroon,Torino,Serie A,18/19
5,Centre-Back,Armando Izzo,1992-03-02,26,Italy,Torino,Serie A,18/19
30,Centre-Back,Koffi Djidji,1992-11-30,26,Cote d'Ivoire,Torino,Serie A,18/19
3,Centre-Back,Lyanco,1997-02-01,21,Brazil,Torino,Serie A,18/19
36,Centre-Back,Bremer,1997-03-18,21,Brazil,Torino,Serie A,18/19
24,Centre-Back,Emiliano Moretti,1981-06-11,37,Italy,Torino,Serie A,18/19
99,Centre-Back,Erick Ferigra,1999-02-07,19,Ecuador,Torino,Serie A,18/19
15,Left-Back,Cristian Ansaldi,1986-09-20,32,Argentina,Torino,Serie A,18/19
34,Right-Back,Ola Aina,1996-10-08,22,Nigeria,Torino,Serie A,18/19
29,Right-Back,Lorenzo De Silvestri,1988-05-23,30,Italy,Torino,Serie A,18/19
23,Defensive Midfield,Soualiho Meïté,1994-03-17,24,France,Torino,Serie A,18/19
88,Defensive Midfield,Tomás Rincón,1988-01-13,30,Venezuela,Torino,Serie A,18/19
