shirt_number,position,name,date_of_birth,age,nationality,club_name,league_name,season
31,Goalkeeper,Ederson,1993-08-17,25,Brazil,Man City,Premier League,18/19
1,Goalkeeper,Claudio Bravo,1983-04-13,35,Chile,Man City,Premier League,18/19
49,Goalkeeper,Arijanet Muric,1998-11-07,20,Kosovo,Man City,Premier League,18/19
5,Centre-Back,John Stones,1994-05-28,24,England,Man City,Premier League,18/19
14,Centre-Back,Aymeric Laporte,1994-05-27,24,France,Man City,Premier League,18/19
30,Centre-Back,Nicolás Otamendi,1988-02-12,30,Argentina,Man City,Premier League,18/19
4,Centre-Back,Vincent Kompany,1986-04-10,32,Belgium,Man City,Premier League,18/19
15,Centre-Back,Eliaquim Mangala,1991-02-13,27,France,Man City,Premier League,18/19
34,Centre-Back,Philippe Sandler,1997-02-10,21,Netherlands,Man City,Premier League,18/19
22,Left-Back,Benjamin Mendy,1994-07-17,24,France,Man City,Premier League,18/19
35,Left-Back,Oleksandr Zinchenko,1996-12-15,22,Ukraine,Man City,Premier League,18/19
2,Right-Back,Kyle Walker,1990-05-28,28,England,Man City,Premier League,18/19
3,Right-Back,Danilo,1991-07-15,27,Brazil,Man City,Premier League,18/19
25,Defensive Midfield,Fernandinho,1985-05-04,33,Brazil,Man City,Premier League,18/19
8,Central Midfield,Ilkay Gündogan,1990-10-24,28,Germany,Man City,Premier League,18/19
47,Central Midfield,Phil Foden,2000-05-28,18,England,Man City,Premier League,18/19
18,Central Midfield,Fabian Delph,1989-11-21,29,England,Man City,Premier League,18/19
17,Attacking Midfield,Kevin De Bruyne,1991-06-28,27,Belgium,Man City,Premier League,18/19
21,Attacking Midfield,David Silva,1986-01-08,32,Spain,Man City,Premier League,18/19
55,Attacking Midfield,Brahim Díaz,1999-08-03,19,Spain,Man City,Premier League,18/19
19,Left Winger,Leroy Sané,1996-01-11,22,Germany,Man City,Premier League,18/19
NA,Left Winger,Marlos Moreno,1996-09-20,22,Colombia,Man City,Premier League,18/19
7,Right Winger,Raheem Sterling,1994-12-08,24,England,Man City,Premier League,18/19
20,Right Winger,Bernardo Silva,1994-08-10,24,Portugal,Man City,Premier League,18/19
26,Right Winger,Riyad Mahrez,1991-02-21,27,Algeria,Man City,Premier League,18/19
10,Centre-Forward,Sergio Agüero,1988-06-02,30,Argentina,Man City,Premier League,18/19
33,Centre-Forward,Gabriel Jesus,1997-04-03,21,Brazil,Man City,Premier League,18/19
13,Goalkeeper,Alisson,1992-10-02,26,Brazil,Liverpool,Premier League,18/19
22,Goalkeeper,Simon Mignolet,1988-03-06,30,Belgium,Liverpool,Premier League,18/19
4,Centre-Back,Virgil van Dijk,1991-07-08,27,Netherlands,Liverpool,Premier League,18/19
12,Centre-Back,Joe Gomez,1997-05-23,21,England,Liverpool,Premier League,18/19
6,Centre-Back,Dejan Lovren,1989-07-05,29,Croatia,Liverpool,Premier League,18/19
32,Centre-Back,Joel Matip,1991-08-08,27,Cameroon,Liverpool,Premier League,18/19
26,Left-Back,Andrew Robertson,1994-03-11,24,Scotland,Liverpool,Premier League,18/19
18,Left-Back,Alberto Moreno,1992-07-05,26,Spain,Liverpool,Premier League,18/19
66,Right-Back,Trent Alexander-Arnold,1998-10-07,20,England,Liverpool,Premier League,18/19
2,Right-Back,Nathaniel Clyne,1991-04-05,27,England,Liverpool,Premier League,18/19
NA,Right-Back,Connor Randall,1995-10-21,23,England,Liverpool,Premier League,18/19
3,Defensive Midfield,Fabinho,1993-10-23,25,Brazil,Liverpool,Premier League,18/19
8,Central Midfield,Naby Keïta,1995-02-10,23,Guinea,Liverpool,Premier League,18/19
5,Central Midfield,Georginio Wijnaldum,1990-11-11,28,Netherlands,Liverpool,Premier League,18/19
14,Central Midfield,Jordan Henderson,1990-06-17,28,England,Liverpool,Premier League,18/19
7,Central Midfield,James Milner,1986-01-04,32,England,Liverpool,Premier League,18/19
21,Right Midfield,Alex Oxlade-Chamberlain,1993-08-15,25,England,Liverpool,Premier League,18/19
20,Attacking Midfield,Adam Lallana,1988-05-10,30,England,Liverpool,Premier League,18/19
10,Left Winger,Sadio Mané,1992-04-10,26,Senegal,Liverpool,Premier League,18/19
11,Right Winger,Mohamed Salah,1992-06-15,26,Egypt,Liverpool,Premier League,18/19
23,Right Winger,Xherdan Shaqiri,1991-10-10,27,Switzerland,Liverpool,Premier League,18/19
50,Right Winger,Lazar Markovic,1994-03-02,24,Serbia,Liverpool,Premier League,18/19
9,Second Striker,Roberto Firmino,1991-10-02,27,Brazil,Liverpool,Premier League,18/19
15,Centre-Forward,Daniel Sturridge,1989-09-01,29,England,Liverpool,Premier League,18/19
27,Centre-Forward,Divock Origi,1995-04-18,23,Belgium,Liverpool,Premier League,18/19
29,Centre-Forward,Dominic Solanke,1997-09-14,21,England,Liverpool,Premier League,18/19
1,Goalkeeper,Kepa,1994-10-03,24,Spain,Chelsea,Premier League,18/19
13,Goalkeeper,Willy Caballero,1981-09-28,37,Argentina,Chelsea,Premier League,18/19
NA,Goalkeeper,Jamal Blackman,1993-10-27,25,England,Chelsea,Premier League,18/19
31,Goalkeeper,Robert Green,1980-01-18,38,England,Chelsea,Premier League,18/19
2,Centre-Back,Antonio Rüdiger,1993-03-03,25,Germany,Chelsea,Premier League,18/19
27,Centre-Back,Andreas Christensen,1996-04-10,22,Denmark,Chelsea,Premier League,18/19
30,Centre-Back,David Luiz,1987-04-22,31,Brazil,Chelsea,Premier League,18/19
24,Centre-Back,Gary Cahill,1985-12-19,33,England,Chelsea,Premier League,18/19
44,Centre-Back,Ethan Ampadu,2000-09-14,18,Wales,Chelsea,Premier League,18/19
3,Left-Back,Marcos Alonso,1990-12-28,28,Spain,Chelsea,Premier League,18/19
33,Left-Back,Emerson,1994-08-03,24,Italy,Chelsea,Premier League,18/19
28,Right-Back,César Azpilicueta,1989-08-28,29,Spain,Chelsea,Premier League,18/19
21,Right-Back,Davide Zappacosta,1992-06-11,26,Italy,Chelsea,Premier League,18/19
5,Defensive Midfield,Jorginho,1991-12-20,27,Italy,Chelsea,Premier League,18/19
7,Central Midfield,N'Golo Kanté,1991-03-29,27,France,Chelsea,Premier League,18/19
17,Central Midfield,Mateo Kovacic,1994-05-06,24,Croatia,Chelsea,Premier League,18/19
4,Central Midfield,Cesc Fàbregas,1987-05-04,31,Spain,Chelsea,Premier League,18/19
12,Central Midfield,Ruben Loftus-Cheek,1996-01-23,22,England,Chelsea,Premier League,18/19
6,Central Midfield,Danny Drinkwater,1990-03-05,28,England,Chelsea,Premier League,18/19
NA,Central Midfield,Marco van Ginkel,1992-12-01,26,Netherlands,Chelsea,Premier League,18/19
8,Attacking Midfield,Ross Barkley,1993-12-05,25,England,Chelsea,Premier League,18/19
10,Left Winger,Eden Hazard,1991-01-07,27,Belgium,Chelsea,Premier League,18/19
NA,Left Winger,Lucas Piazón,1994-01-20,24,Brazil,Chelsea,Premier League,18/19
22,Right Winger,Willian,1988-08-09,30,Brazil,Chelsea,Premier League,18/19
11,Right Winger,Pedro,1987-07-28,31,Spain,Chelsea,Premier League,18/19
15,Right Winger,Victor Moses,1990-12-12,28,Nigeria,Chelsea,Premier League,18/19
29,Centre-Forward,Álvaro Morata,1992-10-23,26,Spain,Chelsea,Premier League,18/19
18,Centre-Forward,Olivier Giroud,1986-09-30,32,France,Chelsea,Premier League,18/19
1,Goalkeeper,Hugo Lloris,1986-12-26,32,France,Spurs,Premier League,18/19
13,Goalkeeper,Michel Vorm,1983-10-20,35,Netherlands,Spurs,Premier League,18/19
22,Goalkeeper,Paulo Gazzaniga,1992-01-02,27,Argentina,Spurs,Premier League,18/19
4,Centre-Back,Toby Alderweireld,1989-03-02,29,Belgium,Spurs,Premier League,18/19
6,Centre-Back,Davinson Sánchez,1996-06-12,22,Colombia,Spurs,Premier League,18/19
5,Centre-Back,Jan Vertonghen,1987-04-24,31,Belgium,Spurs,Premier League,18/19
21,Centre-Back,Juan Foyth,1998-01-12,20,Argentina,Spurs,Premier League,18/19
3,Left-Back,Danny Rose,1990-07-02,28,England,Spurs,Premier League,18/19
33,Left-Back,Ben Davies,1993-04-24,25,Wales,Spurs,Premier League,18/19
2,Right-Back,Kieran Trippier,1990-09-19,28,England,Spurs,Premier League,18/19
24,Right-Back,Serge Aurier,1992-12-24,26,Cote d'Ivoire,Spurs,Premier League,18/19
16,Right-Back,Kyle Walker-Peters,1997-04-13,21,England,Spurs,Premier League,18/19
15,Defensive Midfield,Eric Dier,1994-01-15,24,England,Spurs,Premier League,18/19
12,Defensive Midfield,Victor Wanyama,1991-06-25,27,Kenya,Spurs,Premier League,18/19
17,Central Midfield,Moussa Sissoko,1989-08-16,29,France,Spurs,Premier League,18/19
19,Central Midfield,Mousa Dembélé,1987-07-16,31,Belgium,Spurs,Premier League,18/19
8,Central Midfield,Harry Winks,1996-02-02,22,England,Spurs,Premier League,18/19
20,Attacking Midfield,Dele Alli,1996-04-11,22,England,Spurs,Premier League,18/19
23,Attacking Midfield,Christian Eriksen,1992-02-14,26,Denmark,Spurs,Premier League,18/19
7,Left Winger,Heung-min Son,1992-07-08,26,"Korea, South",Spurs,Premier League,18/19
14,Left Winger,Georges-Kevin N'Koudou,1995-02-13,23,France,Spurs,Premier League,18/19
27,Right Winger,Lucas Moura,1992-08-13,26,Brazil,Spurs,Premier League,18/19
11,Right Winger,Erik Lamela,1992-03-04,26,Argentina,Spurs,Premier League,18/19
10,Centre-Forward,Harry Kane,1993-07-28,25,England,Spurs,Premier League,18/19
9,Centre-Forward,Vincent Janssen,1994-06-15,24,Netherlands,Spurs,Premier League,18/19
18,Centre-Forward,Fernando Llorente,1985-02-26,33,Spain,Spurs,Premier League,18/19
1,Goalkeeper,David de Gea,1990-11-07,28,Spain,Man Utd,Premier League,18/19
22,Goalkeeper,Sergio Romero,1987-02-22,31,Argentina,Man Utd,Premier League,18/19
13,Goalkeeper,Lee Grant,1983-01-27,35,England,Man Utd,Premier League,18/19
3,Centre-Back,Eric Bailly,1994-04-12,24,Cote d'Ivoire,Man Utd,Premier League,18/19
2,Centre-Back,Victor Lindelöf,1994-07-17,24,Sweden,Man Utd,Premier League,18/19
4,Centre-Back,Phil Jones,1992-02-21,26,England,Man Utd,Premier League,18/19
12,Centre-Back,Chris Smalling,1989-11-22,29,England,Man Utd,Premier League,18/19
16,Centre-Back,Marcos Rojo,1990-03-20,28,Argentina,Man Utd,Premier League,18/19
23,Left-Back,Luke Shaw,1995-07-12,23,England,Man Utd,Premier League,18/19
18,Left-Back,Ashley Young,1985-07-09,33,England,Man Utd,Premier League,18/19
20,Right-Back,Diogo Dalot,1999-03-18,19,Portugal,Man Utd,Premier League,18/19
36,Right-Back,Matteo Darmian,1989-12-02,29,Italy,Man Utd,Premier League,18/19
25,Right-Back,Antonio Valencia,1985-08-04,33,Ecuador,Man Utd,Premier League,18/19
31,Defensive Midfield,Nemanja Matic,1988-08-01,30,Serbia,Man Utd,Premier League,18/19
6,Central Midfield,Paul Pogba,1993-03-15,25,France,Man Utd,Premier League,18/19
17,Central Midfield,Fred,1993-03-05,25,Brazil,Man Utd,Premier League,18/19
21,Central Midfield,Ander Herrera,1989-08-14,29,Spain,Man Utd,Premier League,18/19
27,Central Midfield,Marouane Fellaini,1987-11-22,31,Belgium,Man Utd,Premier League,18/19
39,Central Midfield,Scott McTominay,1996-12-08,22,Scotland,Man Utd,Premier League,18/19
8,Attacking Midfield,Juan Mata,1988-04-28,30,Spain,Man Utd,Premier League,18/19
15,Attacking Midfield,Andreas Pereira,1996-01-01,23,Brazil,Man Utd,Premier League,18/19
11,Left Winger,Anthony Martial,1995-12-05,23,France,Man Utd,Premier League,18/19
7,Left Winger,Alexis Sánchez,1988-12-19,30,Chile,Man Utd,Premier League,18/19
14,Right Winger,Jesse Lingard,1992-12-15,26,England,Man Utd,Premier League,18/19
9,Centre-Forward,Romelu Lukaku,1993-05-13,25,Belgium,Man Utd,Premier League,18/19
10,Centre-Forward,Marcus Rashford,1997-10-31,21,England,Man Utd,Premier League,18/19
19,Goalkeeper,Bernd Leno,1992-03-04,26,Germany,Arsenal,Premier League,18/19
1,Goalkeeper,Petr Cech,1982-05-20,36,Czech Republic,Arsenal,Premier League,18/19
26,Goalkeeper,Emiliano Martínez,1992-09-02,26,Argentina,Arsenal,Premier League,18/19
20,Centre-Back,Shkodran Mustafi,1992-04-17,26,Germany,Arsenal,Premier League,18/19
5,Centre-Back,Sokratis,1988-06-09,30,Greece,Arsenal,Premier League,18/19
16,Centre-Back,Rob Holding,1995-09-20,23,England,Arsenal,Premier League,18/19
6,Centre-Back,Laurent Koscielny,1985-09-10,33,France,Arsenal,Premier League,18/19
27,Centre-Back,Konstantinos Mavropanos,1997-12-11,21,Greece,Arsenal,Premier League,18/19
31,Left-Back,Sead Kolasinac,1993-06-20,25,Bosnia-Herzegovina,Arsenal,Premier League,18/19
18,Left-Back,Nacho Monreal,1986-02-26,32,Spain,Arsenal,Premier League,18/19
2,Right-Back,Héctor Bellerín,1995-03-19,23,Spain,Arsenal,Premier League,18/19
25,Right-Back,Carl Jenkinson,1992-02-08,26,England,Arsenal,Premier League,18/19
12,Right-Back,Stephan Lichtsteiner,1984-01-16,34,Switzerland,Arsenal,Premier League,18/19
11,Defensive Midfield,Lucas Torreira,1996-02-11,22,Uruguay,Arsenal,Premier League,18/19
34,Defensive Midfield,Granit Xhaka,1992-09-27,26,Switzerland,Arsenal,Premier League,18/19
4,Defensive Midfield,Mohamed Elneny,1992-07-11,26,Egypt,Arsenal,Premier League,18/19
8,Central Midfield,Aaron Ramsey,1990-12-26,28,Wales,Arsenal,Premier League,18/19
29,Central Midfield,Mattéo Guendouzi,1999-04-14,19,France,Arsenal,Premier League,18/19
15,Right Midfield,Ainsley Maitland-Niles,1997-08-29,21,England,Arsenal,Premier League,18/19
10,Attacking Midfield,Mesut Özil,1988-10-15,30,Germany,Arsenal,Premier League,18/19
7,Attacking Midfield,Henrikh Mkhitaryan,1989-01-21,29,Armenia,Arsenal,Premier League,18/19
17,Left Winger,Alex Iwobi,1996-05-03,22,Nigeria,Arsenal,Premier League,18/19
14,Centre-Forward,Pierre-Emerick Aubameyang,1989-06-18,29,Gabon,Arsenal,Premier League,18/19
9,Centre-Forward,Alexandre Lacazette,1991-05-28,27,France,Arsenal,Premier League,18/19
23,Centre-Forward,Danny Welbeck,1990-11-26,28,England,Arsenal,Premier League,18/19
1,Goalkeeper,Jordan Pickford,1994-03-07,24,England,Everton,Premier League,18/19
22,Goalkeeper,Maarten Stekelenburg,1982-09-22,36,Netherlands,Everton,Premier League,18/19
13,Centre-Back,Yerry Mina,1994-09-23,24,Colombia,Everton,Premier League,18/19
4,Centre-Back,Michael Keane,1993-01-11,25,England,Everton,Premier League,18/19
5,Centre-Back,Kurt Zouma,1994-10-27,24,France,Everton,Premier League,18/19
6,Centre-Back,Phil Jagielka,1982-08-17,36,England,Everton,Premier League,18/19
35,Centre-Back,Tyias Browning,1994-05-27,24,England,Everton,Premier League,18/19
12,Left-Back,Lucas Digne,1993-07-20,25,France,Everton,Premier League,18/19
3,Left-Back,Leighton Baines,1984-12-11,34,England,Everton,Premier League,18/19
32,Left-Back,Brendan Galloway,1996-03-17,22,England,Everton,Premier League,18/19
23,Right-Back,Seamus Coleman,1988-10-11,30,Ireland,Everton,Premier League,18/19
43,Right-Back,Jonjoe Kenny,1997-03-15,21,England,Everton,Premier League,18/19
18,Defensive Midfield,Morgan Schneiderlin,1989-11-08,29,France,Everton,Premier League,18/19
8,Central Midfield,André Gomes,1993-07-30,25,Portugal,Everton,Premier League,18/19
17,Central Midfield,Idrissa Gueye,1989-09-26,29,Senegal,Everton,Premier League,18/19
26,Central Midfield,Tom Davies,1998-06-30,20,England,Everton,Premier League,18/19
16,Central Midfield,James McCarthy,1990-11-12,28,Ireland,Everton,Premier League,18/19
34,Central Midfield,Beni Baningime,1998-09-09,20,DR Congo,Everton,Premier League,18/19
10,Attacking Midfield,Gylfi Sigurdsson,1989-09-08,29,Iceland,Everton,Premier League,18/19
30,Left Winger,Richarlison,1997-05-10,21,Brazil,Everton,Premier League,18/19
31,Left Winger,Ademola Lookman,1997-10-20,21,England,Everton,Premier League,18/19
20,Left Winger,Bernard,1992-09-08,26,Brazil,Everton,Premier League,18/19
11,Right Winger,Theo Walcott,1989-03-16,29,England,Everton,Premier League,18/19
14,Centre-Forward,Cenk Tosun,1991-06-07,27,Turkey,Everton,Premier League,18/19
29,Centre-Forward,Dominic Calvert-Lewin,1997-03-16,21,England,Everton,Premier League,18/19
19,Centre-Forward,Oumar Niasse,1990-04-18,28,Senegal,Everton,Premier League,18/19
1,Goalkeeper,Kasper Schmeichel,1986-11-05,32,Denmark,Leicester,Premier League,18/19
12,Goalkeeper,Danny Ward,1993-06-22,25,Wales,Leicester,Premier League,18/19
17,Goalkeeper,Eldin Jakupovic,1984-10-02,34,Switzerland,Leicester,Premier League,18/19
15,Centre-Back,Harry Maguire,1993-03-05,25,England,Leicester,Premier League,18/19
4,Centre-Back,Caglar Söyüncü,1996-05-23,22,Turkey,Leicester,Premier League,18/19
6,Centre-Back,Jonny Evans,1988-01-03,31,Northern Ireland,Leicester,Premier League,18/19
5,Centre-Back,Wes Morgan,1984-01-21,34,Jamaica,Leicester,Premier League,18/19
29,Centre-Back,Yohan Benalouane,1987-03-28,31,Tunisia,Leicester,Premier League,18/19
3,Left-Back,Ben Chilwell,1996-12-21,22,England,Leicester,Premier League,18/19
28,Left-Back,Christian Fuchs,1986-04-07,32,Austria,Leicester,Premier League,18/19
14,Right-Back,Ricardo Pereira,1993-10-06,25,Portugal,Leicester,Premier League,18/19
2,Right-Back,Danny Simpson,1987-01-04,31,England,Leicester,Premier League,18/19
25,Defensive Midfield,Wilfred Ndidi,1996-12-16,22,Nigeria,Leicester,Premier League,18/19
21,Defensive Midfield,Vicente Iborra,1988-01-16,30,Spain,Leicester,Premier League,18/19
24,Defensive Midfield,Nampalys Mendy,1992-06-23,26,France,Leicester,Premier League,18/19
18,Defensive Midfield,Daniel Amartey,1994-12-21,24,Ghana,Leicester,Premier League,18/19
38,Defensive Midfield,Hamza Choudhury,1997-10-01,21,England,Leicester,Premier League,18/19
23,Central Midfield,Adrien Silva,1989-03-15,29,Portugal,Leicester,Premier League,18/19
37,Central Midfield,Andy King,1988-10-29,30,Wales,Leicester,Premier League,18/19
22,Central Midfield,Matty James,1991-07-22,27,England,Leicester,Premier League,18/19
11,Right Midfield,Marc Albrighton,1989-11-18,29,England,Leicester,Premier League,18/19
10,Attacking Midfield,James Maddison,1996-11-23,22,England,Leicester,Premier League,18/19
7,Left Winger,Demarai Gray,1996-06-28,22,England,Leicester,Premier League,18/19
27,Left Winger,Fousseni Diabaté,1995-10-18,23,Mali,Leicester,Premier League,18/19
31,Right Winger,Rachid Ghezzal,1992-05-09,26,Algeria,Leicester,Premier League,18/19
9,Centre-Forward,Jamie Vardy,1987-01-11,31,England,Leicester,Premier League,18/19
8,Centre-Forward,Kelechi Iheanacho,1996-10-03,22,Nigeria,Leicester,Premier League,18/19
20,Centre-Forward,Shinji Okazaki,1986-04-16,32,Japan,Leicester,Premier League,18/19
1,Goalkeeper,Lukasz Fabianski,1985-04-18,33,Poland,West Ham,Premier League,18/19
13,Goalkeeper,Adrián,1987-01-03,32,Spain,West Ham,Premier League,18/19
23,Centre-Back,Issa Diop,1997-01-09,21,France,West Ham,Premier League,18/19
41,Centre-Back,Declan Rice,1999-01-14,19,Ireland,West Ham,Premier League,18/19
21,Centre-Back,Angelo Ogbonna,1988-05-23,30,Italy,West Ham,Premier League,18/19
2,Centre-Back,Winston Reid,1988-07-03,30,New Zealand,West Ham,Premier League,18/19
35,Centre-Back,Reece Oxford,1998-12-16,20,England,West Ham,Premier League,18/19
4,Centre-Back,Fabián Balbuena,1991-08-23,27,Paraguay,West Ham,Premier League,18/19
3,Left-Back,Aaron Cresswell,1989-12-15,29,England,West Ham,Premier League,18/19
26,Left-Back,Arthur Masuaku,1993-11-07,25,DR Congo,West Ham,Premier League,18/19
5,Right-Back,Pablo Zabaleta,1985-01-16,33,Argentina,West Ham,Premier League,18/19
24,Right-Back,Ryan Fredericks,1992-10-10,26,England,West Ham,Premier League,18/19
15,Defensive Midfield,Carlos Sánchez,1986-02-06,32,Colombia,West Ham,Premier League,18/19
19,Central Midfield,Jack Wilshere,1992-01-01,27,England,West Ham,Premier League,18/19
14,Central Midfield,Pedro Obiang,1992-03-27,26,Equatorial Guinea,West Ham,Premier League,18/19
16,Central Midfield,Mark Noble,1987-05-08,31,England,West Ham,Premier League,18/19
10,Attacking Midfield,Manuel Lanzini,1993-02-15,25,Argentina,West Ham,Premier League,18/19
8,Left Winger,Felipe Anderson,1993-04-15,25,Brazil,West Ham,Premier League,18/19
18,Left Winger,Samir Nasri,1987-06-26,31,France,West Ham,Premier League,18/19
20,Right Winger,Andriy Yarmolenko,1989-10-23,29,Ukraine,West Ham,Premier League,18/19
30,Right Winger,Michail Antonio,1990-03-28,28,England,West Ham,Premier League,18/19
11,Right Winger,Robert Snodgrass,1987-09-07,31,Scotland,West Ham,Premier League,18/19
45,Right Winger,Grady Diangana,1998-04-19,20,England,West Ham,Premier League,18/19
7,Centre-Forward,Marko Arnautovic,1989-04-19,29,Austria,West Ham,Premier League,18/19
17,Centre-Forward,Chicharito,1988-06-01,30,Mexico,West Ham,Premier League,18/19
9,Centre-Forward,Andy Carroll,1989-01-06,29,England,West Ham,Premier League,18/19
27,Centre-Forward,Lucas Pérez,1988-09-10,30,Spain,West Ham,Premier League,18/19
28,Goalkeeper,Angus Gunn,1996-01-22,22,England,Southampton,Premier League,18/19
44,Goalkeeper,Fraser Forster,1988-03-17,30,England,Southampton,Premier League,18/19
1,Goalkeeper,Alex McCarthy,1989-12-03,29,England,Southampton,Premier League,18/19
62,Goalkeeper,Jack Rose,1995-01-31,23,England,Southampton,Premier League,18/19
4,Centre-Back,Jannik Vestergaard,1992-08-03,26,Denmark,Southampton,Premier League,18/19
6,Centre-Back,Wesley Hoedt,1994-03-06,24,Netherlands,Southampton,Premier League,18/19
5,Centre-Back,Jack Stephens,1994-01-27,24,England,Southampton,Premier League,18/19
3,Centre-Back,Maya Yoshida,1988-08-24,30,Japan,Southampton,Premier League,18/19
35,Centre-Back,Jan Bednarek,1996-04-12,22,Poland,Southampton,Premier League,18/19
21,Left-Back,Ryan Bertrand,1989-08-05,29,England,Southampton,Premier League,18/19
33,Left-Back,Matt Targett,1995-09-18,23,England,Southampton,Premier League,18/19
2,Right-Back,Cédric Soares,1991-08-31,27,Portugal,Southampton,Premier League,18/19
43,Right-Back,Yan Valery,1999-02-22,19,France,Southampton,Premier League,18/19
18,Defensive Midfield,Mario Lemina,1993-09-01,25,Gabon,Southampton,Premier League,18/19
14,Defensive Midfield,Oriol Romeu,1991-09-24,27,Spain,Southampton,Premier League,18/19
16,Central Midfield,James Ward-Prowse,1994-11-01,24,England,Southampton,Premier League,18/19
23,Central Midfield,Pierre-Emile Höjbjerg,1995-08-05,23,Denmark,Southampton,Premier League,18/19
17,Central Midfield,Stuart Armstrong,1992-03-30,26,Scotland,Southampton,Premier League,18/19
8,Central Midfield,Steven Davis,1985-01-01,34,Northern Ireland,Southampton,Premier League,18/19
22,Left Winger,Nathan Redmond,1994-03-06,24,England,Southampton,Premier League,18/19
11,Left Winger,Mohamed Elyounoussi,1994-08-04,24,Norway,Southampton,Premier League,18/19
9,Centre-Forward,Danny Ings,1992-07-23,26,England,Southampton,Premier League,18/19
10,Centre-Forward,Charlie Austin,1989-07-05,29,England,Southampton,Premier League,18/19
20,Centre-Forward,Manolo Gabbiadini,1991-11-26,27,Italy,Southampton,Premier League,18/19
7,Centre-Forward,Shane Long,1987-01-22,31,Ireland,Southampton,Premier League,18/19
15,Centre-Forward,Sam Gallagher,1995-09-15,23,England,Southampton,Premier League,18/19
61,Centre-Forward,Michael Obafemi,2000-07-06,18,Ireland,Southampton,Premier League,18/19
25,Goalkeeper,Sergio Rico,1993-09-01,25,Spain,Fulham,Premier League,18/19
31,Goalkeeper,Fabri,1987-12-31,31,Spain,Fulham,Premier League,18/19
1,Goalkeeper,Marcus Bettinelli,1992-05-24,26,England,Fulham,Premier League,18/19
26,Centre-Back,Alfie Mawson,1994-01-19,24,England,Fulham,Premier League,18/19
5,Centre-Back,Calum Chambers,1995-01-20,23,England,Fulham,Premier League,18/19
20,Centre-Back,Maxime Le Marchand,1989-10-11,29,France,Fulham,Premier League,18/19
13,Centre-Back,Tim Ream,1987-10-05,31,United States,Fulham,Premier League,18/19
23,Left-Back,Joe Bryan,1993-09-17,25,England,Fulham,Premier League,18/19
21,Right-Back,Tim Fosu-Mensah,1998-01-02,21,Netherlands,Fulham,Premier League,18/19
22,Right-Back,Cyrus Christie,1992-09-30,26,Ireland,Fulham,Premier League,18/19
4,Right-Back,Denis Odoi,1988-05-27,30,Belgium,Fulham,Premier League,18/19
29,Defensive Midfield,André Zambo Anguissa,1995-11-16,23,Cameroon,Fulham,Premier League,18/19
6,Defensive Midfield,Kevin McDonald,1988-11-04,30,Scotland,Fulham,Premier League,18/19
44,Defensive Midfield,Ibrahima Cissé,1994-02-28,24,Guinea,Fulham,Premier League,18/19
24,Central Midfield,Jean Michaël Seri,1991-07-19,27,Cote d'Ivoire,Fulham,Premier League,18/19
10,Central Midfield,Tom Cairney,1991-01-20,27,Scotland,Fulham,Premier League,18/19
8,Central Midfield,Stefan Johansen,1991-01-08,27,Norway,Fulham,Premier League,18/19
36,Right Midfield,Luca de la Torre,1998-05-23,20,United States,Fulham,Premier League,18/19
3,Left Midfield,Ryan Sessegnon,2000-05-18,18,England,Fulham,Premier League,18/19
7,Attacking Midfield,Neeskens Kebano,1992-03-10,26,DR Congo,Fulham,Premier League,18/19
14,Left Winger,André Schürrle,1990-11-06,28,Germany,Fulham,Premier League,18/19
11,Left Winger,Floyd Ayité,1988-12-15,30,Togo,Fulham,Premier League,18/19
9,Centre-Forward,Aleksandar Mitrovic,1994-09-16,24,Serbia,Fulham,Premier League,18/19
19,Centre-Forward,Luciano Vietto,1993-12-05,25,Argentina,Fulham,Premier League,18/19
47,Centre-Forward,Aboubakar Kamara,1995-03-07,23,France,Fulham,Premier League,18/19
11,Goalkeeper,Rui Patrício,1988-02-15,30,Portugal,Wolves,Premier League,18/19
21,Goalkeeper,John Ruddy,1986-10-24,32,England,Wolves,Premier League,18/19
31,Goalkeeper,Will Norris,1993-08-12,25,England,Wolves,Premier League,18/19
15,Centre-Back,Willy Boly,1991-02-03,27,France,Wolves,Premier League,18/19
16,Centre-Back,Conor Coady,1993-02-25,25,England,Wolves,Premier League,18/19
5,Centre-Back,Ryan Bennett,1990-03-06,28,England,Wolves,Premier League,18/19
30,Centre-Back,Kortney Hause,1995-07-16,23,England,Wolves,Premier League,18/19
NA,Centre-Back,Ethan Ebanks-Landell,1992-12-12,26,England,Wolves,Premier League,18/19
19,Left-Back,Jonny Castro,1994-03-03,24,Spain,Wolves,Premier League,18/19
29,Left-Back,Rúben Vinagre,1999-04-09,19,Portugal,Wolves,Premier League,18/19
2,Right-Back,Matt Doherty,1992-01-16,26,Ireland,Wolves,Premier League,18/19
NA,Right-Back,Dominic Iorfa,1995-06-24,23,England,Wolves,Premier League,18/19
8,Defensive Midfield,Rúben Neves,1997-03-13,21,Portugal,Wolves,Premier League,18/19
32,Defensive Midfield,Leander Dendoncker,1995-04-15,23,Belgium,Wolves,Premier League,18/19
27,Defensive Midfield,Romain Saïss,1990-03-26,28,Morocco,Wolves,Premier League,18/19
28,Central Midfield,João Moutinho,1986-09-08,32,Portugal,Wolves,Premier League,18/19
17,Central Midfield,Morgan Gibbs-White,2000-01-27,18,England,Wolves,Premier League,18/19
