player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Dida,Goalkeeper,1973-10-07,34,Brazil,AC Milan,Serie A,2008/2009,2008
Christian Abbiati,Goalkeeper,1977-07-08,30,Italy,AC Milan,Serie A,2008/2009,2008
Zeljko Kalac,Goalkeeper,1972-12-16,35,Australia,AC Milan,Serie A,2008/2009,2008
Alessandro Nesta,Centre-Back,1976-03-19,32,Italy,AC Milan,Serie A,2008/2009,2008
Kakhaber Kaladze,Centre-Back,1978-02-27,30,Georgia,AC Milan,Serie A,2008/2009,2008
Daniele Bonera,Centre-Back,1981-05-31,27,Italy,AC Milan,Serie A,2008/2009,2008
Philippe Senderos,Centre-Back,1985-02-14,23,Switzerland,AC Milan,Serie A,2008/2009,2008
Thiago Silva,Centre-Back,1984-09-22,23,Brazil,AC Milan,Serie A,2008/2009,2008
Nicola Pasini,Centre-Back,1991-04-10,17,Italy,AC Milan,Serie A,2008/2009,2008
Marek Jankulovski,Left-Back,1977-05-09,31,Czech Republic,AC Milan,Serie A,2008/2009,2008
Luca Antonini,Left-Back,1982-08-04,25,Italy,AC Milan,Serie A,2008/2009,2008
Paolo Maldini,Left-Back,1968-06-26,40,Italy,AC Milan,Serie A,2008/2009,2008
Giuseppe Favalli,Left-Back,1972-01-08,36,Italy,AC Milan,Serie A,2008/2009,2008
Denis Fondrini,Left-Back,1990-01-19,18,Italy,AC Milan,Serie A,2008/2009,2008
Gianluca Zambrotta,Right-Back,1977-02-19,31,Italy,AC Milan,Serie A,2008/2009,2008
Felipe Mattioni,Right-Back,1988-10-15,19,Brazil,AC Milan,Serie A,2008/2009,2008
Matteo Darmian,Right-Back,1989-12-02,18,Italy,AC Milan,Serie A,2008/2009,2008
Andrea Pirlo,Defensive Midfield,1979-05-19,29,Italy,AC Milan,Serie A,2008/2009,2008
Mathieu Flamini,Defensive Midfield,1984-03-07,24,France,AC Milan,Serie A,2008/2009,2008
Émerson,Defensive Midfield,1976-04-04,32,Brazil,AC Milan,Serie A,2008/2009,2008
Rodney Strasser,Defensive Midfield,1990-03-30,18,Sierra Leone,AC Milan,Serie A,2008/2009,2008
Wilfred Osuji,Defensive Midfield,1990-08-05,17,Nigeria,AC Milan,Serie A,2008/2009,2008
Jordan Pedrocchi,Defensive Midfield,1991-02-14,17,Italy,AC Milan,Serie A,2008/2009,2008
Gennaro Gattuso,Central Midfield,1978-01-09,30,Italy,AC Milan,Serie A,2008/2009,2008
Clarence Seedorf,Central Midfield,1976-04-01,32,Netherlands,AC Milan,Serie A,2008/2009,2008
Massimo Ambrosini,Central Midfield,1977-05-29,31,Italy,AC Milan,Serie A,2008/2009,2008
Mathías Cardacio,Central Midfield,1987-10-02,20,Uruguay,AC Milan,Serie A,2008/2009,2008
David Beckham,Right Midfield,1975-05-02,33,England,AC Milan,Serie A,2008/2009,2008
Kaká,Attacking Midfield,1982-04-22,26,Brazil,AC Milan,Serie A,2008/2009,2008
Ronaldinho,Attacking Midfield,1980-03-21,28,Brazil,AC Milan,Serie A,2008/2009,2008
Tabaré Viúdez,Right Winger,1989-09-08,18,Uruguay,AC Milan,Serie A,2008/2009,2008
Andrii Shevchenko,Centre-Forward,1976-09-29,31,Ukraine,AC Milan,Serie A,2008/2009,2008
Alexandre Pato,Centre-Forward,1989-09-02,18,Brazil,AC Milan,Serie A,2008/2009,2008
Marco Borriello,Centre-Forward,1982-06-18,26,Italy,AC Milan,Serie A,2008/2009,2008
Filippo Inzaghi,Centre-Forward,1973-08-09,34,Italy,AC Milan,Serie A,2008/2009,2008
Júlio César,Goalkeeper,1979-09-03,28,Brazil,FC Internazionale,Serie A,2008/2009,2008
