player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Thibaut Courtois,Goalkeeper,1992-05-11,25,Belgium,Chelsea FC,Premier League,2017/2018,2017
Willy Caballero,Goalkeeper,1981-09-28,35,Argentina,Chelsea FC,Premier League,2017/2018,2017
Eduardo,Goalkeeper,1982-09-19,34,Portugal,Chelsea FC,Premier League,2017/2018,2017
Matej Delac,Goalkeeper,1992-08-20,24,Croatia,Chelsea FC,Premier League,2017/2018,2017
Jamal Blackman,Goalkeeper,1993-10-27,23,England,Chelsea FC,Premier League,2017/2018,2017
David Luiz,Centre-Back,1987-04-22,30,Brazil,Chelsea FC,Premier League,2017/2018,2017
Antonio Rüdiger,Centre-Back,1993-03-03,24,Germany,Chelsea FC,Premier League,2017/2018,2017
Andreas Christensen,Centre-Back,1996-04-10,21,Denmark,Chelsea FC,Premier League,2017/2018,2017
Gary Cahill,Centre-Back,1985-12-19,31,England,Chelsea FC,Premier League,2017/2018,2017
Kurt Zouma,Centre-Back,1994-10-27,22,France,Chelsea FC,Premier League,2017/2018,2017
Tomas Kalas,Centre-Back,1993-05-15,24,Czech Republic,Chelsea FC,Premier League,2017/2018,2017
Michael Hector,Centre-Back,1992-07-19,24,Jamaica,Chelsea FC,Premier League,2017/2018,2017
Fikayo Tomori,Centre-Back,1997-12-19,19,England,Chelsea FC,Premier League,2017/2018,2017
Jake Clarke-Salter,Centre-Back,1997-09-22,19,England,Chelsea FC,Premier League,2017/2018,2017
Trevoh Chalobah,Centre-Back,1999-07-05,17,England,Chelsea FC,Premier League,2017/2018,2017
Ethan Ampadu,Centre-Back,2000-09-14,16,Wales,Chelsea FC,Premier League,2017/2018,2017
Marcos Alonso,Left-Back,1990-12-28,26,Spain,Chelsea FC,Premier League,2017/2018,2017
Emerson,Left-Back,1994-08-03,22,Italy,Chelsea FC,Premier League,2017/2018,2017
César Azpilicueta,Right-Back,1989-08-28,27,Spain,Chelsea FC,Premier League,2017/2018,2017
Davide Zappacosta,Right-Back,1992-06-11,25,Italy,Chelsea FC,Premier League,2017/2018,2017
Todd Kane,Right-Back,1993-09-17,23,England,Chelsea FC,Premier League,2017/2018,2017
Wallace Oliveira,Right-Back,1994-05-01,23,Brazil,Chelsea FC,Premier League,2017/2018,2017
Ola Aina,Right-Back,1996-10-08,20,Nigeria,Chelsea FC,Premier League,2017/2018,2017
Dujon Sterling,Right-Back,1999-10-24,17,England,Chelsea FC,Premier League,2017/2018,2017
