shirt_number,position,player_name,date_of_birth,age,nationality,club_name,league_name,season,year
27,Left Winger,"Jun 27, 1992 (25)",NA,NA,Colombia,SC Amiens,Ligue 1,2017/2018,2017
37,Right Winger,"May 7, 1987 (30)",NA,NA,Togo,SC Amiens,Ligue 1,2017/2018,2017
13,Right Winger,"Jan 17, 1994 (23)",NA,NA,France,SC Amiens,Ligue 1,2017/2018,2017
15,Centre-Forward,"Apr 3, 1993 (24)",NA,NA,Senegal,SC Amiens,Ligue 1,2017/2018,2017
28,Centre-Forward,"May 20, 1990 (27)",NA,NA,Cote d'Ivoire,SC Amiens,Ligue 1,2017/2018,2017
29,Centre-Forward,"Apr 15, 1994 (23)",NA,NA,Niger,SC Amiens,Ligue 1,2017/2018,2017
NA,Centre-Forward,"Jan 1, 1996 (21)",NA,NA,France,SC Amiens,Ligue 1,2017/2018,2017
30,Goalkeeper,"Feb 16, 1990 (27)",NA,NA,Mali,ES Troyes AC,Ligue 1,2017/2018,2017
1,Goalkeeper,"Sep 22, 1991 (25)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
40,Goalkeeper,"Jun 11, 1999 (18)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
NA,Centre-Back,"Apr 25, 1987 (30)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
24,Centre-Back,"Jan 16, 1992 (25)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
22,Centre-Back,"Aug 22, 1992 (24)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
NA,Centre-Back,"Dec 19, 1997 (19)",NA,NA,Brazil,ES Troyes AC,Ligue 1,2017/2018,2017
4,Centre-Back,"May 31, 1984 (33)",NA,NA,Venezuela,ES Troyes AC,Ligue 1,2017/2018,2017
17,Left-Back,"Jul 5, 1993 (23)",NA,NA,Gabon,ES Troyes AC,Ligue 1,2017/2018,2017
23,Left-Back,"Jan 1, 1992 (25)",NA,NA,Mali,ES Troyes AC,Ligue 1,2017/2018,2017
12,Right-Back,"Oct 1, 1991 (25)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
2,Right-Back,"Jan 12, 1990 (27)",NA,NA,Guadeloupe,ES Troyes AC,Ligue 1,2017/2018,2017
NA,Right-Back,"Sep 28, 1998 (18)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
27,Defensive Midfield,"Sep 7, 1996 (20)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
7,Central Midfield,"Apr 26, 1995 (22)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
19,Central Midfield,"Feb 17, 1991 (26)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
6,Central Midfield,"Jan 17, 1990 (27)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
29,Right Midfield,"Aug 14, 1996 (20)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
NA,Right Midfield,"Apr 21, 1998 (19)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
NA,Right Midfield,"Aug 7, 1999 (17)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
28,Left Midfield,"Mar 25, 1992 (25)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
8,Left Midfield,"Mar 22, 1984 (33)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
13,Attacking Midfield,"Apr 27, 1995 (22)",NA,NA,Tunisia,ES Troyes AC,Ligue 1,2017/2018,2017
18,Attacking Midfield,"Jul 1, 1984 (33)",NA,NA,Tunisia,ES Troyes AC,Ligue 1,2017/2018,2017
10,Attacking Midfield,"Jan 2, 1977 (40)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
26,Centre-Forward,"Jun 16, 1993 (24)",NA,NA,Mali,ES Troyes AC,Ligue 1,2017/2018,2017
9,Centre-Forward,"Jun 29, 1991 (26)",NA,NA,"Korea, South",ES Troyes AC,Ligue 1,2017/2018,2017
20,Centre-Forward,"Jun 1, 1989 (28)",NA,NA,Benin,ES Troyes AC,Ligue 1,2017/2018,2017
11,Centre-Forward,"Sep 1, 1987 (29)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
25,Centre-Forward,"Apr 20, 1996 (21)",NA,NA,France,ES Troyes AC,Ligue 1,2017/2018,2017
16,Goalkeeper,"Jul 19, 1988 (28)",NA,NA,Algeria,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
30,Goalkeeper,"Oct 21, 1996 (20)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
1,Goalkeeper,"Sep 20, 1983 (33)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
NA,Goalkeeper,"Nov 11, 1998 (18)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
4,Centre-Back,"Feb 21, 1989 (28)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
26,Centre-Back,"Apr 27, 1988 (29)",NA,NA,Burkina Faso,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
22,Centre-Back,"Jun 22, 1987 (30)",NA,NA,Guinea,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
12,Centre-Back,"Mar 23, 1983 (34)",NA,NA,Senegal,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
21,Centre-Back,"Nov 21, 1992 (24)",NA,NA,French Guiana,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
NA,Centre-Back,"Jul 1, 1997 (20)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
36,Centre-Back,"Jul 10, 1998 (18)",NA,NA,Cameroon,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
3,Left-Back,"Dec 20, 1993 (23)",NA,NA,Senegal,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
2,Right-Back,"Mar 23, 1993 (24)",NA,NA,Guadeloupe,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
27,Right-Back,"Oct 3, 1991 (25)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
NA,Right-Back,"May 29, 1999 (18)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
8,Defensive Midfield,"Mar 20, 1994 (23)",NA,NA,Cote d'Ivoire,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
6,Defensive Midfield,"Mar 27, 1987 (30)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
NA,Defensive Midfield,"Mar 27, 1988 (29)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
28,Central Midfield,"Apr 9, 1990 (27)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
5,Central Midfield,"Jan 16, 1988 (29)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
11,Central Midfield,"Feb 13, 1988 (29)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
17,Central Midfield,"Mar 6, 1986 (31)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
8,Left Midfield,"Aug 7, 1999 (17)",NA,NA,Tunisia,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
10,Attacking Midfield,"Apr 6, 1987 (30)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
NA,Attacking Midfield,"Jul 19, 1997 (19)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
20,Left Winger,"Mar 4, 1997 (20)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
9,Centre-Forward,"Feb 8, 1992 (25)",NA,NA,Algeria,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
19,Centre-Forward,"May 28, 1992 (25)",NA,NA,Cameroon,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
29,Centre-Forward,"Feb 10, 1991 (26)",NA,NA,Cape Verde,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
13,Centre-Forward,"Jun 13, 1983 (34)",NA,NA,France,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
NA,Centre-Forward,"Dec 19, 1996 (20)",NA,NA,Mali,RC Strasbourg Alsace,Ligue 1,2017/2018,2017
