player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Marc-André ter Stegen,Goalkeeper,1992-04-30,25,Germany,FC Barcelona,LaLiga,2017/2018,2017
Jasper Cillessen,Goalkeeper,1989-04-22,28,Netherlands,FC Barcelona,LaLiga,2017/2018,2017
Adrián Ortolá,Goalkeeper,1993-08-20,23,Spain,FC Barcelona,LaLiga,2017/2018,2017
Gerard Piqué,Centre-Back,1987-02-02,30,Spain,FC Barcelona,LaLiga,2017/2018,2017
Samuel Umtiti,Centre-Back,1993-11-14,23,France,FC Barcelona,LaLiga,2017/2018,2017
Yerry Mina,Centre-Back,1994-09-23,22,Colombia,FC Barcelona,LaLiga,2017/2018,2017
Thomas Vermaelen,Centre-Back,1985-11-14,31,Belgium,FC Barcelona,LaLiga,2017/2018,2017
David Costas,Centre-Back,1995-03-26,22,Spain,FC Barcelona,LaLiga,2017/2018,2017
Jordi Alba,Left-Back,1989-03-21,28,Spain,FC Barcelona,LaLiga,2017/2018,2017
Lucas Digne,Left-Back,1993-07-20,23,France,FC Barcelona,LaLiga,2017/2018,2017
Marc Cucurella,Left-Back,1998-07-22,18,Spain,FC Barcelona,LaLiga,2017/2018,2017
Sergi Roberto,Right-Back,1992-02-07,25,Spain,FC Barcelona,LaLiga,2017/2018,2017
Nélson Semedo,Right-Back,1993-11-16,23,Portugal,FC Barcelona,LaLiga,2017/2018,2017
Sergio Busquets,Defensive Midfield,1988-07-16,28,Spain,FC Barcelona,LaLiga,2017/2018,2017
Javier Mascherano,Defensive Midfield,1984-06-08,33,Argentina,FC Barcelona,LaLiga,2017/2018,2017
Sergi Samper,Defensive Midfield,1995-01-20,22,Spain,FC Barcelona,LaLiga,2017/2018,2017
Oriol Busquets,Defensive Midfield,1999-01-20,18,Spain,FC Barcelona,LaLiga,2017/2018,2017
Ivan Rakitic,Central Midfield,1988-03-10,29,Croatia,FC Barcelona,LaLiga,2017/2018,2017
André Gomes,Central Midfield,1993-07-30,23,Portugal,FC Barcelona,LaLiga,2017/2018,2017
Andrés Iniesta,Central Midfield,1984-05-11,33,Spain,FC Barcelona,LaLiga,2017/2018,2017
Denis Suárez,Central Midfield,1994-01-06,23,Spain,FC Barcelona,LaLiga,2017/2018,2017
Rafinha,Central Midfield,1993-02-12,24,Brazil,FC Barcelona,LaLiga,2017/2018,2017
