player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Vyacheslav Malafeev,Goalkeeper,1979-03-04,33,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Yuri Zhevnov,Goalkeeper,1981-04-17,31,Belarus,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Egor Baburin,Goalkeeper,1993-08-09,18,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Pavel Dronov,Goalkeeper,1993-03-22,19,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Bruno Alves,Centre-Back,1981-11-27,30,Portugal,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Nicolas Lombaerts,Centre-Back,1985-03-20,27,Belgium,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Tomas Hubocan,Centre-Back,1985-09-17,26,Slovakia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Aleksandar Lukovic,Centre-Back,1982-10-23,29,Serbia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Luís Neto,Centre-Back,1988-05-26,24,Portugal,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Igor Cheminava,Centre-Back,1991-03-23,21,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Ilya Zuev,Centre-Back,1994-01-25,18,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Stepan Rebenko,Centre-Back,1995-05-01,17,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Domenico Criscito,Left-Back,1986-12-30,25,Italy,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Renat Yanbaev,Left-Back,1984-04-07,28,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Milan Rodic,Left-Back,1991-04-02,21,Serbia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Michael Lumb,Left-Back,1988-01-09,24,Denmark,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Andrey Ivanov,Left-Back,1994-09-02,17,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Aleksandr Anyukov,Right-Back,1982-09-28,29,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Dmitri Telegin,Right-Back,1992-02-02,20,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Denis Terentjev,Right-Back,1992-08-13,19,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Igor Denisov,Defensive Midfield,1984-05-17,28,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Axel Witsel,Defensive Midfield,1989-01-12,23,Belgium,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Vyacheslav Zinkov,Defensive Midfield,1993-05-26,19,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Roman Shirokov,Central Midfield,1981-07-06,30,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Viktor Faizulin,Central Midfield,1986-04-22,26,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Konstantin Zyryanov,Central Midfield,1977-10-05,34,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Sergey Semak,Central Midfield,1976-02-27,36,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Pavel Mogilevets,Central Midfield,1993-01-25,19,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Aleksey Evseev,Central Midfield,1994-03-30,18,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Vladimir Bystrov,Right Midfield,1984-01-31,28,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Danny,Attacking Midfield,1983-08-07,28,Portugal,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Danila Yashchuk,Left Winger,1995-03-13,17,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Hulk,Right Winger,1986-07-25,25,Brazil,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Aleksandr Kerzhakov,Centre-Forward,1982-11-27,29,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Aleksandr Bukharov,Centre-Forward,1985-03-12,27,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Maksim Kanunnikov,Centre-Forward,1991-07-14,20,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
Aleksey Gasilin,Centre-Forward,1996-03-01,16,Russia,Zenit St. Petersburg,Premier Liga,2012/2013,2012
