player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Kenneth Vermeer,Goalkeeper,1986-01-10,26,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Jasper Cillessen,Goalkeeper,1989-04-22,23,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Mickey van der Hart,Goalkeeper,1994-06-13,18,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Chiel Kramer,Goalkeeper,1992-01-03,20,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Toby Alderweireld,Centre-Back,1989-03-02,23,Belgium,Ajax Amsterdam,Eredivisie,2012/2013,2012
Niklas Moisander,Centre-Back,1985-09-29,26,Finland,Ajax Amsterdam,Eredivisie,2012/2013,2012
Daley Blind,Centre-Back,1990-03-09,22,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Stefano Denswil,Centre-Back,1993-05-07,19,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Nicolai Boilesen,Left-Back,1992-02-16,20,Denmark,Ajax Amsterdam,Eredivisie,2012/2013,2012
Dico Koppers,Left-Back,1992-01-31,20,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Mitchell Dijks,Left-Back,1993-02-09,19,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Gregory van der Wiel,Right-Back,1988-02-03,24,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Ricardo van Rhijn,Right-Back,1991-06-13,21,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Ruben Ligeon,Right-Back,1992-05-24,20,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Joël Veltman,Right-Back,1992-01-15,20,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Fabian Sporkslede,Right-Back,1993-08-03,18,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Vurnon Anita,Defensive Midfield,1989-04-04,23,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Lasse Schöne,Defensive Midfield,1986-05-27,26,Denmark,Ajax Amsterdam,Eredivisie,2012/2013,2012
Christian Poulsen,Defensive Midfield,1980-02-28,32,Denmark,Ajax Amsterdam,Eredivisie,2012/2013,2012
Eyong Enoh,Defensive Midfield,1986-03-23,26,Cameroon,Ajax Amsterdam,Eredivisie,2012/2013,2012
Thulani Serero,Defensive Midfield,1990-04-11,22,South Africa,Ajax Amsterdam,Eredivisie,2012/2013,2012
Ilan Boccara,Defensive Midfield,1993-05-14,19,Israel,Ajax Amsterdam,Eredivisie,2012/2013,2012
Theo Janssen,Central Midfield,1981-07-27,30,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Isaac Cuenca,Right Midfield,1991-04-27,21,Spain,Ajax Amsterdam,Eredivisie,2012/2013,2012
Miralem Sulejmani,Left Midfield,1988-12-05,23,Serbia,Ajax Amsterdam,Eredivisie,2012/2013,2012
Christian Eriksen,Attacking Midfield,1992-02-14,20,Denmark,Ajax Amsterdam,Eredivisie,2012/2013,2012
Siem de Jong,Attacking Midfield,1989-01-28,23,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Lorenzo Ebecilio,Attacking Midfield,1991-09-24,20,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Davy Klaassen,Attacking Midfield,1993-02-21,19,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Ryan Babel,Left Winger,1986-12-19,25,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Derk Boerrigter,Left Winger,1986-10-16,25,Netherlands,Ajax Amsterdam,Eredivisie,2012/2013,2012
Viktor Fischer,Left Winger,1994-06-09,18,Denmark,Ajax Amsterdam,Eredivisie,2012/2013,2012
