player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Manuel Neuer,Goalkeeper,1986-03-27,26,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Tom Starke,Goalkeeper,1981-03-18,31,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Maximilian Riedmüller,Goalkeeper,1988-01-04,24,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Lukas Raeder,Goalkeeper,1993-12-30,18,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Holger Badstuber,Centre-Back,1989-03-13,23,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Jérôme Boateng,Centre-Back,1988-09-03,23,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Dante,Centre-Back,1983-10-18,28,Brazil,Bayern Munich,Bundesliga,2012/2013,2012
Daniel Van Buyten,Centre-Back,1978-02-07,34,Belgium,Bayern Munich,Bundesliga,2012/2013,2012
David Alaba,Left-Back,1992-06-24,20,Austria,Bayern Munich,Bundesliga,2012/2013,2012
Diego Contento,Left-Back,1990-05-01,22,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Philipp Lahm,Right-Back,1983-11-11,28,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Rafinha,Right-Back,1985-09-07,26,Brazil,Bayern Munich,Bundesliga,2012/2013,2012
Mitchell Weiser,Right-Back,1994-04-21,18,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Vladimir Rankovic,Right-Back,1993-06-27,19,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Javi Martínez,Defensive Midfield,1988-09-02,23,Spain,Bayern Munich,Bundesliga,2012/2013,2012
Luiz Gustavo,Defensive Midfield,1987-07-23,24,Brazil,Bayern Munich,Bundesliga,2012/2013,2012
Anatoliy Tymoshchuk,Defensive Midfield,1979-03-30,33,Ukraine,Bayern Munich,Bundesliga,2012/2013,2012
Emre Can,Defensive Midfield,1994-01-12,18,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Bastian Schweinsteiger,Central Midfield,1984-08-01,27,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Toni Kroos,Central Midfield,1990-01-04,22,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Pierre-Emile Höjbjerg,Central Midfield,1995-08-05,16,Denmark,Bayern Munich,Bundesliga,2012/2013,2012
Patrick Weihrauch,Attacking Midfield,1994-03-03,18,Germany,Bayern Munich,Bundesliga,2012/2013,2012
Franck Ribéry,Left Winger,1983-04-07,29,France,Bayern Munich,Bundesliga,2012/2013,2012
Arjen Robben,Right Winger,1984-01-23,28,Netherlands,Bayern Munich,Bundesliga,2012/2013,2012
Xherdan Shaqiri,Right Winger,1991-10-10,20,Switzerland,Bayern Munich,Bundesliga,2012/2013,2012
