player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Maarten Stekelenburg,Goalkeeper,1982-09-22,27,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Kenneth Vermeer,Goalkeeper,1986-01-10,24,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Jeroen Verhoeven,Goalkeeper,1980-04-30,30,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Ronald Graafland,Goalkeeper,1979-04-30,31,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Jan Vertonghen,Centre-Back,1987-04-24,23,Belgium,Ajax Amsterdam,Eredivisie,2010/2011,2010
Toby Alderweireld,Centre-Back,1989-03-02,21,Belgium,Ajax Amsterdam,Eredivisie,2010/2011,2010
André Ooijer,Centre-Back,1974-07-11,35,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Oleguer,Centre-Back,1980-02-02,30,Spain,Ajax Amsterdam,Eredivisie,2010/2011,2010
Daley Blind,Centre-Back,1990-03-09,20,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Johan Kappelhof,Centre-Back,1990-08-05,19,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Thimothée Atouba,Left-Back,1982-02-17,28,Cameroon,Ajax Amsterdam,Eredivisie,2010/2011,2010
Marvin Zeegelaar,Left-Back,1990-08-12,19,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Nicolai Boilesen,Left-Back,1992-02-16,18,Denmark,Ajax Amsterdam,Eredivisie,2010/2011,2010
Gregory van der Wiel,Right-Back,1988-02-03,22,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Bruno Silva,Right-Back,1980-03-29,30,Uruguay,Ajax Amsterdam,Eredivisie,2010/2011,2010
Ruben Ligeon,Right-Back,1992-05-24,18,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Eyong Enoh,Defensive Midfield,1986-03-23,24,Cameroon,Ajax Amsterdam,Eredivisie,2010/2011,2010
Vurnon Anita,Defensive Midfield,1989-04-04,21,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Rasmus Lindgren,Defensive Midfield,1984-11-29,25,Sweden,Ajax Amsterdam,Eredivisie,2010/2011,2010
Teemu Tainio,Defensive Midfield,1979-11-27,30,Finland,Ajax Amsterdam,Eredivisie,2010/2011,2010
Urby Emanuelson,Central Midfield,1986-06-16,24,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Demy de Zeeuw,Central Midfield,1983-05-26,27,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
Mitchell Donald,Central Midfield,1988-12-10,21,Netherlands,Ajax Amsterdam,Eredivisie,2010/2011,2010
