player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Hugo Lloris,Goalkeeper,1986-12-26,23,France,Olympique Lyon,Ligue 1,2010/2011,2010
Rémy Vercoutre,Goalkeeper,1980-06-26,30,France,Olympique Lyon,Ligue 1,2010/2011,2010
Mathieu Gorgelin,Goalkeeper,1990-08-05,19,France,Olympique Lyon,Ligue 1,2010/2011,2010
Dejan Lovren,Centre-Back,1989-07-05,20,Croatia,Olympique Lyon,Ligue 1,2010/2011,2010
Cris,Centre-Back,1977-06-03,33,Brazil,Olympique Lyon,Ligue 1,2010/2011,2010
Pape Diakhaté,Centre-Back,1984-06-21,26,Senegal,Olympique Lyon,Ligue 1,2010/2011,2010
Timothée Kolodziejczak,Centre-Back,1991-10-01,18,France,Olympique Lyon,Ligue 1,2010/2011,2010
Aly Cissokho,Left-Back,1987-09-15,22,France,Olympique Lyon,Ligue 1,2010/2011,2010
Anthony Réveillère,Right-Back,1979-11-10,30,France,Olympique Lyon,Ligue 1,2010/2011,2010
Lamine Gassama,Right-Back,1989-10-20,20,Senegal,Olympique Lyon,Ligue 1,2010/2011,2010
Jérémy Pied,Right-Back,1989-02-23,21,France,Olympique Lyon,Ligue 1,2010/2011,2010
Sébastien Faure,Right-Back,1991-01-03,19,France,Olympique Lyon,Ligue 1,2010/2011,2010
Jérémy Toulalan,Defensive Midfield,1983-09-10,26,France,Olympique Lyon,Ligue 1,2010/2011,2010
Jean II Makoun,Defensive Midfield,1983-05-29,27,Cameroon,Olympique Lyon,Ligue 1,2010/2011,2010
Miralem Pjanic,Defensive Midfield,1990-04-02,20,Bosnia-Herzegovina,Olympique Lyon,Ligue 1,2010/2011,2010
Kim Källström,Defensive Midfield,1982-08-24,27,Sweden,Olympique Lyon,Ligue 1,2010/2011,2010
Maxime Gonalons,Defensive Midfield,1989-03-10,21,France,Olympique Lyon,Ligue 1,2010/2011,2010
Clément Grenier,Central Midfield,1991-01-07,19,France,Olympique Lyon,Ligue 1,2010/2011,2010
Enzo Réale,Central Midfield,1991-10-07,18,France,Olympique Lyon,Ligue 1,2010/2011,2010
Michel Bastos,Left Midfield,1983-08-02,26,Brazil,Olympique Lyon,Ligue 1,2010/2011,2010
Yoann Gourcuff,Attacking Midfield,1986-07-11,23,France,Olympique Lyon,Ligue 1,2010/2011,2010
Ederson,Attacking Midfield,1986-01-13,24,Brazil,Olympique Lyon,Ligue 1,2010/2011,2010
Harry Novillo,Left Winger,1992-02-11,18,Martinique,Olympique Lyon,Ligue 1,2010/2011,2010
César Delgado,Right Winger,1981-08-18,28,Argentina,Olympique Lyon,Ligue 1,2010/2011,2010
Lisandro López,Centre-Forward,1983-03-02,27,Argentina,Olympique Lyon,Ligue 1,2010/2011,2010
Bafétimbi Gomis,Centre-Forward,1985-08-06,24,France,Olympique Lyon,Ligue 1,2010/2011,2010
Jimmy Briand,Centre-Forward,1985-08-02,24,France,Olympique Lyon,Ligue 1,2010/2011,2010
