player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Víctor Valdés,Goalkeeper,1982-01-14,28,Spain,FC Barcelona,LaLiga,2010/2011,2010
José Manuel Pinto,Goalkeeper,1975-11-08,34,Spain,FC Barcelona,LaLiga,2010/2011,2010
Oier Olazábal,Goalkeeper,1989-09-14,20,Spain,FC Barcelona,LaLiga,2010/2011,2010
Rubén Miño,Goalkeeper,1989-01-18,21,Spain,FC Barcelona,LaLiga,2010/2011,2010
Carles Puyol,Centre-Back,1978-04-13,32,Spain,FC Barcelona,LaLiga,2010/2011,2010
Gerard Piqué,Centre-Back,1987-02-02,23,Spain,FC Barcelona,LaLiga,2010/2011,2010
Gabriel Milito,Centre-Back,1980-09-07,29,Argentina,FC Barcelona,LaLiga,2010/2011,2010
Andreu Fontàs,Centre-Back,1989-11-14,20,Spain,FC Barcelona,LaLiga,2010/2011,2010
Marc Bartra,Centre-Back,1991-01-15,19,Spain,FC Barcelona,LaLiga,2010/2011,2010
Sergi Gómez,Centre-Back,1992-03-28,18,Spain,FC Barcelona,LaLiga,2010/2011,2010
Marc Muniesa,Centre-Back,1992-03-27,18,Spain,FC Barcelona,LaLiga,2010/2011,2010
Adriano,Left-Back,1984-10-26,25,Brazil,FC Barcelona,LaLiga,2010/2011,2010
Éric Abidal,Left-Back,1979-09-11,30,France,FC Barcelona,LaLiga,2010/2011,2010
Maxwell,Left-Back,1981-08-27,28,Brazil,FC Barcelona,LaLiga,2010/2011,2010
Dani Alves,Right-Back,1983-05-06,27,Brazil,FC Barcelona,LaLiga,2010/2011,2010
Sergi Roberto,Right-Back,1992-02-07,18,Spain,FC Barcelona,LaLiga,2010/2011,2010
Martín Montoya,Right-Back,1991-04-14,19,Spain,FC Barcelona,LaLiga,2010/2011,2010
Javier Mascherano,Defensive Midfield,1984-06-08,26,Argentina,FC Barcelona,LaLiga,2010/2011,2010
Sergio Busquets,Defensive Midfield,1988-07-16,21,Spain,FC Barcelona,LaLiga,2010/2011,2010
Oriol Romeu,Defensive Midfield,1991-09-24,18,Spain,FC Barcelona,LaLiga,2010/2011,2010
Xavi,Central Midfield,1980-01-25,30,Spain,FC Barcelona,LaLiga,2010/2011,2010
Andrés Iniesta,Central Midfield,1984-05-11,26,Spain,FC Barcelona,LaLiga,2010/2011,2010
Seydou Keita,Central Midfield,1980-01-16,30,Mali,FC Barcelona,LaLiga,2010/2011,2010
Jonathan dos Santos,Central Midfield,1990-04-26,20,Mexico,FC Barcelona,LaLiga,2010/2011,2010
Thiago,Central Midfield,1991-04-11,19,Spain,FC Barcelona,LaLiga,2010/2011,2010
Ibrahim Afellay,Left Midfield,1986-04-02,24,Netherlands,FC Barcelona,LaLiga,2010/2011,2010
Víctor Vázquez,Attacking Midfield,1987-01-20,23,Spain,FC Barcelona,LaLiga,2010/2011,2010
Nolito,Left Winger,1986-10-15,23,Spain,FC Barcelona,LaLiga,2010/2011,2010
Lionel Messi,Right Winger,1987-06-24,23,Argentina,FC Barcelona,LaLiga,2010/2011,2010
Pedro,Right Winger,1987-07-28,22,Spain,FC Barcelona,LaLiga,2010/2011,2010
Jeffren,Right Winger,1988-01-20,22,Venezuela,FC Barcelona,LaLiga,2010/2011,2010
Gerard Deulofeu,Right Winger,1994-03-13,16,Spain,FC Barcelona,LaLiga,2010/2011,2010
Bojan Krkic,Second Striker,1990-08-28,19,Spain,FC Barcelona,LaLiga,2010/2011,2010
Zlatan Ibrahimovic,Centre-Forward,1981-10-03,28,Sweden,FC Barcelona,LaLiga,2010/2011,2010
David Villa,Centre-Forward,1981-12-03,28,Spain,FC Barcelona,LaLiga,2010/2011,2010
Iker Casillas,Goalkeeper,1981-05-20,29,Spain,Real Madrid,LaLiga,2010/2011,2010
Antonio Adán,Goalkeeper,1987-05-13,23,Spain,Real Madrid,LaLiga,2010/2011,2010
Jerzy Dudek,Goalkeeper,1973-03-23,37,Poland,Real Madrid,LaLiga,2010/2011,2010
Jesús Fernández,Goalkeeper,1988-06-11,22,Spain,Real Madrid,LaLiga,2010/2011,2010
Fernando Pacheco,Goalkeeper,1992-05-18,18,Spain,Real Madrid,LaLiga,2010/2011,2010
Tomás Mejías,Goalkeeper,1989-01-30,21,Spain,Real Madrid,LaLiga,2010/2011,2010
Sergio Ramos,Centre-Back,1986-03-30,24,Spain,Real Madrid,LaLiga,2010/2011,2010
Pepe,Centre-Back,1983-02-26,27,Portugal,Real Madrid,LaLiga,2010/2011,2010
Raúl Albiol,Centre-Back,1985-09-04,24,Spain,Real Madrid,LaLiga,2010/2011,2010
Ricardo Carvalho,Centre-Back,1978-05-18,32,Portugal,Real Madrid,LaLiga,2010/2011,2010
Ezequiel Garay,Centre-Back,1986-10-10,23,Argentina,Real Madrid,LaLiga,2010/2011,2010
David Mateos,Centre-Back,1987-04-22,23,Spain,Real Madrid,LaLiga,2010/2011,2010
Nacho,Centre-Back,1990-01-18,20,Spain,Real Madrid,LaLiga,2010/2011,2010
Marcelo,Left-Back,1988-05-12,22,Brazil,Real Madrid,LaLiga,2010/2011,2010
Juankar,Left-Back,1990-03-30,20,Spain,Real Madrid,LaLiga,2010/2011,2010
Jorge Casado,Left-Back,1989-06-26,21,Spain,Real Madrid,LaLiga,2010/2011,2010
Álvaro Arbeloa,Right-Back,1983-01-17,27,Spain,Real Madrid,LaLiga,2010/2011,2010
Juanfran,Right-Back,1988-09-11,21,Spain,Real Madrid,LaLiga,2010/2011,2010
Xabi Alonso,Defensive Midfield,1981-11-25,28,Spain,Real Madrid,LaLiga,2010/2011,2010
Lassana Diarra,Defensive Midfield,1985-03-10,25,France,Real Madrid,LaLiga,2010/2011,2010
Fernando Gago,Defensive Midfield,1986-04-10,24,Argentina,Real Madrid,LaLiga,2010/2011,2010
Mahamadou Diarra,Defensive Midfield,1981-05-18,29,Mali,Real Madrid,LaLiga,2010/2011,2010
Mandi,Defensive Midfield,1989-03-01,21,Spain,Real Madrid,LaLiga,2010/2011,2010
Sami Khedira,Central Midfield,1987-04-04,23,Germany,Real Madrid,LaLiga,2010/2011,2010
Esteban Granero,Central Midfield,1987-07-02,22,Spain,Real Madrid,LaLiga,2010/2011,2010
Álex Fernández,Central Midfield,1992-10-15,17,Spain,Real Madrid,LaLiga,2010/2011,2010
Kaká,Attacking Midfield,1982-04-22,28,Brazil,Real Madrid,LaLiga,2010/2011,2010
Mesut Özil,Attacking Midfield,1988-10-15,21,Germany,Real Madrid,LaLiga,2010/2011,2010
Sergio Canales,Attacking Midfield,1991-02-16,19,Spain,Real Madrid,LaLiga,2010/2011,2010
Pablo Sarabia,Attacking Midfield,1992-05-11,18,Spain,Real Madrid,LaLiga,2010/2011,2010
Cristiano Ronaldo,Left Winger,1985-02-05,25,Portugal,Real Madrid,LaLiga,2010/2011,2010
Ángel Di María,Right Winger,1988-02-14,22,Argentina,Real Madrid,LaLiga,2010/2011,2010
Pedro León,Right Winger,1986-11-24,23,Spain,Real Madrid,LaLiga,2010/2011,2010
Gonzalo Higuaín,Centre-Forward,1987-12-10,22,Argentina,Real Madrid,LaLiga,2010/2011,2010
Karim Benzema,Centre-Forward,1987-12-19,22,France,Real Madrid,LaLiga,2010/2011,2010
Emmanuel Adebayor,Centre-Forward,1984-02-26,26,Togo,Real Madrid,LaLiga,2010/2011,2010
Joselu,Centre-Forward,1990-03-27,20,Spain,Real Madrid,LaLiga,2010/2011,2010
Álvaro Morata,Centre-Forward,1992-10-23,17,Spain,Real Madrid,LaLiga,2010/2011,2010
Andrés Palop,Goalkeeper,1973-10-22,36,Spain,Sevilla FC,LaLiga,2010/2011,2010
Javi Varas,Goalkeeper,1982-09-10,27,Spain,Sevilla FC,LaLiga,2010/2011,2010
Dani Jiménez,Goalkeeper,1990-03-05,20,Spain,Sevilla FC,LaLiga,2010/2011,2010
Sébastien Squillaci,Centre-Back,1980-08-11,29,France,Sevilla FC,LaLiga,2010/2011,2010
Martín Cáceres,Centre-Back,1987-04-07,23,Uruguay,Sevilla FC,LaLiga,2010/2011,2010
Federico Fazio,Centre-Back,1987-03-17,23,Argentina,Sevilla FC,LaLiga,2010/2011,2010
Alexis,Centre-Back,1985-08-04,24,Spain,Sevilla FC,LaLiga,2010/2011,2010
Julien Escudé,Centre-Back,1979-08-17,30,France,Sevilla FC,LaLiga,2010/2011,2010
Sergio Sánchez,Centre-Back,1986-04-03,24,Spain,Sevilla FC,LaLiga,2010/2011,2010
Ivica Dragutinovic,Centre-Back,1975-11-13,34,Serbia,Sevilla FC,LaLiga,2010/2011,2010
Juan Cala,Centre-Back,1989-11-26,20,Spain,Sevilla FC,LaLiga,2010/2011,2010
Bernardo Espinosa,Centre-Back,1989-07-11,20,Colombia,Sevilla FC,LaLiga,2010/2011,2010
Fernando Navarro,Left-Back,1982-06-25,28,Spain,Sevilla FC,LaLiga,2010/2011,2010
Antonio Luna,Left-Back,1991-03-17,19,Spain,Sevilla FC,LaLiga,2010/2011,2010
Jesús Navas,Right-Back,1985-11-21,24,Spain,Sevilla FC,LaLiga,2010/2011,2010
Abdoulay Konko,Right-Back,1984-03-09,26,France,Sevilla FC,LaLiga,2010/2011,2010
Mouhamadou Dabo,Right-Back,1986-11-28,23,France,Sevilla FC,LaLiga,2010/2011,2010
Didier Zokora,Defensive Midfield,1980-12-14,29,Cote d'Ivoire,Sevilla FC,LaLiga,2010/2011,2010
Romaric,Defensive Midfield,1983-06-04,27,Cote d'Ivoire,Sevilla FC,LaLiga,2010/2011,2010
Luca Cigarini,Defensive Midfield,1986-06-20,24,Italy,Sevilla FC,LaLiga,2010/2011,2010
Gary Medel,Defensive Midfield,1987-08-03,22,Chile,Sevilla FC,LaLiga,2010/2011,2010
Renato,Central Midfield,1979-05-15,31,Brazil,Sevilla FC,LaLiga,2010/2011,2010
Ivan Rakitic,Central Midfield,1988-03-10,22,Croatia,Sevilla FC,LaLiga,2010/2011,2010
Tiberio Guarente,Central Midfield,1985-11-01,24,Italy,Sevilla FC,LaLiga,2010/2011,2010
José Campaña,Central Midfield,1993-05-31,17,Spain,Sevilla FC,LaLiga,2010/2011,2010
José Carlos,Attacking Midfield,1987-07-17,22,Spain,Sevilla FC,LaLiga,2010/2011,2010
Luis Alberto,Attacking Midfield,1992-09-28,17,Spain,Sevilla FC,LaLiga,2010/2011,2010
Diego Perotti,Left Winger,1988-07-26,21,Argentina,Sevilla FC,LaLiga,2010/2011,2010
Diego Capel,Left Winger,1988-02-16,22,Spain,Sevilla FC,LaLiga,2010/2011,2010
Alejandro Alfaro,Left Winger,1986-11-23,23,Spain,Sevilla FC,LaLiga,2010/2011,2010
Lautaro Acosta,Left Winger,1988-03-14,22,Argentina,Sevilla FC,LaLiga,2010/2011,2010
Luís Fabiano,Centre-Forward,1980-11-08,29,Brazil,Sevilla FC,LaLiga,2010/2011,2010
Frédéric Kanouté,Centre-Forward,1977-09-02,32,Mali,Sevilla FC,LaLiga,2010/2011,2010
Álvaro Negredo,Centre-Forward,1985-08-20,24,Spain,Sevilla FC,LaLiga,2010/2011,2010
Arouna Koné,Centre-Forward,1983-11-11,26,Cote d'Ivoire,Sevilla FC,LaLiga,2010/2011,2010
Rodri,Centre-Forward,1990-06-06,20,Spain,Sevilla FC,LaLiga,2010/2011,2010
David de Gea,Goalkeeper,1990-11-07,19,Spain,Atlético Madrid,LaLiga,2010/2011,2010
