player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Jeroen Zoet,Goalkeeper,1991-01-06,25,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Remko Pasveer,Goalkeeper,1983-11-08,32,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Hidde Jurjus,Goalkeeper,1994-02-09,22,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Luuk Koopmans,Goalkeeper,1993-11-18,22,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Yanick van Osch,Goalkeeper,1997-03-24,19,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Héctor Moreno,Centre-Back,1988-01-17,28,Mexico,PSV Eindhoven,Eredivisie,2016/2017,2016
Nicolas Isimat-Mirin,Centre-Back,1991-11-15,24,France,PSV Eindhoven,Eredivisie,2016/2017,2016
Daniel Schwaab,Centre-Back,1988-08-23,27,Germany,PSV Eindhoven,Eredivisie,2016/2017,2016
Menno Koch,Centre-Back,1994-07-02,21,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Jordy de Wijs,Centre-Back,1995-01-08,21,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Suently Alberto,Centre-Back,1996-06-09,20,Curacao,PSV Eindhoven,Eredivisie,2016/2017,2016
Damian van Bruggen,Centre-Back,1996-03-18,20,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Jetro Willems,Left-Back,1994-03-30,22,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Oleksandr Zinchenko,Left-Back,1996-12-15,19,Ukraine,PSV Eindhoven,Eredivisie,2016/2017,2016
Simon Poulsen,Left-Back,1984-10-07,31,Denmark,PSV Eindhoven,Eredivisie,2016/2017,2016
Kenneth Paal,Left-Back,1997-06-24,19,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Santiago Arias,Right-Back,1992-01-13,24,Colombia,PSV Eindhoven,Eredivisie,2016/2017,2016
Joshua Brenet,Right-Back,1994-03-20,22,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Jorrit Hendrix,Defensive Midfield,1995-02-06,21,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Davy Pröpper,Central Midfield,1991-09-02,24,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Andrés Guardado,Central Midfield,1986-09-28,29,Mexico,PSV Eindhoven,Eredivisie,2016/2017,2016
Marco van Ginkel,Central Midfield,1992-12-01,23,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Adam Maher,Central Midfield,1993-07-20,22,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
Marcel Ritzmaier,Central Midfield,1993-04-22,23,Austria,PSV Eindhoven,Eredivisie,2016/2017,2016
Pablo Rosario,Central Midfield,1997-01-07,19,Netherlands,PSV Eindhoven,Eredivisie,2016/2017,2016
