player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Kevin Trapp,Goalkeeper,1990-07-08,25,Germany,Paris Saint-Germain,Ligue 1,2016/2017,2016
Salvatore Sirigu,Goalkeeper,1987-01-12,29,Italy,Paris Saint-Germain,Ligue 1,2016/2017,2016
Alphonse Areola,Goalkeeper,1993-02-27,23,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Rémy Descamps,Goalkeeper,1996-06-25,20,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
David Luiz,Centre-Back,1987-04-22,29,Brazil,Paris Saint-Germain,Ligue 1,2016/2017,2016
Marquinhos,Centre-Back,1994-05-14,22,Brazil,Paris Saint-Germain,Ligue 1,2016/2017,2016
Thiago Silva,Centre-Back,1984-09-22,31,Brazil,Paris Saint-Germain,Ligue 1,2016/2017,2016
Benjamin Stambouli,Centre-Back,1990-08-13,25,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Presnel Kimpembe,Centre-Back,1995-08-13,20,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Layvin Kurzawa,Left-Back,1992-09-04,23,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Maxwell,Left-Back,1981-08-27,34,Brazil,Paris Saint-Germain,Ligue 1,2016/2017,2016
Fodé Ballo-Touré,Left-Back,1997-01-03,19,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Serge Aurier,Right-Back,1992-12-24,23,Cote d'Ivoire,Paris Saint-Germain,Ligue 1,2016/2017,2016
Thomas Meunier,Right-Back,1991-09-12,24,Belgium,Paris Saint-Germain,Ligue 1,2016/2017,2016
Youssouf Sabaly,Right-Back,1993-03-05,23,Senegal,Paris Saint-Germain,Ligue 1,2016/2017,2016
Alec Georgen,Right-Back,1998-09-17,17,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Grzegorz Krychowiak,Defensive Midfield,1990-01-29,26,Poland,Paris Saint-Germain,Ligue 1,2016/2017,2016
Thiago Motta,Defensive Midfield,1982-08-28,33,Italy,Paris Saint-Germain,Ligue 1,2016/2017,2016
Lorenzo Callegari,Defensive Midfield,1998-02-27,18,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Marco Verratti,Central Midfield,1992-11-05,23,Italy,Paris Saint-Germain,Ligue 1,2016/2017,2016
Blaise Matuidi,Central Midfield,1987-04-09,29,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Adrien Rabiot,Central Midfield,1995-04-03,21,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Giovani Lo Celso,Central Midfield,1996-04-09,20,Argentina,Paris Saint-Germain,Ligue 1,2016/2017,2016
Gustavo Hebling,Central Midfield,1996-04-05,20,Brazil,Paris Saint-Germain,Ligue 1,2016/2017,2016
Christopher Nkunku,Central Midfield,1997-11-14,18,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Javier Pastore,Attacking Midfield,1989-06-20,27,Argentina,Paris Saint-Germain,Ligue 1,2016/2017,2016
Julian Draxler,Attacking Midfield,1993-09-20,22,Germany,Paris Saint-Germain,Ligue 1,2016/2017,2016
Hatem Ben Arfa,Attacking Midfield,1987-03-07,29,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Jonathan Ikoné,Attacking Midfield,1998-05-02,18,France,Paris Saint-Germain,Ligue 1,2016/2017,2016
Gonçalo Guedes,Left Winger,1996-11-29,19,Portugal,Paris Saint-Germain,Ligue 1,2016/2017,2016
