player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Joe Hart,Goalkeeper,1987-04-19,29,England,Manchester City,Premier League,2016/2017,2016
Claudio Bravo,Goalkeeper,1983-04-13,33,Chile,Manchester City,Premier League,2016/2017,2016
Willy Caballero,Goalkeeper,1981-09-28,34,Argentina,Manchester City,Premier League,2016/2017,2016
Angus Gunn,Goalkeeper,1996-01-22,20,England,Manchester City,Premier League,2016/2017,2016
Nicolás Otamendi,Centre-Back,1988-02-12,28,Argentina,Manchester City,Premier League,2016/2017,2016
Vincent Kompany,Centre-Back,1986-04-10,30,Belgium,Manchester City,Premier League,2016/2017,2016
John Stones,Centre-Back,1994-05-28,22,England,Manchester City,Premier League,2016/2017,2016
Eliaquim Mangala,Centre-Back,1991-02-13,25,France,Manchester City,Premier League,2016/2017,2016
Jason Denayer,Centre-Back,1995-06-28,21,Belgium,Manchester City,Premier League,2016/2017,2016
Pablo Marí,Centre-Back,1993-08-31,22,Spain,Manchester City,Premier League,2016/2017,2016
Tosin Adarabioyo,Centre-Back,1997-09-24,18,England,Manchester City,Premier League,2016/2017,2016
Aleksandar Kolarov,Left-Back,1985-11-10,30,Serbia,Manchester City,Premier League,2016/2017,2016
Gaël Clichy,Left-Back,1985-07-26,30,France,Manchester City,Premier League,2016/2017,2016
Oleksandr Zinchenko,Left-Back,1996-12-15,19,Ukraine,Manchester City,Premier League,2016/2017,2016
Angeliño,Left-Back,1997-01-04,19,Spain,Manchester City,Premier League,2016/2017,2016
Jesús Navas,Right-Back,1985-11-21,30,Spain,Manchester City,Premier League,2016/2017,2016
Pablo Zabaleta,Right-Back,1985-01-16,31,Argentina,Manchester City,Premier League,2016/2017,2016
Bacary Sagna,Right-Back,1983-02-14,33,France,Manchester City,Premier League,2016/2017,2016
Pablo Maffeo,Right-Back,1997-07-12,18,Spain,Manchester City,Premier League,2016/2017,2016
Fernandinho,Defensive Midfield,1985-05-04,31,Brazil,Manchester City,Premier League,2016/2017,2016
Fernando,Defensive Midfield,1987-07-25,28,Brazil,Manchester City,Premier League,2016/2017,2016
Bruno Zuculini,Defensive Midfield,1993-04-02,23,Argentina,Manchester City,Premier League,2016/2017,2016
Luke Brattan,Defensive Midfield,1990-03-08,26,Australia,Manchester City,Premier League,2016/2017,2016
Aleix García,Defensive Midfield,1997-06-28,19,Spain,Manchester City,Premier League,2016/2017,2016
Ilkay Gündogan,Central Midfield,1990-10-24,25,Germany,Manchester City,Premier League,2016/2017,2016
Yaya Touré,Central Midfield,1983-05-13,33,Cote d'Ivoire,Manchester City,Premier League,2016/2017,2016
Fabian Delph,Central Midfield,1989-11-21,26,England,Manchester City,Premier League,2016/2017,2016
Aaron Mooy,Central Midfield,1990-09-15,25,Australia,Manchester City,Premier League,2016/2017,2016
Phil Foden,Central Midfield,2000-05-28,16,England,Manchester City,Premier League,2016/2017,2016
Kevin De Bruyne,Attacking Midfield,1991-06-28,25,Belgium,Manchester City,Premier League,2016/2017,2016
David Silva,Attacking Midfield,1986-01-08,30,Spain,Manchester City,Premier League,2016/2017,2016
Samir Nasri,Attacking Midfield,1987-06-26,29,France,Manchester City,Premier League,2016/2017,2016
