player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Vyacheslav Malafeev,Goalkeeper,1979-03-04,30,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Yuri Zhevnov,Goalkeeper,1981-04-17,28,Belarus,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Kamil Contofalsky,Goalkeeper,1978-06-03,31,Slovakia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Dmitri Borodin,Goalkeeper,1977-10-08,31,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Andrey Zajtsev,Goalkeeper,1991-01-14,18,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Bruno Alves,Centre-Back,1981-11-27,27,Portugal,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Fernando Meira,Centre-Back,1978-06-05,31,Portugal,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Nicolas Lombaerts,Centre-Back,1985-03-20,24,Belgium,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Aleksandar Lukovic,Centre-Back,1982-10-23,26,Serbia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Sébastien Puygrenier,Centre-Back,1982-01-28,27,France,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Ivica Krizanac,Centre-Back,1979-04-13,30,Croatia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Tomas Hubocan,Centre-Back,1985-09-17,23,Slovakia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Igor Cheminava,Centre-Back,1991-03-23,18,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Radek Sirl,Left-Back,1981-03-20,28,Czech Republic,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Dong-jin Kim,Left-Back,1982-01-29,27,"Korea, South",Zenit St. Petersburg,Premier Liga,2009/2010,2009
Michael Lumb,Left-Back,1988-01-09,21,Denmark,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Aleksandr Anyukov,Right-Back,1982-09-28,26,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Fernando Ricksen,Right-Back,1976-07-27,32,Netherlands,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Aslan Dudiev,Right-Back,1990-06-15,19,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Igor Denisov,Defensive Midfield,1984-05-17,25,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Szabolcs Huszti,Central Midfield,1983-04-18,26,Hungary,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Konstantin Zyryanov,Central Midfield,1977-10-05,31,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Igor Semshov,Central Midfield,1978-04-06,31,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Sergey Semak,Central Midfield,1976-02-27,33,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Viktor Faizulin,Central Midfield,1986-04-22,23,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Roman Shirokov,Central Midfield,1981-07-06,27,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Evgeni Bashkirov,Central Midfield,1991-07-06,17,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Vladimir Bystrov,Right Midfield,1984-01-31,25,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Roland Gigolaev,Left Midfield,1990-01-04,19,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Danny,Attacking Midfield,1983-08-07,25,Portugal,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Pavel Ignatovich,Left Winger,1989-05-24,20,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Aleksey Ionov,Right Winger,1989-02-18,20,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Alessandro Rosina,Second Striker,1984-01-31,25,Italy,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Danko Lazovic,Second Striker,1983-05-17,26,Serbia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Pavel Pogrebnyak,Centre-Forward,1983-11-08,25,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Aleksandr Kerzhakov,Centre-Forward,1982-11-27,26,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Aleksandr Bukharov,Centre-Forward,1985-03-12,24,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Fatih Tekke,Centre-Forward,1977-09-09,31,Turkey,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Sergey Kornilenko,Centre-Forward,1983-06-14,26,Belarus,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Maksim Kanunnikov,Centre-Forward,1991-07-14,17,Russia,Zenit St. Petersburg,Premier Liga,2009/2010,2009
Igor Akinfeev,Goalkeeper,1986-04-08,23,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Evgeni Pomazan,Goalkeeper,1989-01-31,20,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Sergey Chepchugov,Goalkeeper,1985-07-15,23,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Artur Nigmatullin,Goalkeeper,1991-05-17,18,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Sergey Ignashevich,Centre-Back,1979-07-14,29,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Aleksey Berezutski,Centre-Back,1982-06-20,27,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Vasili Berezutski,Centre-Back,1982-06-20,27,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Anton Grigorjev,Centre-Back,1985-12-13,23,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Aleksandr Stolyarenko,Centre-Back,1991-01-18,18,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Andrey Vasyanovich,Centre-Back,1988-06-13,21,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Uroš Ćosić,Centre-Back,1992-10-24,16,Serbia,CSKA Moscow,Premier Liga,2009/2010,2009
Georgi Schennikov,Left-Back,1991-04-27,18,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Chidi Odiah,Right-Back,1983-12-17,25,Nigeria,CSKA Moscow,Premier Liga,2009/2010,2009
Kirill Nababkin,Right-Back,1986-09-08,22,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Deividas Semberas,Defensive Midfield,1978-08-02,30,Lithuania,CSKA Moscow,Premier Liga,2009/2010,2009
Evgeni Aldonin,Defensive Midfield,1980-01-22,29,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Elvir Rahimic,Defensive Midfield,1976-04-04,33,Bosnia-Herzegovina,CSKA Moscow,Premier Liga,2009/2010,2009
Semen Fedotov,Defensive Midfield,1992-03-02,17,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Milos Krasic,Central Midfield,1984-11-01,24,Serbia,CSKA Moscow,Premier Liga,2009/2010,2009
Alan Dzagoev,Central Midfield,1990-06-17,19,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Pavel Mamaev,Central Midfield,1988-09-17,20,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Egor Ivanov,Central Midfield,1992-06-19,17,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Keisuke Honda,Right Midfield,1986-06-13,23,Japan,CSKA Moscow,Premier Liga,2009/2010,2009
Nika Piliev,Left Midfield,1991-03-21,18,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Guilherme,Attacking Midfield,1988-10-22,20,Brazil,CSKA Moscow,Premier Liga,2009/2010,2009
Daniel Carvalho,Attacking Midfield,1983-03-01,26,Brazil,CSKA Moscow,Premier Liga,2009/2010,2009
Lubos Kalouda,Attacking Midfield,1987-05-20,22,Czech Republic,CSKA Moscow,Premier Liga,2009/2010,2009
Mark González,Left Winger,1984-07-10,24,Chile,CSKA Moscow,Premier Liga,2009/2010,2009
Serder Serderov,Left Winger,1994-03-10,15,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Zoran Tosic,Right Winger,1987-04-28,22,Serbia,CSKA Moscow,Premier Liga,2009/2010,2009
Sekou Oliseh,Right Winger,1990-06-05,19,Liberia,CSKA Moscow,Premier Liga,2009/2010,2009
Aleksandr Vasiljev,Right Winger,1992-01-23,17,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Vágner Love,Centre-Forward,1984-06-11,25,Brazil,CSKA Moscow,Premier Liga,2009/2010,2009
Tomas Necid,Centre-Forward,1989-08-13,19,Czech Republic,CSKA Moscow,Premier Liga,2009/2010,2009
Moussa Maazou,Centre-Forward,1988-08-25,20,Niger,CSKA Moscow,Premier Liga,2009/2010,2009
Seydou Doumbia,Centre-Forward,1987-12-31,21,Cote d'Ivoire,CSKA Moscow,Premier Liga,2009/2010,2009
Dmitri Ryzhov,Centre-Forward,1989-08-26,19,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Anton Zabolotny,Centre-Forward,1991-06-13,18,Russia,CSKA Moscow,Premier Liga,2009/2010,2009
Stipe Pletikosa,Goalkeeper,1979-01-08,30,Croatia,Spartak Moscow,Premier Liga,2009/2010,2009
Andrey Dikan,Goalkeeper,1977-07-16,31,Russia,Spartak Moscow,Premier Liga,2009/2010,2009
Soslan Dzhanaev,Goalkeeper,1987-03-13,22,Russia,Spartak Moscow,Premier Liga,2009/2010,2009
Sergey Pesjakov,Goalkeeper,1988-12-16,20,Russia,Spartak Moscow,Premier Liga,2009/2010,2009
Nikolay Zabolotnyi,Goalkeeper,1990-04-16,19,Russia,Spartak Moscow,Premier Liga,2009/2010,2009
Aleksandr Belenov,Goalkeeper,1986-09-13,22,Russia,Spartak Moscow,Premier Liga,2009/2010,2009
