player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Petr Cech,Goalkeeper,1982-05-20,27,Czech Republic,Chelsea FC,Premier League,2009/2010,2009
Ross Turnbull,Goalkeeper,1985-01-04,24,England,Chelsea FC,Premier League,2009/2010,2009
Henrique Hilário,Goalkeeper,1975-10-21,33,Portugal,Chelsea FC,Premier League,2009/2010,2009
Rhys Taylor,Goalkeeper,1990-04-07,19,Wales,Chelsea FC,Premier League,2009/2010,2009
Jan Sebek,Goalkeeper,1991-03-31,18,Czech Republic,Chelsea FC,Premier League,2009/2010,2009
John Terry,Centre-Back,1980-12-07,28,England,Chelsea FC,Premier League,2009/2010,2009
Ricardo Carvalho,Centre-Back,1978-05-18,31,Portugal,Chelsea FC,Premier League,2009/2010,2009
Alex,Centre-Back,1982-06-17,27,Brazil,Chelsea FC,Premier League,2009/2010,2009
Branislav Ivanovic,Centre-Back,1984-02-22,25,Serbia,Chelsea FC,Premier League,2009/2010,2009
Michael Mancienne,Centre-Back,1988-01-08,21,England,Chelsea FC,Premier League,2009/2010,2009
Jeffrey Bruma,Centre-Back,1991-11-13,17,Netherlands,Chelsea FC,Premier League,2009/2010,2009
Ashley Cole,Left-Back,1980-12-20,28,England,Chelsea FC,Premier League,2009/2010,2009
Patrick van Aanholt,Left-Back,1990-08-29,18,Netherlands,Chelsea FC,Premier League,2009/2010,2009
Bosingwa,Right-Back,1982-08-24,26,Portugal,Chelsea FC,Premier League,2009/2010,2009
Juliano Belletti,Right-Back,1976-06-20,33,Brazil,Chelsea FC,Premier League,2009/2010,2009
Paulo Ferreira,Right-Back,1979-01-18,30,Portugal,Chelsea FC,Premier League,2009/2010,2009
Michael Essien,Defensive Midfield,1982-12-03,26,Ghana,Chelsea FC,Premier League,2009/2010,2009
John Mikel Obi,Defensive Midfield,1987-04-22,22,Nigeria,Chelsea FC,Premier League,2009/2010,2009
Nemanja Matic,Defensive Midfield,1988-08-01,20,Serbia,Chelsea FC,Premier League,2009/2010,2009
Sam Hutchinson,Defensive Midfield,1989-08-03,19,England,Chelsea FC,Premier League,2009/2010,2009
Frank Lampard,Central Midfield,1978-06-20,31,England,Chelsea FC,Premier League,2009/2010,2009
Michael Ballack,Central Midfield,1976-09-26,32,Germany,Chelsea FC,Premier League,2009/2010,2009
Yuri Zhirkov,Left Midfield,1983-08-20,25,Russia,Chelsea FC,Premier League,2009/2010,2009
Scott Sinclair,Left Midfield,1989-03-25,20,England,Chelsea FC,Premier League,2009/2010,2009
Joe Cole,Attacking Midfield,1981-11-08,27,England,Chelsea FC,Premier League,2009/2010,2009
Deco,Attacking Midfield,1977-08-27,31,Portugal,Chelsea FC,Premier League,2009/2010,2009
Florent Malouda,Left Winger,1980-06-13,29,French Guiana,Chelsea FC,Premier League,2009/2010,2009
Salomon Kalou,Left Winger,1985-08-05,23,Cote d'Ivoire,Chelsea FC,Premier League,2009/2010,2009
Gaël Kakuta,Left Winger,1991-06-21,18,DR Congo,Chelsea FC,Premier League,2009/2010,2009
Fabio Borini,Left Winger,1991-03-29,18,Italy,Chelsea FC,Premier League,2009/2010,2009
Danny Philliskirk,Second Striker,1991-04-10,18,England,Chelsea FC,Premier League,2009/2010,2009
Didier Drogba,Centre-Forward,1978-03-11,31,Cote d'Ivoire,Chelsea FC,Premier League,2009/2010,2009
Nicolas Anelka,Centre-Forward,1979-03-14,30,France,Chelsea FC,Premier League,2009/2010,2009
Andrii Shevchenko,Centre-Forward,1976-09-29,32,Ukraine,Chelsea FC,Premier League,2009/2010,2009
Daniel Sturridge,Centre-Forward,1989-09-01,19,England,Chelsea FC,Premier League,2009/2010,2009
Franco Di Santo,Centre-Forward,1989-04-07,20,Argentina,Chelsea FC,Premier League,2009/2010,2009
Edwin van der Sar,Goalkeeper,1970-10-29,38,Netherlands,Manchester United,Premier League,2009/2010,2009
Tomasz Kuszczak,Goalkeeper,1982-03-20,27,Poland,Manchester United,Premier League,2009/2010,2009
Ben Foster,Goalkeeper,1983-04-03,26,England,Manchester United,Premier League,2009/2010,2009
Ben Amos,Goalkeeper,1990-04-10,19,England,Manchester United,Premier League,2009/2010,2009
Rio Ferdinand,Centre-Back,1978-11-07,30,England,Manchester United,Premier League,2009/2010,2009
Nemanja Vidic‎,Centre-Back,1981-10-21,27,Serbia,Manchester United,Premier League,2009/2010,2009
Wes Brown,Centre-Back,1979-10-13,29,England,Manchester United,Premier League,2009/2010,2009
John O'Shea,Centre-Back,1981-04-30,28,Ireland,Manchester United,Premier League,2009/2010,2009
Jonny Evans,Centre-Back,1988-01-03,21,Northern Ireland,Manchester United,Premier League,2009/2010,2009
Oliver Gill,Centre-Back,1990-09-15,18,England,Manchester United,Premier League,2009/2010,2009
Patrice Evra,Left-Back,1981-05-15,28,France,Manchester United,Premier League,2009/2010,2009
Antonio Valencia,Right-Back,1985-08-04,23,Ecuador,Manchester United,Premier League,2009/2010,2009
Rafael,Right-Back,1990-07-09,18,Brazil,Manchester United,Premier League,2009/2010,2009
Gary Neville,Right-Back,1975-02-18,34,England,Manchester United,Premier League,2009/2010,2009
Fábio,Right-Back,1990-07-09,18,Brazil,Manchester United,Premier League,2009/2010,2009
Ritchie De Laet,Right-Back,1988-11-28,20,Belgium,Manchester United,Premier League,2009/2010,2009
Michael Carrick,Defensive Midfield,1981-07-28,27,England,Manchester United,Premier League,2009/2010,2009
Owen Hargreaves,Defensive Midfield,1981-01-20,28,England,Manchester United,Premier League,2009/2010,2009
Matthew Gill,Defensive Midfield,1980-11-08,28,England,Manchester United,Premier League,2009/2010,2009
Anderson,Central Midfield,1988-04-13,21,Brazil,Manchester United,Premier League,2009/2010,2009
Darren Fletcher,Central Midfield,1984-02-01,25,Scotland,Manchester United,Premier League,2009/2010,2009
Paul Scholes,Central Midfield,1974-11-16,34,England,Manchester United,Premier League,2009/2010,2009
Darron Gibson,Central Midfield,1987-10-25,21,Ireland,Manchester United,Premier League,2009/2010,2009
Rodrigo Possebon,Central Midfield,1989-02-13,20,Italy,Manchester United,Premier League,2009/2010,2009
Magnus Wolff Eikrem,Central Midfield,1990-08-08,18,Norway,Manchester United,Premier League,2009/2010,2009
Corry Evans,Central Midfield,1990-07-30,18,Northern Ireland,Manchester United,Premier League,2009/2010,2009
Matty James,Central Midfield,1991-07-22,17,England,Manchester United,Premier League,2009/2010,2009
Ryan Giggs,Left Midfield,1973-11-29,35,Wales,Manchester United,Premier League,2009/2010,2009
Ji-sung Park,Attacking Midfield,1981-02-25,28,"Korea, South",Manchester United,Premier League,2009/2010,2009
Nani,Left Winger,1986-11-17,22,Portugal,Manchester United,Premier League,2009/2010,2009
Cameron Stewart,Left Winger,1991-04-08,18,England,Manchester United,Premier League,2009/2010,2009
Zoran Tosic,Right Winger,1987-04-28,22,Serbia,Manchester United,Premier League,2009/2010,2009
Gabriel Obertan,Right Winger,1989-02-26,20,France,Manchester United,Premier League,2009/2010,2009
Joshua King,Second Striker,1992-01-15,17,Norway,Manchester United,Premier League,2009/2010,2009
Wayne Rooney,Centre-Forward,1985-10-24,23,England,Manchester United,Premier League,2009/2010,2009
Dimitar Berbatov,Centre-Forward,1981-01-30,28,Bulgaria,Manchester United,Premier League,2009/2010,2009
Michael Owen,Centre-Forward,1979-12-14,29,England,Manchester United,Premier League,2009/2010,2009
Danny Welbeck,Centre-Forward,1990-11-26,18,England,Manchester United,Premier League,2009/2010,2009
Mame Diouf,Centre-Forward,1987-12-16,21,Senegal,Manchester United,Premier League,2009/2010,2009
Federico Macheda,Centre-Forward,1991-08-22,17,Italy,Manchester United,Premier League,2009/2010,2009
Pepe Reina,Goalkeeper,1982-08-31,26,Spain,Liverpool FC,Premier League,2009/2010,2009
Diego Cavalieri,Goalkeeper,1982-12-01,26,Brazil,Liverpool FC,Premier League,2009/2010,2009
Péter Gulácsi,Goalkeeper,1990-05-06,19,Hungary,Liverpool FC,Premier League,2009/2010,2009
Jamie Carragher,Centre-Back,1978-01-28,31,England,Liverpool FC,Premier League,2009/2010,2009
Martin Skrtel,Centre-Back,1984-12-15,24,Slovakia,Liverpool FC,Premier League,2009/2010,2009
Daniel Agger,Centre-Back,1984-12-12,24,Denmark,Liverpool FC,Premier League,2009/2010,2009
Sotiris Kyrgiakos,Centre-Back,1979-07-23,29,Greece,Liverpool FC,Premier League,2009/2010,2009
Daniel Ayala,Centre-Back,1990-11-07,18,Spain,Liverpool FC,Premier League,2009/2010,2009
Fábio Aurélio,Left-Back,1979-09-24,29,Brazil,Liverpool FC,Premier League,2009/2010,2009
Emiliano Insúa,Left-Back,1989-01-07,20,Argentina,Liverpool FC,Premier League,2009/2010,2009
Robbie Threlfall,Left-Back,1988-11-28,20,England,Liverpool FC,Premier League,2009/2010,2009
Jack Robinson,Left-Back,1993-09-01,15,England,Liverpool FC,Premier League,2009/2010,2009
Glen Johnson,Right-Back,1984-08-23,24,England,Liverpool FC,Premier League,2009/2010,2009
Philipp Degen,Right-Back,1983-02-15,26,Switzerland,Liverpool FC,Premier League,2009/2010,2009
Stephen Darby,Right-Back,1988-10-06,20,England,Liverpool FC,Premier League,2009/2010,2009
Martin Kelly,Right-Back,1990-04-27,19,England,Liverpool FC,Premier League,2009/2010,2009
Javier Mascherano,Defensive Midfield,1984-06-08,25,Argentina,Liverpool FC,Premier League,2009/2010,2009
Lucas Leiva,Defensive Midfield,1987-01-09,22,Brazil,Liverpool FC,Premier League,2009/2010,2009
Damien Plessis,Defensive Midfield,1988-03-05,21,France,Liverpool FC,Premier League,2009/2010,2009
Jay Spearing,Defensive Midfield,1988-11-25,20,England,Liverpool FC,Premier League,2009/2010,2009
Steven Gerrard,Central Midfield,1980-05-30,29,England,Liverpool FC,Premier League,2009/2010,2009
Alberto Aquilani,Central Midfield,1984-07-07,24,Italy,Liverpool FC,Premier League,2009/2010,2009
Andrea Dossena,Left Midfield,1981-09-11,27,Italy,Liverpool FC,Premier League,2009/2010,2009
Maxi Rodríguez,Left Winger,1981-01-02,28,Argentina,Liverpool FC,Premier League,2009/2010,2009
Albert Riera,Left Winger,1982-04-15,27,Spain,Liverpool FC,Premier League,2009/2010,2009
Ryan Babel,Left Winger,1986-12-19,22,Netherlands,Liverpool FC,Premier League,2009/2010,2009
Dani Pacheco,Left Winger,1991-01-05,18,Spain,Liverpool FC,Premier League,2009/2010,2009
Dirk Kuyt,Right Winger,1980-07-22,28,Netherlands,Liverpool FC,Premier League,2009/2010,2009
Yossi Benayoun,Right Winger,1980-05-05,29,Israel,Liverpool FC,Premier League,2009/2010,2009
Nabil El Zhar,Right Winger,1986-08-27,22,Morocco,Liverpool FC,Premier League,2009/2010,2009
Andrii Voronin,Second Striker,1979-07-21,29,Ukraine,Liverpool FC,Premier League,2009/2010,2009
Fernando Torres,Centre-Forward,1984-03-20,25,Spain,Liverpool FC,Premier League,2009/2010,2009
David N'Gog,Centre-Forward,1989-04-01,20,France,Liverpool FC,Premier League,2009/2010,2009
Nathan Eccleston,Centre-Forward,1990-12-30,18,England,Liverpool FC,Premier League,2009/2010,2009
Shay Given,Goalkeeper,1976-04-20,33,Ireland,Manchester City,Premier League,2009/2010,2009
Joe Hart,Goalkeeper,1987-04-19,22,England,Manchester City,Premier League,2009/2010,2009
Márton Fülöp,Goalkeeper,1983-05-03,26,Hungary,Manchester City,Premier League,2009/2010,2009
Stuart Taylor,Goalkeeper,1980-11-28,28,England,Manchester City,Premier League,2009/2010,2009
Gunnar Nielsen,Goalkeeper,1986-10-07,22,Faroe Island,Manchester City,Premier League,2009/2010,2009
Kolo Touré,Centre-Back,1981-03-19,28,Cote d'Ivoire,Manchester City,Premier League,2009/2010,2009
Joleon Lescott,Centre-Back,1982-08-16,26,England,Manchester City,Premier League,2009/2010,2009
Vincent Kompany,Centre-Back,1986-04-10,23,Belgium,Manchester City,Premier League,2009/2010,2009
Richard Dunne,Centre-Back,1979-09-21,29,Ireland,Manchester City,Premier League,2009/2010,2009
Nedum Onuoha,Centre-Back,1986-11-12,22,England,Manchester City,Premier League,2009/2010,2009
Dedryck Boyata,Centre-Back,1990-11-28,18,Belgium,Manchester City,Premier League,2009/2010,2009
Wayne Bridge,Left-Back,1980-08-05,28,England,Manchester City,Premier League,2009/2010,2009
