player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Kenneth Vermeer,Goalkeeper,1986-01-10,25,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Jasper Cillessen,Goalkeeper,1989-04-22,22,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Jeroen Verhoeven,Goalkeeper,1980-04-30,31,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Jan Vertonghen,Centre-Back,1987-04-24,24,Belgium,Ajax Amsterdam,Eredivisie,2011/2012,2011
Toby Alderweireld,Centre-Back,1989-03-02,22,Belgium,Ajax Amsterdam,Eredivisie,2011/2012,2011
Daley Blind,Centre-Back,1990-03-09,21,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
André Ooijer,Centre-Back,1974-07-11,36,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Stefano Denswil,Centre-Back,1993-05-07,18,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Nicolai Boilesen,Left-Back,1992-02-16,19,Denmark,Ajax Amsterdam,Eredivisie,2011/2012,2011
Dico Koppers,Left-Back,1992-01-31,19,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Gregory van der Wiel,Right-Back,1988-02-03,23,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Bruno Silva,Right-Back,1980-03-29,31,Uruguay,Ajax Amsterdam,Eredivisie,2011/2012,2011
Ruben Ligeon,Right-Back,1992-05-24,19,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Ricardo van Rhijn,Right-Back,1991-06-13,20,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Joël Veltman,Right-Back,1992-01-15,19,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
Vurnon Anita,Defensive Midfield,1989-04-04,22,Netherlands,Ajax Amsterdam,Eredivisie,2011/2012,2011
