player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Vaclav Hladky,Goalkeeper,1990-11-14,29,Czech Republic,Salford City,League Two,2020/2021,2020
Nick Hayes,Goalkeeper,1999-04-10,21,England,Salford City,League Two,2020/2021,2020
Di'Shon Bernard,Centre-Back,2000-10-14,20,England,Salford City,League Two,2020/2021,2020
Tom Clarke,Centre-Back,1987-12-21,32,England,Salford City,League Two,2020/2021,2020
Jordan Turnbull,Centre-Back,1994-10-31,26,England,Salford City,League Two,2020/2021,2020
Ashley Eastham,Centre-Back,1991-03-22,29,England,Salford City,League Two,2020/2021,2020
Ibou Touray,Left-Back,1994-12-24,25,The Gambia,Salford City,League Two,2020/2021,2020
Kevin Berkoe,Left-Back,2001-07-05,19,England,Salford City,League Two,2020/2021,2020
Oscar Threlkeld,Right-Back,1994-12-15,25,England,Salford City,League Two,2020/2021,2020
Tylor Golden,Right-Back,1999-11-08,20,England,Salford City,League Two,2020/2021,2020
Jason Lowe,Defensive Midfield,1991-09-02,29,England,Salford City,League Two,2020/2021,2020
Joey Jones,Defensive Midfield,1994-04-15,26,Northern Ireland,Salford City,League Two,2020/2021,2020
Darron Gibson,Central Midfield,1987-10-25,33,Ireland,Salford City,League Two,2020/2021,2020
Richie Towell,Central Midfield,1991-07-17,29,Ireland,Salford City,League Two,2020/2021,2020
Martin Smith,Central Midfield,1995-10-02,25,England,Salford City,League Two,2020/2021,2020
Luke Burgess,Central Midfield,1999-03-03,21,England,Salford City,League Two,2020/2021,2020
George Boyd,Left Winger,1985-10-02,35,Scotland,Salford City,League Two,2020/2021,2020
Ashley Hunter,Left Winger,1995-09-29,25,England,Salford City,League Two,2020/2021,2020
Bruno Andrade,Left Winger,1993-10-02,27,Portugal,Salford City,League Two,2020/2021,2020
Brandon Thomas-Asante,Left Winger,1998-12-29,21,England,Salford City,League Two,2020/2021,2020
James Wilson,Centre-Forward,1995-12-01,24,England,Salford City,League Two,2020/2021,2020
Tom Elliott,Centre-Forward,1990-11-09,29,England,Salford City,League Two,2020/2021,2020
Ian Henderson,Centre-Forward,1985-01-24,35,England,Salford City,League Two,2020/2021,2020
Luke Armstrong,Centre-Forward,1996-07-02,24,England,Salford City,League Two,2020/2021,2020
Emmanuel Dieseruvwe,Centre-Forward,1995-02-20,25,England,Salford City,League Two,2020/2021,2020
Matt Gilks,Goalkeeper,1982-06-04,38,Scotland,Bolton Wanderers,League Two,2020/2021,2020
Billy Crellin,Goalkeeper,2000-06-30,20,England,Bolton Wanderers,League Two,2020/2021,2020
Matthew Alexander,Goalkeeper,2002-05-07,18,England,Bolton Wanderers,League Two,2020/2021,2020
Alex Baptiste,Centre-Back,1986-01-31,34,England,Bolton Wanderers,League Two,2020/2021,2020
Reiss Greenidge,Centre-Back,1996-02-08,24,Guyana,Bolton Wanderers,League Two,2020/2021,2020
Ricardo Santos,Centre-Back,1995-06-18,25,Portugal,Bolton Wanderers,League Two,2020/2021,2020
George Taft,Centre-Back,1993-07-29,27,England,Bolton Wanderers,League Two,2020/2021,2020
Ryan Delaney,Centre-Back,1996-09-06,24,Ireland,Bolton Wanderers,League Two,2020/2021,2020
Harry Brockbank,Centre-Back,1998-09-26,22,England,Bolton Wanderers,League Two,2020/2021,2020
Liam Edwards,Centre-Back,1996-10-02,24,England,Bolton Wanderers,League Two,2020/2021,2020
Adam Senior,Centre-Back,2002-01-20,18,England,Bolton Wanderers,League Two,2020/2021,2020
Liam Gordon,Left-Back,1999-05-15,21,Guyana,Bolton Wanderers,League Two,2020/2021,2020
Jamie Mascoll,Left-Back,1997-03-15,23,England,Bolton Wanderers,League Two,2020/2021,2020
Gethin Jones,Right-Back,1995-10-13,25,Wales,Bolton Wanderers,League Two,2020/2021,2020
Peter Kioso,Right-Back,1999-08-15,21,Ireland,Bolton Wanderers,League Two,2020/2021,2020
Jak Hickman,Right-Back,1998-09-11,22,England,Bolton Wanderers,League Two,2020/2021,2020
Brandon Comley,Defensive Midfield,1995-11-18,24,Montserrat,Bolton Wanderers,League Two,2020/2021,2020
Sonny Graham,Defensive Midfield,2002-06-10,18,England,Bolton Wanderers,League Two,2020/2021,2020
Ali Crawford,Central Midfield,1991-07-30,29,Scotland,Bolton Wanderers,League Two,2020/2021,2020
Antoni Sarcevic,Central Midfield,1992-03-13,28,England,Bolton Wanderers,League Two,2020/2021,2020
Andrew Tutte,Central Midfield,1990-09-21,30,England,Bolton Wanderers,League Two,2020/2021,2020
Tom White,Central Midfield,1997-05-09,23,England,Bolton Wanderers,League Two,2020/2021,2020
Ronan Darcy,Attacking Midfield,2000-11-04,20,England,Bolton Wanderers,League Two,2020/2021,2020
Lloyd Isgrove,Left Winger,1993-01-12,27,Wales,Bolton Wanderers,League Two,2020/2021,2020
