player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Alphonse Areola,Goalkeeper,1993-02-27,26,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Kevin Trapp,Goalkeeper,1990-07-08,28,Germany,Paris Saint-Germain,Ligue 1,2019/2020,2019
Keylor Navas,Goalkeeper,1986-12-15,32,Costa Rica,Paris Saint-Germain,Ligue 1,2019/2020,2019
Sergio Rico,Goalkeeper,1993-09-01,25,Spain,Paris Saint-Germain,Ligue 1,2019/2020,2019
Marcin Bulka,Goalkeeper,1999-10-04,19,Poland,Paris Saint-Germain,Ligue 1,2019/2020,2019
Garissone Innocent,Goalkeeper,2000-04-16,19,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Marquinhos,Centre-Back,1994-05-14,25,Brazil,Paris Saint-Germain,Ligue 1,2019/2020,2019
Presnel Kimpembe,Centre-Back,1995-08-13,23,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Thilo Kehrer,Centre-Back,1996-09-21,22,Germany,Paris Saint-Germain,Ligue 1,2019/2020,2019
Abdou Diallo,Centre-Back,1996-05-04,23,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Tanguy Nianzou,Centre-Back,2002-06-07,17,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Thiago Silva,Centre-Back,1984-09-22,34,Brazil,Paris Saint-Germain,Ligue 1,2019/2020,2019
Loïc Mbe Soh,Centre-Back,2001-06-13,18,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Juan Bernat,Left-Back,1993-03-01,26,Spain,Paris Saint-Germain,Ligue 1,2019/2020,2019
Layvin Kurzawa,Left-Back,1992-09-04,26,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Arthur Zagre,Left-Back,2001-10-04,17,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Mitchel Bakker,Left-Back,2000-06-20,19,Netherlands,Paris Saint-Germain,Ligue 1,2019/2020,2019
Thomas Meunier,Right-Back,1991-09-12,27,Belgium,Paris Saint-Germain,Ligue 1,2019/2020,2019
Colin Dagba,Right-Back,1998-09-06,20,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
Idrissa Gueye,Defensive Midfield,1989-09-26,29,Senegal,Paris Saint-Germain,Ligue 1,2019/2020,2019
Marco Verratti,Central Midfield,1992-11-05,26,Italy,Paris Saint-Germain,Ligue 1,2019/2020,2019
Leandro Paredes,Central Midfield,1994-06-29,25,Argentina,Paris Saint-Germain,Ligue 1,2019/2020,2019
Ander Herrera,Central Midfield,1989-08-14,29,Spain,Paris Saint-Germain,Ligue 1,2019/2020,2019
Kays Ruiz-Atil,Central Midfield,2002-08-26,16,Morocco,Paris Saint-Germain,Ligue 1,2019/2020,2019
Julian Draxler,Attacking Midfield,1993-09-20,25,Germany,Paris Saint-Germain,Ligue 1,2019/2020,2019
Adil Aouchiche,Attacking Midfield,2002-07-15,16,France,Paris Saint-Germain,Ligue 1,2019/2020,2019
