player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Andrey Lunev,Goalkeeper,1991-11-13,27,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Mikhail Kerzhakov,Goalkeeper,1987-01-28,32,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Aleksandr Vasyutin,Goalkeeper,1995-03-04,24,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Nikita Goylo,Goalkeeper,1998-08-10,20,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Nikolay Rybikov,Goalkeeper,2000-01-05,19,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Daniil Odoevskiy,Goalkeeper,2003-01-22,16,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Yaroslav Rakitskiy,Centre-Back,1989-08-03,29,Ukraine,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Emanuel Mammana,Centre-Back,1996-02-10,23,Argentina,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Miha Mevlja,Centre-Back,1990-06-12,29,Slovenia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Yordan Osorio,Centre-Back,1994-05-10,25,Venezuela,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Branislav Ivanovic,Centre-Back,1984-02-22,35,Serbia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Danila Prokhin,Centre-Back,2001-05-24,18,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Douglas Santos,Left-Back,1994-03-22,25,Brazil,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Yuri Zhirkov,Left-Back,1983-08-20,35,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Vyacheslav Karavaev,Right-Back,1995-05-20,24,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Igor Smolnikov,Right-Back,1988-08-08,30,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Denis Terentjev,Right-Back,1992-08-13,26,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Wilmar Barrios,Defensive Midfield,1993-10-16,25,Colombia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Matías Kranevitter,Defensive Midfield,1993-05-21,26,Argentina,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Leon Musaev,Defensive Midfield,1999-01-25,20,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Kirill Kaplenko,Defensive Midfield,1999-06-15,20,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Daler Kuzyaev,Central Midfield,1993-01-15,26,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Magomed Ozdoev,Central Midfield,1992-11-05,26,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Christian Noboa,Central Midfield,1985-04-09,34,Ecuador,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Aleksandr Erokhin,Attacking Midfield,1989-10-13,29,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Oleg Shatov,Attacking Midfield,1990-07-29,28,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Daniil Shamkin,Attacking Midfield,2002-06-22,17,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Sergey Ivanov,Attacking Midfield,1997-01-07,22,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Sebastián Driussi,Left Winger,1996-02-09,23,Argentina,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Robert Mak,Left Winger,1991-03-08,28,Slovakia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Andrey Mostovoy,Left Winger,1997-11-05,21,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Malcom,Right Winger,1997-02-26,22,Brazil,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Emiliano Rigoni,Right Winger,1993-02-04,26,Argentina,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Aleksey Sutormin,Right Winger,1994-01-10,25,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Ilya Vorobjov,Right Winger,1999-07-11,19,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Sardar Azmoun,Centre-Forward,1995-01-01,24,Iran,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Artem Dzyuba,Centre-Forward,1988-08-22,30,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Luka Djordjevic,Centre-Forward,1994-07-09,24,Montenegro,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Maksim Bachinskiy,Centre-Forward,2000-02-02,19,Russia,Zenit St. Petersburg,Premier Liga,2019/2020,2019
Matvey Safonov,Goalkeeper,1999-02-25,20,Russia,FK Krasnodar,Premier Liga,2019/2020,2019
