player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Odysseas Vlachodimos,Goalkeeper,1994-04-26,25,Greece,SL Benfica,Liga NOS,2019/2020,2019
Mile Svilar,Goalkeeper,1999-08-27,19,Belgium,SL Benfica,Liga NOS,2019/2020,2019
Ivan Zlobin,Goalkeeper,1997-03-07,22,Russia,SL Benfica,Liga NOS,2019/2020,2019
Rúben Dias,Centre-Back,1997-05-14,22,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Ferro,Centre-Back,1997-03-26,22,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Germán Conti,Centre-Back,1994-06-03,25,Argentina,SL Benfica,Liga NOS,2019/2020,2019
Morato,Centre-Back,2001-06-30,18,Brazil,SL Benfica,Liga NOS,2019/2020,2019
Jardel,Centre-Back,1986-03-29,33,Brazil,SL Benfica,Liga NOS,2019/2020,2019
Pedro Álvaro,Centre-Back,2000-03-02,19,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Alejandro Grimaldo,Left-Back,1995-09-20,23,Spain,SL Benfica,Liga NOS,2019/2020,2019
Nuno Tavares,Left-Back,2000-01-26,19,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Tomás Tavares,Right-Back,2001-03-07,18,Portugal,SL Benfica,Liga NOS,2019/2020,2019
André Almeida,Right-Back,1990-09-10,28,Portugal,SL Benfica,Liga NOS,2019/2020,2019
João Ferreira,Right-Back,2001-03-22,18,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Tyronne Ebuehi,Right-Back,1995-12-16,23,Nigeria,SL Benfica,Liga NOS,2019/2020,2019
Julian Weigl,Defensive Midfield,1995-09-08,23,Germany,SL Benfica,Liga NOS,2019/2020,2019
Florentino,Defensive Midfield,1999-08-19,19,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Gabriel,Defensive Midfield,1993-09-18,25,Brazil,SL Benfica,Liga NOS,2019/2020,2019
Andreas Samaris,Defensive Midfield,1989-06-13,30,Greece,SL Benfica,Liga NOS,2019/2020,2019
Ljubomir Fejsa,Defensive Midfield,1988-08-14,30,Serbia,SL Benfica,Liga NOS,2019/2020,2019
Gedson Fernandes,Central Midfield,1999-01-09,20,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Tiago Dantas,Central Midfield,2000-12-24,18,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Rafa Silva,Left Midfield,1993-05-17,26,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Franco Cervi,Left Midfield,1994-05-26,25,Argentina,SL Benfica,Liga NOS,2019/2020,2019
Caio,Left Midfield,1994-04-19,25,Brazil,SL Benfica,Liga NOS,2019/2020,2019
Pizzi,Attacking Midfield,1989-10-06,29,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Chiquinho,Attacking Midfield,1995-07-19,23,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Adel Taarabt,Attacking Midfield,1989-05-24,30,Morocco,SL Benfica,Liga NOS,2019/2020,2019
David Tavares,Attacking Midfield,1999-03-19,20,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Jota,Left Winger,1999-03-30,20,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Andrija Zivkovic,Right Winger,1996-07-11,22,Serbia,SL Benfica,Liga NOS,2019/2020,2019
Gonçalo Ramos,Second Striker,2001-06-20,18,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Raúl de Tomás,Centre-Forward,1994-10-17,24,Spain,SL Benfica,Liga NOS,2019/2020,2019
Carlos Vinícius,Centre-Forward,1995-03-22,24,Brazil,SL Benfica,Liga NOS,2019/2020,2019
Haris Seferovic,Centre-Forward,1992-02-22,27,Switzerland,SL Benfica,Liga NOS,2019/2020,2019
Dyego Sousa,Centre-Forward,1989-09-14,29,Portugal,SL Benfica,Liga NOS,2019/2020,2019
Agustín Marchesín,Goalkeeper,1988-03-16,31,Argentina,FC Porto,Liga NOS,2019/2020,2019
