player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Thibaut Courtois,Goalkeeper,1992-05-11,27,Belgium,Real Madrid,LaLiga,2019/2020,2019
Alphonse Areola,Goalkeeper,1993-02-27,26,France,Real Madrid,LaLiga,2019/2020,2019
Keylor Navas,Goalkeeper,1986-12-15,32,Costa Rica,Real Madrid,LaLiga,2019/2020,2019
Diego Altube,Goalkeeper,2000-02-22,19,Spain,Real Madrid,LaLiga,2019/2020,2019
Luis López,Goalkeeper,2001-05-08,18,Spain,Real Madrid,LaLiga,2019/2020,2019
Raphaël Varane,Centre-Back,1993-04-25,26,France,Real Madrid,LaLiga,2019/2020,2019
Éder Militão,Centre-Back,1998-01-18,21,Brazil,Real Madrid,LaLiga,2019/2020,2019
Sergio Ramos,Centre-Back,1986-03-30,33,Spain,Real Madrid,LaLiga,2019/2020,2019
Nacho Fernández,Centre-Back,1990-01-18,29,Spain,Real Madrid,LaLiga,2019/2020,2019
Javi Hernández,Centre-Back,1998-05-02,21,Spain,Real Madrid,LaLiga,2019/2020,2019
Adrián de la Fuente,Centre-Back,1999-02-26,20,Spain,Real Madrid,LaLiga,2019/2020,2019
Ferland Mendy,Left-Back,1995-06-08,24,France,Real Madrid,LaLiga,2019/2020,2019
Marcelo,Left-Back,1988-05-12,31,Brazil,Real Madrid,LaLiga,2019/2020,2019
Miguel Gutiérrez,Left-Back,2001-07-27,17,Spain,Real Madrid,LaLiga,2019/2020,2019
Daniel Carvajal,Right-Back,1992-01-11,27,Spain,Real Madrid,LaLiga,2019/2020,2019
Álvaro Odriozola,Right-Back,1995-12-14,23,Spain,Real Madrid,LaLiga,2019/2020,2019
Casemiro,Defensive Midfield,1992-02-23,27,Brazil,Real Madrid,LaLiga,2019/2020,2019
Federico Valverde,Central Midfield,1998-07-22,20,Uruguay,Real Madrid,LaLiga,2019/2020,2019
Toni Kroos,Central Midfield,1990-01-04,29,Germany,Real Madrid,LaLiga,2019/2020,2019
Luka Modric,Central Midfield,1985-09-09,33,Croatia,Real Madrid,LaLiga,2019/2020,2019
Isco,Attacking Midfield,1992-04-21,27,Spain,Real Madrid,LaLiga,2019/2020,2019
James Rodríguez,Attacking Midfield,1991-07-12,27,Colombia,Real Madrid,LaLiga,2019/2020,2019
Reinier,Attacking Midfield,2002-01-19,17,Brazil,Real Madrid,LaLiga,2019/2020,2019
Brahim Díaz,Attacking Midfield,1999-08-03,19,Spain,Real Madrid,LaLiga,2019/2020,2019
Eden Hazard,Left Winger,1991-01-07,28,Belgium,Real Madrid,LaLiga,2019/2020,2019
Vinícius Júnior,Left Winger,2000-07-12,18,Brazil,Real Madrid,LaLiga,2019/2020,2019
Rodrygo,Right Winger,2001-01-09,18,Brazil,Real Madrid,LaLiga,2019/2020,2019
Gareth Bale,Right Winger,1989-07-16,29,Wales,Real Madrid,LaLiga,2019/2020,2019
Marco Asensio,Right Winger,1996-01-21,23,Spain,Real Madrid,LaLiga,2019/2020,2019
Lucas Vázquez,Right Winger,1991-07-01,28,Spain,Real Madrid,LaLiga,2019/2020,2019
Karim Benzema,Centre-Forward,1987-12-19,31,France,Real Madrid,LaLiga,2019/2020,2019
Luka Jovic,Centre-Forward,1997-12-23,21,Serbia,Real Madrid,LaLiga,2019/2020,2019
Mariano Díaz,Centre-Forward,1993-08-01,25,Spain,Real Madrid,LaLiga,2019/2020,2019
Marc-André ter Stegen,Goalkeeper,1992-04-30,27,Germany,FC Barcelona,LaLiga,2019/2020,2019
Neto,Goalkeeper,1989-07-19,29,Brazil,FC Barcelona,LaLiga,2019/2020,2019
Iñaki Peña,Goalkeeper,1999-03-02,20,Spain,FC Barcelona,LaLiga,2019/2020,2019
Arnau Tenas,Goalkeeper,2001-05-30,18,Spain,FC Barcelona,LaLiga,2019/2020,2019
Clément Lenglet,Centre-Back,1995-06-17,24,France,FC Barcelona,LaLiga,2019/2020,2019
Samuel Umtiti,Centre-Back,1993-11-14,25,France,FC Barcelona,LaLiga,2019/2020,2019
Gerard Piqué,Centre-Back,1987-02-02,32,Spain,FC Barcelona,LaLiga,2019/2020,2019
Jean-Clair Todibo,Centre-Back,1999-12-30,19,France,FC Barcelona,LaLiga,2019/2020,2019
Ronald Araújo,Centre-Back,1999-03-07,20,Uruguay,FC Barcelona,LaLiga,2019/2020,2019
Jorge Cuenca,Centre-Back,1999-11-17,19,Spain,FC Barcelona,LaLiga,2019/2020,2019
Chumi,Centre-Back,1999-03-02,20,Spain,FC Barcelona,LaLiga,2019/2020,2019
Óscar Mingueza,Centre-Back,1999-05-13,20,Spain,FC Barcelona,LaLiga,2019/2020,2019
Jordi Alba,Left-Back,1989-03-21,30,Spain,FC Barcelona,LaLiga,2019/2020,2019
Júnior Firpo,Left-Back,1996-08-22,22,Spain,FC Barcelona,LaLiga,2019/2020,2019
Sergio Akieme,Left-Back,1997-12-16,21,Equatorial Guinea,FC Barcelona,LaLiga,2019/2020,2019
Sergi Roberto,Right-Back,1992-02-07,27,Spain,FC Barcelona,LaLiga,2019/2020,2019
Nélson Semedo,Right-Back,1993-11-16,25,Portugal,FC Barcelona,LaLiga,2019/2020,2019
Moussa Wagué,Right-Back,1998-10-04,20,Senegal,FC Barcelona,LaLiga,2019/2020,2019
Dani Morer,Right-Back,1998-02-05,21,Spain,FC Barcelona,LaLiga,2019/2020,2019
Sergio Busquets,Defensive Midfield,1988-07-16,30,Spain,FC Barcelona,LaLiga,2019/2020,2019
Jandro Orellana,Defensive Midfield,2000-08-07,18,Spain,FC Barcelona,LaLiga,2019/2020,2019
Frenkie de Jong,Central Midfield,1997-05-12,22,Netherlands,FC Barcelona,LaLiga,2019/2020,2019
Arthur,Central Midfield,1996-08-12,22,Brazil,FC Barcelona,LaLiga,2019/2020,2019
Ivan Rakitic,Central Midfield,1988-03-10,31,Croatia,FC Barcelona,LaLiga,2019/2020,2019
Carles Aleñá,Central Midfield,1998-01-05,21,Spain,FC Barcelona,LaLiga,2019/2020,2019
Arturo Vidal,Central Midfield,1987-05-22,32,Chile,FC Barcelona,LaLiga,2019/2020,2019
Riqui Puig,Central Midfield,1999-08-13,19,Spain,FC Barcelona,LaLiga,2019/2020,2019
Ludovit Reis,Central Midfield,2000-06-01,19,Netherlands,FC Barcelona,LaLiga,2019/2020,2019
Monchu,Central Midfield,1999-09-13,19,Spain,FC Barcelona,LaLiga,2019/2020,2019
Rafinha,Attacking Midfield,1993-02-12,26,Brazil,FC Barcelona,LaLiga,2019/2020,2019
Ansu Fati,Left Winger,2002-10-31,16,Spain,FC Barcelona,LaLiga,2019/2020,2019
Arda Turan,Left Winger,1987-01-30,32,Turkey,FC Barcelona,LaLiga,2019/2020,2019
