player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Salvatore Sirigu,Goalkeeper,1987-01-12,27,Italy,Paris Saint-Germain,Ligue 1,2014/2015,2014
Nicolas Douchez,Goalkeeper,1980-04-22,34,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Mike Maignan,Goalkeeper,1995-07-03,18,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Mory Diaw,Goalkeeper,1993-06-22,21,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Thiago Silva,Centre-Back,1984-09-22,29,Brazil,Paris Saint-Germain,Ligue 1,2014/2015,2014
David Luiz,Centre-Back,1987-04-22,27,Brazil,Paris Saint-Germain,Ligue 1,2014/2015,2014
Marquinhos,Centre-Back,1994-05-14,20,Brazil,Paris Saint-Germain,Ligue 1,2014/2015,2014
Zoumana Camara,Centre-Back,1979-04-03,35,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Presnel Kimpembe,Centre-Back,1995-08-13,18,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Lucas Digne,Left-Back,1993-07-20,20,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Maxwell,Left-Back,1981-08-27,32,Brazil,Paris Saint-Germain,Ligue 1,2014/2015,2014
Sébastien Atlan,Left-Back,1984-11-14,29,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Gregory van der Wiel,Right-Back,1988-02-03,26,Netherlands,Paris Saint-Germain,Ligue 1,2014/2015,2014
Serge Aurier,Right-Back,1992-12-24,21,Cote d'Ivoire,Paris Saint-Germain,Ligue 1,2014/2015,2014
Thiago Motta,Defensive Midfield,1982-08-28,31,Italy,Paris Saint-Germain,Ligue 1,2014/2015,2014
Clément Chantôme,Defensive Midfield,1987-09-11,26,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Yohan Cabaye,Central Midfield,1986-01-14,28,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Blaise Matuidi,Central Midfield,1987-04-09,27,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Marco Verratti,Central Midfield,1992-11-05,21,Italy,Paris Saint-Germain,Ligue 1,2014/2015,2014
Adrien Rabiot,Central Midfield,1995-04-03,19,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
Franck Bambock,Central Midfield,1995-04-07,19,France,Paris Saint-Germain,Ligue 1,2014/2015,2014
