player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Andrés Fernández,Goalkeeper,1986-12-17,27,Spain,FC Porto,Liga NOS,2014/2015,2014
Helton,Goalkeeper,1978-05-18,36,Brazil,FC Porto,Liga NOS,2014/2015,2014
Fabiano,Goalkeeper,1988-02-29,26,Brazil,FC Porto,Liga NOS,2014/2015,2014
Ricardo Nunes,Goalkeeper,1982-07-06,31,Portugal,FC Porto,Liga NOS,2014/2015,2014
Maicon,Centre-Back,1988-09-14,25,Brazil,FC Porto,Liga NOS,2014/2015,2014
Diego Reyes,Centre-Back,1992-09-19,21,Mexico,FC Porto,Liga NOS,2014/2015,2014
Bruno Martins Indi,Centre-Back,1992-02-08,22,Netherlands,FC Porto,Liga NOS,2014/2015,2014
Iván Marcano,Centre-Back,1987-06-23,27,Spain,FC Porto,Liga NOS,2014/2015,2014
Alex Sandro,Left-Back,1991-01-26,23,Brazil,FC Porto,Liga NOS,2014/2015,2014
José Ángel,Left-Back,1989-09-05,24,Spain,FC Porto,Liga NOS,2014/2015,2014
Danilo,Right-Back,1991-07-15,22,Brazil,FC Porto,Liga NOS,2014/2015,2014
Ricardo Pereira,Right-Back,1993-10-06,20,Portugal,FC Porto,Liga NOS,2014/2015,2014
Casemiro,Defensive Midfield,1992-02-23,22,Brazil,FC Porto,Liga NOS,2014/2015,2014
Rúben Neves,Defensive Midfield,1997-03-13,17,Portugal,FC Porto,Liga NOS,2014/2015,2014
Óliver Torres,Central Midfield,1994-11-10,19,Spain,FC Porto,Liga NOS,2014/2015,2014
Héctor Herrera,Central Midfield,1990-04-19,24,Mexico,FC Porto,Liga NOS,2014/2015,2014
José Campaña,Central Midfield,1993-05-31,21,Spain,FC Porto,Liga NOS,2014/2015,2014
Hernâni,Right Midfield,1991-08-20,22,Portugal,FC Porto,Liga NOS,2014/2015,2014
Adrián López,Left Midfield,1988-01-08,26,Spain,FC Porto,Liga NOS,2014/2015,2014
Kayembe,Left Midfield,1994-08-08,19,Belgium,FC Porto,Liga NOS,2014/2015,2014
Juan Quintero,Attacking Midfield,1993-01-18,21,Colombia,FC Porto,Liga NOS,2014/2015,2014
Evandro,Attacking Midfield,1986-08-23,27,Brazil,FC Porto,Liga NOS,2014/2015,2014
Cristian Tello,Left Winger,1991-08-11,22,Spain,FC Porto,Liga NOS,2014/2015,2014
Yacine Brahimi,Left Winger,1990-02-08,24,Algeria,FC Porto,Liga NOS,2014/2015,2014
Ivo Rodrigues,Left Winger,1995-03-30,19,Portugal,FC Porto,Liga NOS,2014/2015,2014
Kelvin,Right Winger,1993-06-01,21,Brazil,FC Porto,Liga NOS,2014/2015,2014
Ricardo Quaresma,Right Winger,1983-09-26,30,Portugal,FC Porto,Liga NOS,2014/2015,2014
Jackson Martínez,Centre-Forward,1986-10-03,27,Colombia,FC Porto,Liga NOS,2014/2015,2014
Vincent Aboubakar,Centre-Forward,1992-01-22,22,Cameroon,FC Porto,Liga NOS,2014/2015,2014
Gonçalo Paciência,Centre-Forward,1994-08-01,19,Portugal,FC Porto,Liga NOS,2014/2015,2014
Artur Moraes,Goalkeeper,1981-01-25,33,Brazil,SL Benfica,Liga NOS,2014/2015,2014
