player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Yuri Lodygin,Goalkeeper,1990-05-26,24,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Vyacheslav Malafeev,Goalkeeper,1979-03-04,35,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Egor Baburin,Goalkeeper,1993-08-09,20,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Aleksandr Vasyutin,Goalkeeper,1995-03-04,19,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Maksim Rudakov,Goalkeeper,1996-01-22,18,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Ezequiel Garay,Centre-Back,1986-10-10,27,Argentina,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Nicolas Lombaerts,Centre-Back,1985-03-20,29,Belgium,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Tomas Hubocan,Centre-Back,1985-09-17,28,Slovakia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Luís Neto,Centre-Back,1988-05-26,26,Portugal,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Dzhamaldin Khodzhaniyazov,Centre-Back,1996-07-18,17,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Ilya Zuev,Centre-Back,1994-01-25,20,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Domenico Criscito,Left-Back,1986-12-30,27,Italy,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Milan Rodic,Left-Back,1991-04-02,23,Serbia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Igor Smolnikov,Right-Back,1988-08-08,25,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Aleksandr Anyukov,Right-Back,1982-09-28,31,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Denis Terentjev,Right-Back,1992-08-13,21,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Kirill Kostin,Right-Back,1994-03-25,20,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Axel Witsel,Defensive Midfield,1989-01-12,25,Belgium,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Javi García,Defensive Midfield,1987-02-08,27,Spain,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Anatoliy Tymoshchuk,Defensive Midfield,1979-03-30,35,Ukraine,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Viktor Faizulin,Central Midfield,1986-04-22,28,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Aleksandr Ryazantsev,Central Midfield,1986-09-05,27,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Pavel Mogilevets,Central Midfield,1993-01-25,21,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Aleksey Evseev,Central Midfield,1994-03-30,20,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Oleg Shatov,Left Midfield,1990-07-29,23,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Danny,Attacking Midfield,1983-08-07,30,Portugal,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Ivan Solovjev,Left Winger,1993-03-29,21,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Danila Yashchuk,Left Winger,1995-03-13,19,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Hulk,Right Winger,1986-07-25,27,Brazil,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Andrey Arshavin,Second Striker,1981-05-29,33,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
José Salomón Rondón,Centre-Forward,1989-09-16,24,Venezuela,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Aleksandr Kerzhakov,Centre-Forward,1982-11-27,31,Russia,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Ramil Sheydaev,Centre-Forward,1996-03-15,18,Azerbaijan,Zenit St. Petersburg,Premier Liga,2014/2015,2014
Igor Akinfeev,Goalkeeper,1986-04-08,28,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Sergey Chepchugov,Goalkeeper,1985-07-15,28,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Ilya Pomazun,Goalkeeper,1996-08-16,17,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Vasili Berezutski,Centre-Back,1982-06-20,32,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Aleksey Berezutski,Centre-Back,1982-06-20,32,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Sergey Ignashevich,Centre-Back,1979-07-14,34,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Nikita Chernov,Centre-Back,1996-01-14,18,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Georgi Schennikov,Left-Back,1991-04-27,23,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Pavel Kotov,Left-Back,1995-06-21,19,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Mário Fernandes,Right-Back,1990-09-19,23,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Kirill Nababkin,Right-Back,1986-09-08,27,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Anatoli Nikolaesh,Right-Back,1996-04-17,18,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Pontus Wernbloom,Defensive Midfield,1986-06-25,28,Sweden,CSKA Moscow,Premier Liga,2014/2015,2014
Aleksandrs Cauna,Defensive Midfield,1988-01-19,26,Latvia,CSKA Moscow,Premier Liga,2014/2015,2014
Gaël Ondoua,Defensive Midfield,1995-11-04,18,Cameroon,CSKA Moscow,Premier Liga,2014/2015,2014
Alan Dzagoev,Central Midfield,1990-06-17,24,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Bibras Natcho,Central Midfield,1988-02-18,26,Israel,CSKA Moscow,Premier Liga,2014/2015,2014
Nikolay Dergachev,Central Midfield,1994-05-24,20,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Steven Zuber,Left Midfield,1991-08-17,22,Switzerland,CSKA Moscow,Premier Liga,2014/2015,2014
Dmitri Efremov,Left Midfield,1995-04-01,19,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Roman Eremenko,Attacking Midfield,1987-03-19,27,Finland,CSKA Moscow,Premier Liga,2014/2015,2014
Georgi Milanov,Attacking Midfield,1992-02-19,22,Bulgaria,CSKA Moscow,Premier Liga,2014/2015,2014
Svyatoslav Georgievski,Attacking Midfield,1995-08-21,18,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Aleksandr Golovin,Attacking Midfield,1996-05-30,18,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Vitinho,Left Winger,1993-10-09,20,Brazil,CSKA Moscow,Premier Liga,2014/2015,2014
Zoran Tosic,Right Winger,1987-04-28,27,Serbia,CSKA Moscow,Premier Liga,2014/2015,2014
Sekou Oliseh,Right Winger,1990-06-05,24,Liberia,CSKA Moscow,Premier Liga,2014/2015,2014
Aleksandr Makarov,Right Winger,1996-04-24,18,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Kirill Panchenko,Second Striker,1989-10-16,24,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Seydou Doumbia,Centre-Forward,1987-12-31,26,Cote d'Ivoire,CSKA Moscow,Premier Liga,2014/2015,2014
Ahmed Musa,Centre-Forward,1992-10-14,21,Nigeria,CSKA Moscow,Premier Liga,2014/2015,2014
Konstantin Bazelyuk,Centre-Forward,1993-04-12,21,Russia,CSKA Moscow,Premier Liga,2014/2015,2014
Carlos Strandberg,Centre-Forward,1996-04-14,18,Sweden,CSKA Moscow,Premier Liga,2014/2015,2014
Vladimir Gabulov,Goalkeeper,1983-10-19,30,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Anton Shunin,Goalkeeper,1987-01-27,27,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Roman Berezovskiy,Goalkeeper,1974-08-05,39,Armenia,Dinamo Moscow,Premier Liga,2014/2015,2014
Igor Leshchuk,Goalkeeper,1996-02-20,18,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Christopher Samba,Centre-Back,1984-03-28,30,Congo,Dinamo Moscow,Premier Liga,2014/2015,2014
Douglas,Centre-Back,1988-01-12,26,Netherlands,Dinamo Moscow,Premier Liga,2014/2015,2014
Tomas Hubocan,Centre-Back,1985-09-17,28,Slovakia,Dinamo Moscow,Premier Liga,2014/2015,2014
Vladimir Granat,Centre-Back,1987-05-22,27,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Egor Danilkin,Centre-Back,1995-08-01,18,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Artem Yarmolitskiy,Centre-Back,1994-04-10,20,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Alexander Büttner,Left-Back,1989-02-11,25,Netherlands,Dinamo Moscow,Premier Liga,2014/2015,2014
Grigori Morozov,Left-Back,1994-06-06,20,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Aleksey Kozlov,Right-Back,1986-12-25,27,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Stanislav Manolev,Right-Back,1985-12-16,28,Bulgaria,Dinamo Moscow,Premier Liga,2014/2015,2014
Boris Rotenberg,Right-Back,1986-05-19,28,Finland,Dinamo Moscow,Premier Liga,2014/2015,2014
Dmitri Zhivoglyadov,Right-Back,1994-05-29,20,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
Igor Denisov,Defensive Midfield,1984-05-17,30,Russia,Dinamo Moscow,Premier Liga,2014/2015,2014
