player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Salvatore Sirigu,Goalkeeper,1987-01-12,26,Italy,Paris Saint-Germain,Ligue 1,2013/2014,2013
Nicolas Douchez,Goalkeeper,1980-04-22,33,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Alphonse Areola,Goalkeeper,1993-02-27,20,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Mike Maignan,Goalkeeper,1995-07-03,17,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Mory Diaw,Goalkeeper,1993-06-22,20,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Thiago Silva,Centre-Back,1984-09-22,28,Brazil,Paris Saint-Germain,Ligue 1,2013/2014,2013
Mamadou Sakho,Centre-Back,1990-02-13,23,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Marquinhos,Centre-Back,1994-05-14,19,Brazil,Paris Saint-Germain,Ligue 1,2013/2014,2013
Alex,Centre-Back,1982-06-17,31,Brazil,Paris Saint-Germain,Ligue 1,2013/2014,2013
Zoumana Camara,Centre-Back,1979-04-03,34,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Kalifa Traoré,Centre-Back,1991-02-16,22,Mali,Paris Saint-Germain,Ligue 1,2013/2014,2013
Antoine Conte,Centre-Back,1994-01-29,19,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Lucas Digne,Left-Back,1993-07-20,19,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Maxwell,Left-Back,1981-08-27,31,Brazil,Paris Saint-Germain,Ligue 1,2013/2014,2013
Gregory van der Wiel,Right-Back,1988-02-03,25,Netherlands,Paris Saint-Germain,Ligue 1,2013/2014,2013
Christophe Jallet,Right-Back,1983-10-31,29,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Youssouf Sabaly,Right-Back,1993-03-05,20,Senegal,Paris Saint-Germain,Ligue 1,2013/2014,2013
Jordan Ikoko,Right-Back,1994-02-03,19,DR Congo,Paris Saint-Germain,Ligue 1,2013/2014,2013
Thiago Motta,Defensive Midfield,1982-08-28,30,Italy,Paris Saint-Germain,Ligue 1,2013/2014,2013
Clément Chantôme,Defensive Midfield,1987-09-11,25,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Blaise Matuidi,Central Midfield,1987-04-09,26,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Yohan Cabaye,Central Midfield,1986-01-14,27,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Marco Verratti,Central Midfield,1992-11-05,20,Italy,Paris Saint-Germain,Ligue 1,2013/2014,2013
Adrien Rabiot,Central Midfield,1995-04-03,18,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Javier Pastore,Attacking Midfield,1989-06-20,24,Argentina,Paris Saint-Germain,Ligue 1,2013/2014,2013
Kingsley Coman,Left Winger,1996-06-13,17,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Lucas Moura,Right Winger,1992-08-13,20,Brazil,Paris Saint-Germain,Ligue 1,2013/2014,2013
Ezequiel Lavezzi,Second Striker,1985-05-03,28,Argentina,Paris Saint-Germain,Ligue 1,2013/2014,2013
Jérémy Ménez,Second Striker,1987-05-07,26,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Hervin Ongenda,Second Striker,1995-06-24,18,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Edinson Cavani,Centre-Forward,1987-02-14,26,Uruguay,Paris Saint-Germain,Ligue 1,2013/2014,2013
Zlatan Ibrahimovic,Centre-Forward,1981-10-03,31,Sweden,Paris Saint-Germain,Ligue 1,2013/2014,2013
Jean-Christophe Bahebeck,Centre-Forward,1993-05-01,20,France,Paris Saint-Germain,Ligue 1,2013/2014,2013
Sergio Romero,Goalkeeper,1987-02-22,26,Argentina,AS Monaco,Ligue 1,2013/2014,2013
Danijel Subasic,Goalkeeper,1984-10-27,28,Croatia,AS Monaco,Ligue 1,2013/2014,2013
Martin Sourzac,Goalkeeper,1992-03-25,21,France,AS Monaco,Ligue 1,2013/2014,2013
Marc-Aurèle Caillard,Goalkeeper,1994-05-12,19,France,AS Monaco,Ligue 1,2013/2014,2013
Sébastien Chabbert,Goalkeeper,1978-05-15,35,France,AS Monaco,Ligue 1,2013/2014,2013
Flavio Roma,Goalkeeper,1974-06-21,39,Italy,AS Monaco,Ligue 1,2013/2014,2013
Axel Maraval,Goalkeeper,1993-10-20,19,France,AS Monaco,Ligue 1,2013/2014,2013
Aymen Abdennour,Centre-Back,1989-08-06,23,Tunisia,AS Monaco,Ligue 1,2013/2014,2013
Nicolas Isimat-Mirin,Centre-Back,1991-11-15,21,France,AS Monaco,Ligue 1,2013/2014,2013
Gary Kagelmacher,Centre-Back,1988-04-21,25,Uruguay,AS Monaco,Ligue 1,2013/2014,2013
Andrea Raggi,Centre-Back,1984-06-24,29,Italy,AS Monaco,Ligue 1,2013/2014,2013
