player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Alphonse Areola,Goalkeeper,1993-02-27,26,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Gianluigi Buffon,Goalkeeper,1978-01-28,41,Italy,Paris Saint-Germain,Ligue 1,2018/2019,2018
Sébastien Cibois,Goalkeeper,1998-03-02,21,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Marquinhos,Centre-Back,1994-05-14,25,Brazil,Paris Saint-Germain,Ligue 1,2018/2019,2018
Thilo Kehrer,Centre-Back,1996-09-21,22,Germany,Paris Saint-Germain,Ligue 1,2018/2019,2018
Presnel Kimpembe,Centre-Back,1995-08-13,23,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Thiago Silva,Centre-Back,1984-09-22,34,Brazil,Paris Saint-Germain,Ligue 1,2018/2019,2018
Loïc Mbe Soh,Centre-Back,2001-06-13,17,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Layvin Kurzawa,Left-Back,1992-09-04,26,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Juan Bernat,Left-Back,1993-03-01,26,Spain,Paris Saint-Germain,Ligue 1,2018/2019,2018
Stanley N'Soki,Left-Back,1999-04-09,20,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Thomas Meunier,Right-Back,1991-09-12,27,Belgium,Paris Saint-Germain,Ligue 1,2018/2019,2018
Colin Dagba,Right-Back,1998-09-06,20,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Dani Alves,Right-Back,1983-05-06,36,Brazil,Paris Saint-Germain,Ligue 1,2018/2019,2018
Leandro Paredes,Defensive Midfield,1994-06-29,24,Argentina,Paris Saint-Germain,Ligue 1,2018/2019,2018
Marco Verratti,Central Midfield,1992-11-05,26,Italy,Paris Saint-Germain,Ligue 1,2018/2019,2018
Adrien Rabiot,Central Midfield,1995-04-03,24,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Christopher Nkunku,Central Midfield,1997-11-14,21,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Julian Draxler,Attacking Midfield,1993-09-20,25,Germany,Paris Saint-Germain,Ligue 1,2018/2019,2018
Neymar,Left Winger,1992-02-05,27,Brazil,Paris Saint-Germain,Ligue 1,2018/2019,2018
Moussa Diaby,Left Winger,1999-07-07,19,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Ángel Di María,Right Winger,1988-02-14,31,Argentina,Paris Saint-Germain,Ligue 1,2018/2019,2018
Kylian Mbappé,Centre-Forward,1998-12-20,20,France,Paris Saint-Germain,Ligue 1,2018/2019,2018
Edinson Cavani,Centre-Forward,1987-02-14,32,Uruguay,Paris Saint-Germain,Ligue 1,2018/2019,2018
Timothy Weah,Centre-Forward,2000-02-22,19,United States,Paris Saint-Germain,Ligue 1,2018/2019,2018
Eric Maxim Choupo-Moting,Centre-Forward,1989-03-23,30,Cameroon,Paris Saint-Germain,Ligue 1,2018/2019,2018
Anthony Lopes,Goalkeeper,1990-10-01,28,Portugal,Olympique Lyon,Ligue 1,2018/2019,2018
Mathieu Gorgelin,Goalkeeper,1990-08-05,28,France,Olympique Lyon,Ligue 1,2018/2019,2018
Anthony Racioppi,Goalkeeper,1998-12-31,20,Switzerland,Olympique Lyon,Ligue 1,2018/2019,2018
Jason Denayer,Centre-Back,1995-06-28,23,Belgium,Olympique Lyon,Ligue 1,2018/2019,2018
Marcelo,Centre-Back,1987-05-20,32,Brazil,Olympique Lyon,Ligue 1,2018/2019,2018
Mapou Yanga-Mbiwa,Centre-Back,1989-05-15,30,France,Olympique Lyon,Ligue 1,2018/2019,2018
Oumar Solet,Centre-Back,2000-02-07,19,France,Olympique Lyon,Ligue 1,2018/2019,2018
Jérémy Morel,Centre-Back,1984-04-02,35,Madagascar,Olympique Lyon,Ligue 1,2018/2019,2018
Ferland Mendy,Left-Back,1995-06-08,24,France,Olympique Lyon,Ligue 1,2018/2019,2018
Marçal,Left-Back,1989-02-19,30,Brazil,Olympique Lyon,Ligue 1,2018/2019,2018
Léo Dubois,Right-Back,1994-09-14,24,France,Olympique Lyon,Ligue 1,2018/2019,2018
Rafael,Right-Back,1990-07-09,28,Brazil,Olympique Lyon,Ligue 1,2018/2019,2018
Kenny Tete,Right-Back,1995-10-09,23,Netherlands,Olympique Lyon,Ligue 1,2018/2019,2018
Lucas Tousart,Defensive Midfield,1997-04-29,22,France,Olympique Lyon,Ligue 1,2018/2019,2018
Tanguy Ndombélé,Central Midfield,1996-12-28,22,France,Olympique Lyon,Ligue 1,2018/2019,2018
Houssem Aouar,Central Midfield,1998-06-30,20,France,Olympique Lyon,Ligue 1,2018/2019,2018
Pape Cheikh,Central Midfield,1997-08-08,21,Spain,Olympique Lyon,Ligue 1,2018/2019,2018
Olivier Kemen,Central Midfield,1996-07-20,22,France,Olympique Lyon,Ligue 1,2018/2019,2018
Maxence Caqueret,Central Midfield,2000-02-15,19,France,Olympique Lyon,Ligue 1,2018/2019,2018
Nabil Fekir,Attacking Midfield,1993-07-18,25,France,Olympique Lyon,Ligue 1,2018/2019,2018
Martin Terrier,Left Winger,1997-03-04,22,France,Olympique Lyon,Ligue 1,2018/2019,2018
Bertrand Traoré,Right Winger,1995-09-06,23,Burkina Faso,Olympique Lyon,Ligue 1,2018/2019,2018
Maxwel Cornet,Right Winger,1996-09-27,22,Cote d'Ivoire,Olympique Lyon,Ligue 1,2018/2019,2018
Memphis Depay,Centre-Forward,1994-02-13,25,Netherlands,Olympique Lyon,Ligue 1,2018/2019,2018
Moussa Dembélé,Centre-Forward,1996-07-12,22,France,Olympique Lyon,Ligue 1,2018/2019,2018
Lenny Pintor,Centre-Forward,2000-08-05,18,France,Olympique Lyon,Ligue 1,2018/2019,2018
Amine Gouiri,Centre-Forward,2000-02-16,19,France,Olympique Lyon,Ligue 1,2018/2019,2018
Danijel Subasic,Goalkeeper,1984-10-27,34,Croatia,AS Monaco,Ligue 1,2018/2019,2018
Seydou Sy,Goalkeeper,1995-12-12,23,Senegal,AS Monaco,Ligue 1,2018/2019,2018
Diego Benaglio,Goalkeeper,1983-09-08,35,Switzerland,AS Monaco,Ligue 1,2018/2019,2018
