shirt_number,position,player_name,date_of_birth,age,nationality,club_name,league_name,season,year
88,Centre-Forward,Pavel Pogrebnyak,1983-11-08,35,Russia,Ural Yekaterinburg,Premier Liga,2018/2019,2018
14,Goalkeeper,Evgeni Konyukhov,1986-11-21,32,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
81,Goalkeeper,Bogdan Ovsyannikov,1999-01-05,20,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
1,Goalkeeper,Sergey Ryzhikov,1980-09-19,38,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
90,Centre-Back,Taras Burlak,1990-02-22,29,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
18,Centre-Back,Agustín Rogel,1997-10-17,21,Uruguay,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
5,Centre-Back,Miral Samardzic,1987-02-17,32,Slovenia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
95,Centre-Back,Maksim Karpov,1995-03-17,24,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
39,Left-Back,Vitali Denisov,1987-02-23,32,Uzbekistan,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
2,Left-Back,Vladimir Poluyakhtov,1989-07-11,29,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
15,Right-Back,Georgi Zotov,1990-01-12,29,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
49,Right-Back,Roman Shishkin,1987-01-27,32,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
44,Right-Back,Nikita Chicherin,1990-08-18,28,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
17,Right-Back,Mikhail Tikhonov,1998-07-17,20,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
20,Defensive Midfield,Srdjan Mijailovic,1993-11-10,25,Serbia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
40,Defensive Midfield,Artem Timofeev,1994-01-12,25,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
13,Defensive Midfield,Mohammed Rabiu,1989-12-31,29,Ghana,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
28,Central Midfield,Paul Anton,1991-05-10,28,Romania,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
78,Central Midfield,Gennadi Kiselev,1999-01-03,20,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
31,Left Midfield,Denis Tkachuk,1989-07-02,29,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
10,Attacking Midfield,Jano Ananidze,1992-10-10,26,Georgia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
70,Left Winger,Anton Zinkovskiy,1996-04-14,23,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
91,Left Winger,Pavel Yakovlev,1991-04-07,28,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
19,Right Winger,Aleksandr Samedov,1984-07-19,34,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
99,Centre-Forward,Maksim Kanunnikov,1991-07-14,27,Russia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
11,Centre-Forward,Ramil Sheydaev,1996-03-15,23,Azerbaijan,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
22,Centre-Forward,Vanja Vucicevic,1998-03-22,21,Serbia,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
8,Centre-Forward,Sergey Kornilenko,1983-06-14,35,Belarus,Krylya Sovetov Samara,Premier Liga,2018/2019,2018
56,Goalkeeper,Aleksandr Dovbnya,1987-04-10,32,Russia,FK Orenburg,Premier Liga,2018/2019,2018
91,Goalkeeper,Evgeni Frolov,1988-02-05,31,Russia,FK Orenburg,Premier Liga,2018/2019,2018
1,Goalkeeper,Aleksandr Rudenko,1993-03-04,26,Russia,FK Orenburg,Premier Liga,2018/2019,2018
3,Centre-Back,Mikhail Sivakov,1988-01-16,31,Belarus,FK Orenburg,Premier Liga,2018/2019,2018
6,Centre-Back,Silvije Begic,1993-06-03,26,Croatia,FK Orenburg,Premier Liga,2018/2019,2018
31,Centre-Back,Vitali Shakhov,1991-01-09,28,Russia,FK Orenburg,Premier Liga,2018/2019,2018
60,Centre-Back,Saveli Kozlov,1997-01-19,22,Russia,FK Orenburg,Premier Liga,2018/2019,2018
15,Centre-Back,Dmitri Andreev,1980-09-26,38,Russia,FK Orenburg,Premier Liga,2018/2019,2018
58,Centre-Back,Ade,1982-09-18,36,Russia,FK Orenburg,Premier Liga,2018/2019,2018
13,Left-Back,Sergey Terekhov,1990-06-27,28,Russia,FK Orenburg,Premier Liga,2018/2019,2018
12,Right-Back,Andrey Malykh,1988-08-24,30,Russia,FK Orenburg,Premier Liga,2018/2019,2018
29,Defensive Midfield,Vadim Afonin,1987-09-29,31,Uzbekistan,FK Orenburg,Premier Liga,2018/2019,2018
66,Defensive Midfield,Mikhail Bakaev,1987-08-05,31,Russia,FK Orenburg,Premier Liga,2018/2019,2018
86,Defensive Midfield,Grigori Chirkin,1986-02-26,33,Russia,FK Orenburg,Premier Liga,2018/2019,2018
10,Central Midfield,Denis Popovic,1989-10-15,29,Slovenia,FK Orenburg,Premier Liga,2018/2019,2018
8,Central Midfield,Danijel Miskic,1993-10-11,25,Croatia,FK Orenburg,Premier Liga,2018/2019,2018
77,Central Midfield,Nikita Malyarov,1989-10-23,29,Russia,FK Orenburg,Premier Liga,2018/2019,2018
23,Central Midfield,Sergey Breev,1987-04-22,32,Russia,FK Orenburg,Premier Liga,2018/2019,2018
16,Attacking Midfield,Ricardo Alves,1993-03-25,26,Portugal,FK Orenburg,Premier Liga,2018/2019,2018
19,Right Winger,Aleksey Sutormin,1994-01-10,25,Russia,FK Orenburg,Premier Liga,2018/2019,2018
32,Right Winger,Artem Kulishev,1993-08-26,25,Russia,FK Orenburg,Premier Liga,2018/2019,2018
7,Centre-Forward,Djordje Despotovic,1992-03-04,27,Serbia,FK Orenburg,Premier Liga,2018/2019,2018
9,Centre-Forward,Andrey Kozlov,1989-02-23,30,Russia,FK Orenburg,Premier Liga,2018/2019,2018
11,Centre-Forward,Andrea Chukanov,1995-12-18,23,Russia,FK Orenburg,Premier Liga,2018/2019,2018
88,Centre-Forward,Artem Galadzhan,1998-05-22,21,Russia,FK Orenburg,Premier Liga,2018/2019,2018
55,Goalkeeper,David Yurchenko,1986-03-27,33,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
1,Goalkeeper,Yuri Nesterenko,1991-06-12,27,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
13,Centre-Back,Aleksey Gritsaenko,1995-05-25,24,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
63,Centre-Back,Ali Gadzhibekov,1989-08-06,29,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
2,Left-Back,Valeri Kichin,1992-10-12,26,Kyrgyzstan,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
94,Right-Back,Oleg Danchenko,1994-08-01,24,Ukraine,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
3,Right-Back,Dmitri Yatchenko,1986-08-25,32,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
23,Defensive Midfield,Babacar Sarr,1991-02-15,28,Senegal,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
8,Defensive Midfield,Fegor Ogude,1987-07-29,31,Nigeria,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
27,Defensive Midfield,Pavel Rozhkov,1986-12-31,32,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
5,Central Midfield,Pavel Komolov,1989-03-10,30,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
7,Central Midfield,Aleksandr Zotov,1990-08-27,28,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
21,Central Midfield,Egor Ivanov,1992-06-19,26,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
6,Central Midfield,Dmitri Torbinski,1984-04-28,35,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
14,Central Midfield,Maksim Semakin,1983-10-26,35,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
17,Right Midfield,Konstantin Savichev,1994-03-06,25,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
10,Right Midfield,Mikhail Komkov,1984-10-01,34,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
83,Left Midfield,Aleksandr Kharitonov,1983-04-04,36,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
77,Right Winger,Mikhail Kostyukov,1991-08-09,27,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
78,Right Winger,Arsen Khubulov,1990-12-13,28,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
36,Right Winger,Stanislav Matyash,1991-04-23,28,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
9,Centre-Forward,Aleksandr Sobolev,1997-03-07,22,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
11,Centre-Forward,Artur Sarkisov,1987-01-19,32,Armenia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
48,Centre-Forward,Aleksandr Kutjin,1986-02-13,33,Russia,Enisey Krasnoyarsk,Premier Liga,2018/2019,2018
22,Goalkeeper,Yuri Dyupin,1988-03-17,31,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
1,Goalkeeper,Aleksandr Budakov,1985-02-10,34,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
28,Centre-Back,Pavel Kaloshin,1998-03-13,21,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
4,Centre-Back,Anton Belov,1996-05-02,23,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
3,Centre-Back,Igor Udalyi,1984-12-08,34,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
21,Centre-Back,Dmitri Belorukov,1983-03-24,36,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
30,Left-Back,Evgeni Gapon,1991-04-20,28,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
25,Left-Back,Magomed Elmurzaev,1997-06-16,21,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
50,Left-Back,Nikita Chistyakov,2000-08-08,18,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
57,Right-Back,Magomednabi Yagyaev,1999-08-13,19,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
29,Defensive Midfield,Gaël Ondoua,1995-11-04,23,Cameroon,Anzhi Makhachkala,Premier Liga,2018/2019,2018
8,Defensive Midfield,Shakhban Gaydarov,1997-01-21,22,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
99,Central Midfield,Kamil Zakirov,1998-11-15,20,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
5,Central Midfield,Vladislav Kulik,1985-02-27,34,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
97,Right Midfield,Magomed Magomedov,1997-07-22,21,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
13,Left Midfield,Roland Gigolaev,1990-01-04,29,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
10,Attacking Midfield,Adlan Katsaev,1988-02-20,31,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
6,Left Winger,Ivan Markelov,1988-04-17,31,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
23,Right Winger,Nikita Andreev,1997-11-02,21,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
9,Centre-Forward,Andrés Ponce,1996-11-11,22,Venezuela,Anzhi Makhachkala,Premier Liga,2018/2019,2018
7,Centre-Forward,Juan Lescano,1992-10-29,26,Argentina,Anzhi Makhachkala,Premier Liga,2018/2019,2018
19,Centre-Forward,Pavel Dolgov,1996-08-16,22,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
17,Centre-Forward,Ivan Ivanchenko,1998-09-07,20,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
14,Centre-Forward,Gamid Agalarov,2000-07-16,18,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
18,Centre-Forward,Apti Akhyadov,1993-08-24,25,Russia,Anzhi Makhachkala,Premier Liga,2018/2019,2018
