player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Paddy Kenny,Goalkeeper,1978-05-17,29,Ireland,Sheffield United,Championship,2007/2008,2007
Paul Gerrard,Goalkeeper,1973-01-22,34,England,Sheffield United,Championship,2007/2008,2007
Ian Bennett,Goalkeeper,1971-10-10,35,England,Sheffield United,Championship,2007/2008,2007
Jamie Annerson,Goalkeeper,1988-06-21,19,England,Sheffield United,Championship,2007/2008,2007
Ugo Ehiogu,Centre-Back,1972-11-03,34,England,Sheffield United,Championship,2007/2008,2007
Gary Cahill,Centre-Back,1985-12-19,21,England,Sheffield United,Championship,2007/2008,2007
Mamadou Seck,Centre-Back,1979-08-23,27,Senegal,Sheffield United,Championship,2007/2008,2007
Chris Morgan,Centre-Back,1977-11-09,29,England,Sheffield United,Championship,2007/2008,2007
Chris Lucketti,Centre-Back,1971-09-28,35,England,Sheffield United,Championship,2007/2008,2007
Matthew Kilgallon,Centre-Back,1984-01-08,23,England,Sheffield United,Championship,2007/2008,2007
Gary Naysmith,Left-Back,1978-11-16,28,Scotland,Sheffield United,Championship,2007/2008,2007
Chris Armstrong,Left-Back,1982-08-05,24,Scotland,Sheffield United,Championship,2007/2008,2007
Evan Horwood,Left-Back,1986-03-10,21,England,Sheffield United,Championship,2007/2008,2007
Phil Bardsley,Right-Back,1985-06-28,22,Scotland,Sheffield United,Championship,2007/2008,2007
Leigh Bromby,Right-Back,1980-06-02,27,England,Sheffield United,Championship,2007/2008,2007
Derek Geary,Right-Back,1980-06-19,27,Ireland,Sheffield United,Championship,2007/2008,2007
Ahmed Fathi,Right-Back,1984-11-10,22,Egypt,Sheffield United,Championship,2007/2008,2007
Kyle Naughton,Right-Back,1988-11-11,18,England,Sheffield United,Championship,2007/2008,2007
Mikele Leigertwood,Defensive Midfield,1982-11-12,24,Antigua and Barbuda,Sheffield United,Championship,2007/2008,2007
Nick Montgomery,Defensive Midfield,1981-10-28,25,Scotland,Sheffield United,Championship,2007/2008,2007
Tie Li,Defensive Midfield,1977-05-18,30,China,Sheffield United,Championship,2007/2008,2007
John Halls,Defensive Midfield,1982-02-14,25,England,Sheffield United,Championship,2007/2008,2007
Keith Gillespie,Central Midfield,1975-02-18,32,Northern Ireland,Sheffield United,Championship,2007/2008,2007
Alan Quinn,Central Midfield,1979-06-13,28,Ireland,Sheffield United,Championship,2007/2008,2007
Michael Tonge,Central Midfield,1983-04-07,24,England,Sheffield United,Championship,2007/2008,2007
Stephen Quinn,Central Midfield,1986-04-01,21,Ireland,Sheffield United,Championship,2007/2008,2007
Nicky Law,Central Midfield,1988-03-29,19,England,Sheffield United,Championship,2007/2008,2007
James Ashmore,Central Midfield,1986-03-02,21,England,Sheffield United,Championship,2007/2008,2007
Ian Ross,Central Midfield,1986-01-13,21,England,Sheffield United,Championship,2007/2008,2007
Lee Hendrie,Left Midfield,1977-05-18,30,England,Sheffield United,Championship,2007/2008,2007
Gary Speed,Left Midfield,1969-09-08,37,Wales,Sheffield United,Championship,2007/2008,2007
Lee Martin,Attacking Midfield,1987-02-09,20,England,Sheffield United,Championship,2007/2008,2007
Luton Shelton,Left Winger,1985-11-11,21,Jamaica,Sheffield United,Championship,2007/2008,2007
David Carney,Left Winger,1983-11-30,23,Australia,Sheffield United,Championship,2007/2008,2007
David Cotterill,Right Winger,1987-12-04,19,Wales,Sheffield United,Championship,2007/2008,2007
James Beattie,Centre-Forward,1978-02-27,29,England,Sheffield United,Championship,2007/2008,2007
Rob Hulse,Centre-Forward,1979-10-25,27,England,Sheffield United,Championship,2007/2008,2007
Jon Stead,Centre-Forward,1983-04-07,24,England,Sheffield United,Championship,2007/2008,2007
Danny Webber,Centre-Forward,1981-12-28,25,England,Sheffield United,Championship,2007/2008,2007
Geoff Horsfield,Centre-Forward,1973-11-01,33,England,Sheffield United,Championship,2007/2008,2007
Christian Nadé,Centre-Forward,1984-09-18,22,France,Sheffield United,Championship,2007/2008,2007
Billy Sharp,Centre-Forward,1986-02-05,21,England,Sheffield United,Championship,2007/2008,2007
Dean Kiely,Goalkeeper,1970-10-10,36,Ireland,West Bromwich Albion,Championship,2007/2008,2007
Luke Steele,Goalkeeper,1984-09-24,22,England,West Bromwich Albion,Championship,2007/2008,2007
Michal Danek,Goalkeeper,1983-07-06,23,Czech Republic,West Bromwich Albion,Championship,2007/2008,2007
Luke Daniels,Goalkeeper,1988-01-05,19,England,West Bromwich Albion,Championship,2007/2008,2007
Martin Albrechtsen,Centre-Back,1980-03-31,27,Denmark,West Bromwich Albion,Championship,2007/2008,2007
Curtis Davies,Centre-Back,1985-03-15,22,England,West Bromwich Albion,Championship,2007/2008,2007
Bostjan Cesar,Centre-Back,1982-07-09,24,Slovenia,West Bromwich Albion,Championship,2007/2008,2007
Neil Clement,Centre-Back,1978-10-03,28,England,West Bromwich Albion,Championship,2007/2008,2007
Pelé,Centre-Back,1978-05-02,29,Cape Verde,West Bromwich Albion,Championship,2007/2008,2007
Paul Robinson,Centre-Back,1978-12-14,28,England,West Bromwich Albion,Championship,2007/2008,2007
Shelton Martis,Centre-Back,1982-11-29,24,Curacao,West Bromwich Albion,Championship,2007/2008,2007
Leon Barnett,Centre-Back,1985-11-30,21,England,West Bromwich Albion,Championship,2007/2008,2007
Tininho,Left-Back,1980-10-13,26,Portugal,West Bromwich Albion,Championship,2007/2008,2007
Carl Hoefkens,Right-Back,1978-10-06,28,Belgium,West Bromwich Albion,Championship,2007/2008,2007
Jared Hodgkiss,Right-Back,1986-11-15,20,England,West Bromwich Albion,Championship,2007/2008,2007
Jonathan Greening,Central Midfield,1979-01-02,28,England,West Bromwich Albion,Championship,2007/2008,2007
Zoltán Gera,Central Midfield,1979-04-22,28,Hungary,West Bromwich Albion,Championship,2007/2008,2007
James Morrison,Central Midfield,1986-05-25,21,Scotland,West Bromwich Albion,Championship,2007/2008,2007
Richard Chaplow,Central Midfield,1985-02-02,22,England,West Bromwich Albion,Championship,2007/2008,2007
Du-hyeon Kim,Central Midfield,1982-07-14,24,"Korea, South",West Bromwich Albion,Championship,2007/2008,2007
David Worrall,Right Midfield,1990-06-12,17,England,West Bromwich Albion,Championship,2007/2008,2007
Chris Brunt,Left Midfield,1984-12-14,22,Northern Ireland,West Bromwich Albion,Championship,2007/2008,2007
Robert Koren,Attacking Midfield,1980-09-20,26,Slovenia,West Bromwich Albion,Championship,2007/2008,2007
Filipe Teixeira,Right Winger,1980-10-02,26,Portugal,West Bromwich Albion,Championship,2007/2008,2007
Nathan Ellington,Centre-Forward,1981-07-02,25,England,West Bromwich Albion,Championship,2007/2008,2007
Kevin Phillips,Centre-Forward,1973-07-25,33,England,West Bromwich Albion,Championship,2007/2008,2007
Craig Beattie,Centre-Forward,1984-01-16,23,Scotland,West Bromwich Albion,Championship,2007/2008,2007
Luke Moore,Centre-Forward,1986-02-13,21,England,West Bromwich Albion,Championship,2007/2008,2007
Bartosz Slusarski,Centre-Forward,1981-12-11,25,Poland,West Bromwich Albion,Championship,2007/2008,2007
Roman Bednár,Centre-Forward,1983-03-26,24,Czech Republic,West Bromwich Albion,Championship,2007/2008,2007
Ishmael Miller,Centre-Forward,1987-03-05,20,England,West Bromwich Albion,Championship,2007/2008,2007
Sherjill MacDonald,Centre-Forward,1984-11-20,22,Netherlands,West Bromwich Albion,Championship,2007/2008,2007
Stuart Nicholson,Centre-Forward,1987-02-03,20,England,West Bromwich Albion,Championship,2007/2008,2007
Kelvin Davis,Goalkeeper,1976-09-29,30,England,Southampton FC,Championship,2007/2008,2007
Richard Wright,Goalkeeper,1977-11-05,29,England,Southampton FC,Championship,2007/2008,2007
Bartosz Bialkowski,Goalkeeper,1987-07-06,19,Poland,Southampton FC,Championship,2007/2008,2007
Michael Poke,Goalkeeper,1985-11-21,21,England,Southampton FC,Championship,2007/2008,2007
Andrej Pernecky,Goalkeeper,1991-03-16,16,Slovakia,Southampton FC,Championship,2007/2008,2007
Claus Lundekvam,Centre-Back,1973-02-22,34,Norway,Southampton FC,Championship,2007/2008,2007
Chris Perry,Centre-Back,1973-04-26,34,England,Southampton FC,Championship,2007/2008,2007
Ian Pearce,Centre-Back,1974-05-07,33,England,Southampton FC,Championship,2007/2008,2007
Christian Dailly,Centre-Back,1973-10-23,33,Scotland,Southampton FC,Championship,2007/2008,2007
Andrew Davies,Centre-Back,1984-12-17,22,England,Southampton FC,Championship,2007/2008,2007
Lucién Mettomo,Centre-Back,1977-04-19,30,Cameroon,Southampton FC,Championship,2007/2008,2007
Wayne Thomas,Centre-Back,1979-05-17,28,England,Southampton FC,Championship,2007/2008,2007
Darren Powell,Centre-Back,1976-03-10,31,England,Southampton FC,Championship,2007/2008,2007
Chris Lucketti,Centre-Back,1971-09-28,35,England,Southampton FC,Championship,2007/2008,2007
Alan Bennett,Centre-Back,1981-10-04,25,Ireland,Southampton FC,Championship,2007/2008,2007
Olly Lancashire,Centre-Back,1988-12-13,18,England,Southampton FC,Championship,2007/2008,2007
Rudi Skacel,Left-Back,1979-07-17,27,Czech Republic,Southampton FC,Championship,2007/2008,2007
Grégory Vignal,Left-Back,1981-07-19,25,France,Southampton FC,Championship,2007/2008,2007
Chris Makin,Left-Back,1973-05-08,34,England,Southampton FC,Championship,2007/2008,2007
Stephen O'Halloran,Left-Back,1987-11-29,19,Ireland,Southampton FC,Championship,2007/2008,2007
Alexander Östlund,Right-Back,1978-11-02,28,Sweden,Southampton FC,Championship,2007/2008,2007
Philip Ifil,Right-Back,1986-11-18,20,England,Southampton FC,Championship,2007/2008,2007
Jhon Viáfara,Defensive Midfield,1978-10-27,28,Colombia,Southampton FC,Championship,2007/2008,2007
Youssef Safri,Defensive Midfield,1977-01-13,30,Morocco,Southampton FC,Championship,2007/2008,2007
Lloyd James,Defensive Midfield,1988-02-16,19,Wales,Southampton FC,Championship,2007/2008,2007
Jermaine Wright,Central Midfield,1975-10-21,31,England,Southampton FC,Championship,2007/2008,2007
Andrew Surman,Central Midfield,1986-08-20,20,England,Southampton FC,Championship,2007/2008,2007
Simon Gillett,Central Midfield,1985-11-06,21,England,Southampton FC,Championship,2007/2008,2007
Iñigo Idiakez,Attacking Midfield,1973-11-08,33,Spain,Southampton FC,Championship,2007/2008,2007
Mario Licka,Attacking Midfield,1982-04-30,25,Czech Republic,Southampton FC,Championship,2007/2008,2007
Adam Lallana,Attacking Midfield,1988-05-10,19,England,Southampton FC,Championship,2007/2008,2007
Nathan Dyer,Right Winger,1987-11-29,19,England,Southampton FC,Championship,2007/2008,2007
Adam Hammill,Right Winger,1988-01-25,19,England,Southampton FC,Championship,2007/2008,2007
Jason Euell,Second Striker,1977-02-06,30,Jamaica,Southampton FC,Championship,2007/2008,2007
Grzegorz Rasiak,Centre-Forward,1979-01-12,28,Poland,Southampton FC,Championship,2007/2008,2007
Marek Saganowski,Centre-Forward,1978-10-31,28,Poland,Southampton FC,Championship,2007/2008,2007
Stern John,Centre-Forward,1976-10-30,30,Trinidad and Tobago,Southampton FC,Championship,2007/2008,2007
Bradley Wright-Phillips,Centre-Forward,1985-03-12,22,England,Southampton FC,Championship,2007/2008,2007
Vincent Péricard,Centre-Forward,1982-10-03,24,France,Southampton FC,Championship,2007/2008,2007
Kenwyne Jones,Centre-Forward,1984-10-05,22,Trinidad and Tobago,Southampton FC,Championship,2007/2008,2007
David McGoldrick,Centre-Forward,1987-11-29,19,Ireland,Southampton FC,Championship,2007/2008,2007
Cédric Baseya,Centre-Forward,1987-12-19,19,DR Congo,Southampton FC,Championship,2007/2008,2007
Peter Enckelman,Goalkeeper,1977-03-10,30,Finland,Cardiff City,Championship,2007/2008,2007
Michael Oakes,Goalkeeper,1973-10-30,33,England,Cardiff City,Championship,2007/2008,2007
Kasper Schmeichel,Goalkeeper,1986-11-05,20,Denmark,Cardiff City,Championship,2007/2008,2007
David Forde,Goalkeeper,1979-12-20,27,Ireland,Cardiff City,Championship,2007/2008,2007
Ross Turnbull,Goalkeeper,1985-01-04,22,England,Cardiff City,Championship,2007/2008,2007
Darren Purse,Centre-Back,1977-02-14,30,England,Cardiff City,Championship,2007/2008,2007
Riccardo Scimeca,Centre-Back,1975-06-13,32,England,Cardiff City,Championship,2007/2008,2007
Glenn Loovens,Centre-Back,1983-10-22,23,Netherlands,Cardiff City,Championship,2007/2008,2007
Roger Johnson,Centre-Back,1983-04-28,24,England,Cardiff City,Championship,2007/2008,2007
Tony Capaldi,Left-Back,1981-08-12,25,Northern Ireland,Cardiff City,Championship,2007/2008,2007
Kevin McNaughton,Right-Back,1982-08-28,24,Scotland,Cardiff City,Championship,2007/2008,2007
Chris Gunter,Right-Back,1989-07-21,17,Wales,Cardiff City,Championship,2007/2008,2007
Darcy Blake,Right-Back,1988-12-13,18,Wales,Cardiff City,Championship,2007/2008,2007
Gavin Rae,Central Midfield,1977-11-28,29,Scotland,Cardiff City,Championship,2007/2008,2007
Peter Whittingham,Central Midfield,1984-09-08,22,England,Cardiff City,Championship,2007/2008,2007
Joe Ledley,Central Midfield,1987-01-23,20,Wales,Cardiff City,Championship,2007/2008,2007
