player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Heurelho Gomes,Goalkeeper,1981-02-15,26,Brazil,PSV Eindhoven,Eredivisie,2007/2008,2007
Bas Roorda,Goalkeeper,1973-02-13,34,Netherlands,PSV Eindhoven,Eredivisie,2007/2008,2007
Cássio,Goalkeeper,1987-06-06,20,Brazil,PSV Eindhoven,Eredivisie,2007/2008,2007
Carlos Salcido,Centre-Back,1980-04-02,27,Mexico,PSV Eindhoven,Eredivisie,2007/2008,2007
Alcides,Centre-Back,1985-03-13,22,Brazil,PSV Eindhoven,Eredivisie,2007/2008,2007
Slobodan Rajkovic,Centre-Back,1989-02-03,18,Serbia,PSV Eindhoven,Eredivisie,2007/2008,2007
Manuel da Costa,Centre-Back,1986-05-06,21,Morocco,PSV Eindhoven,Eredivisie,2007/2008,2007
Eric Addo,Centre-Back,1978-11-12,28,Ghana,PSV Eindhoven,Eredivisie,2007/2008,2007
Dirk Marcellis,Centre-Back,1988-04-13,19,Netherlands,PSV Eindhoven,Eredivisie,2007/2008,2007
Rens van Eijden,Centre-Back,1988-03-03,19,Netherlands,PSV Eindhoven,Eredivisie,2007/2008,2007
Mike Zonneveld,Left-Back,1980-10-27,26,Netherlands,PSV Eindhoven,Eredivisie,2007/2008,2007
Jan Kromkamp,Right-Back,1980-08-17,26,Netherlands,PSV Eindhoven,Eredivisie,2007/2008,2007
Fágner,Right-Back,1989-06-11,18,Brazil,PSV Eindhoven,Eredivisie,2007/2008,2007
Timmy Simons,Defensive Midfield,1976-12-11,30,Belgium,PSV Eindhoven,Eredivisie,2007/2008,2007
Tom van der Leegte,Defensive Midfield,1977-03-27,30,Netherlands,PSV Eindhoven,Eredivisie,2007/2008,2007
Mika Väyrynen,Central Midfield,1981-12-28,25,Finland,PSV Eindhoven,Eredivisie,2007/2008,2007
Jason Culina,Central Midfield,1980-08-05,26,Australia,PSV Eindhoven,Eredivisie,2007/2008,2007
Ibrahim Afellay,Left Midfield,1986-04-02,21,Netherlands,PSV Eindhoven,Eredivisie,2007/2008,2007
Édison Méndez,Attacking Midfield,1979-03-16,28,Ecuador,PSV Eindhoven,Eredivisie,2007/2008,2007
