player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Grégory Coupet,Goalkeeper,1972-12-31,34,France,Olympique Lyon,Ligue 1,2007/2008,2007
Rémy Vercoutre,Goalkeeper,1980-06-26,27,France,Olympique Lyon,Ligue 1,2007/2008,2007
Frédéric Roux,Goalkeeper,1973-06-27,34,France,Olympique Lyon,Ligue 1,2007/2008,2007
Joan Hartock,Goalkeeper,1987-02-17,20,Martinique,Olympique Lyon,Ligue 1,2007/2008,2007
Cris,Centre-Back,1977-06-03,30,Brazil,Olympique Lyon,Ligue 1,2007/2008,2007
Sébastien Squillaci,Centre-Back,1980-08-11,26,France,Olympique Lyon,Ligue 1,2007/2008,2007
Jean-Alain Boumsong,Centre-Back,1979-12-14,27,France,Olympique Lyon,Ligue 1,2007/2008,2007
Anderson,Centre-Back,1980-04-27,27,Brazil,Olympique Lyon,Ligue 1,2007/2008,2007
Patrick Müller,Centre-Back,1976-12-17,30,Switzerland,Olympique Lyon,Ligue 1,2007/2008,2007
Sandy Paillot,Centre-Back,1987-02-27,20,France,Olympique Lyon,Ligue 1,2007/2008,2007
Mickaël Charvet,Centre-Back,1988-03-31,19,France,Olympique Lyon,Ligue 1,2007/2008,2007
Fabio Grosso,Left-Back,1977-11-28,29,Italy,Olympique Lyon,Ligue 1,2007/2008,2007
Nadir Belhadj,Left-Back,1982-06-18,25,Algeria,Olympique Lyon,Ligue 1,2007/2008,2007
Anthony Réveillère,Right-Back,1979-11-10,27,France,Olympique Lyon,Ligue 1,2007/2008,2007
François Clerc,Right-Back,1983-04-18,24,France,Olympique Lyon,Ligue 1,2007/2008,2007
Jérémy Toulalan,Defensive Midfield,1983-09-10,23,France,Olympique Lyon,Ligue 1,2007/2008,2007
Mathieu Bodmer,Defensive Midfield,1982-11-22,24,France,Olympique Lyon,Ligue 1,2007/2008,2007
Kim Källström,Defensive Midfield,1982-08-24,24,Sweden,Olympique Lyon,Ligue 1,2007/2008,2007
Fábio Santos,Defensive Midfield,1980-10-09,26,Brazil,Olympique Lyon,Ligue 1,2007/2008,2007
Romain Beynié,Defensive Midfield,1987-05-06,20,France,Olympique Lyon,Ligue 1,2007/2008,2007
Marc Crosas,Defensive Midfield,1988-01-09,19,Spain,Olympique Lyon,Ligue 1,2007/2008,2007
Lossémy Karaboué,Right Midfield,1988-03-18,19,Cote d'Ivoire,Olympique Lyon,Ligue 1,2007/2008,2007
Juninho Pernambucano,Attacking Midfield,1975-01-30,32,Brazil,Olympique Lyon,Ligue 1,2007/2008,2007
Hatem Ben Arfa,Attacking Midfield,1987-03-07,20,France,Olympique Lyon,Ligue 1,2007/2008,2007
Anthony Mounier,Left Winger,1987-09-27,19,France,Olympique Lyon,Ligue 1,2007/2008,2007
Abdul Kader Keita,Right Winger,1981-08-06,25,Cote d'Ivoire,Olympique Lyon,Ligue 1,2007/2008,2007
Sidney Govou,Right Winger,1979-07-27,27,France,Olympique Lyon,Ligue 1,2007/2008,2007
César Delgado,Right Winger,1981-08-18,25,Argentina,Olympique Lyon,Ligue 1,2007/2008,2007
Fred,Centre-Forward,1983-10-03,23,Brazil,Olympique Lyon,Ligue 1,2007/2008,2007
Milan Baros,Centre-Forward,1981-10-28,25,Czech Republic,Olympique Lyon,Ligue 1,2007/2008,2007
Karim Benzema,Centre-Forward,1987-12-19,19,France,Olympique Lyon,Ligue 1,2007/2008,2007
