player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Petr Cech,Goalkeeper,1982-05-20,25,Czech Republic,Chelsea FC,Premier League,2007/2008,2007
Carlo Cudicini,Goalkeeper,1973-09-06,33,Italy,Chelsea FC,Premier League,2007/2008,2007
Henrique Hilário,Goalkeeper,1975-10-21,31,Portugal,Chelsea FC,Premier League,2007/2008,2007
Rhys Taylor,Goalkeeper,1990-04-07,17,Wales,Chelsea FC,Premier League,2007/2008,2007
John Terry,Centre-Back,1980-12-07,26,England,Chelsea FC,Premier League,2007/2008,2007
Ricardo Carvalho,Centre-Back,1978-05-18,29,Portugal,Chelsea FC,Premier League,2007/2008,2007
Alex,Centre-Back,1982-06-17,25,Brazil,Chelsea FC,Premier League,2007/2008,2007
Tal Ben Haim,Centre-Back,1982-03-31,25,Israel,Chelsea FC,Premier League,2007/2008,2007
Branislav Ivanovic,Centre-Back,1984-02-22,23,Serbia,Chelsea FC,Premier League,2007/2008,2007
Michael Mancienne,Centre-Back,1988-01-08,19,England,Chelsea FC,Premier League,2007/2008,2007
Harry Worley,Centre-Back,1988-11-25,18,England,Chelsea FC,Premier League,2007/2008,2007
Ashley Cole,Left-Back,1980-12-20,26,England,Chelsea FC,Premier League,2007/2008,2007
Wayne Bridge,Left-Back,1980-08-05,26,England,Chelsea FC,Premier League,2007/2008,2007
Ryan Bertrand,Left-Back,1989-08-05,17,England,Chelsea FC,Premier League,2007/2008,2007
Paulo Ferreira,Right-Back,1979-01-18,28,Portugal,Chelsea FC,Premier League,2007/2008,2007
Juliano Belletti,Right-Back,1976-06-20,31,Brazil,Chelsea FC,Premier League,2007/2008,2007
Glen Johnson,Right-Back,1984-08-23,22,England,Chelsea FC,Premier League,2007/2008,2007
Michael Essien,Defensive Midfield,1982-12-03,24,Ghana,Chelsea FC,Premier League,2007/2008,2007
John Mikel Obi,Defensive Midfield,1987-04-22,20,Nigeria,Chelsea FC,Premier League,2007/2008,2007
