player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Ivan Pelizzoli,Goalkeeper,1980-11-18,26,Italy,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Eldin Jakupovic,Goalkeeper,1984-10-02,22,Switzerland,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Ivan Levenets,Goalkeeper,1980-02-22,27,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Aleksey Polyakov,Goalkeeper,1974-02-28,33,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Evgeni Kuznetsov,Goalkeeper,1986-11-29,20,Kazakhstan,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Marek Cech,Goalkeeper,1976-04-08,31,Czech Republic,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Malkhaz Asatiani,Centre-Back,1981-08-04,25,Georgia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Marko Basa,Centre-Back,1982-12-29,24,Montenegro,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Emir Spahic,Centre-Back,1980-08-18,26,Bosnia-Herzegovina,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Branislav Ivanovic,Centre-Back,1984-02-22,23,Serbia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Rodolfo,Centre-Back,1982-10-23,24,Brazil,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Dmitri Sennikov,Centre-Back,1976-06-24,31,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Marián Had,Centre-Back,1982-09-16,24,Slovakia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Oleg Pashinin,Centre-Back,1974-09-12,32,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Sergey Efimov,Centre-Back,1987-10-15,19,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Nikita Denisov,Centre-Back,1986-04-07,21,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Taras Burlak,Centre-Back,1990-02-22,17,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Fininho,Left-Back,1983-11-03,23,Brazil,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Renat Yanbaev,Left-Back,1984-04-07,23,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Sergey Gurenko,Right-Back,1972-09-30,34,Belarus,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Igor Smolnikov,Right-Back,1988-08-08,18,Russia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Chaker Zouaghi,Defensive Midfield,1985-01-10,22,Tunisia,Lokomotiv Moscow,Premier Liga,2007/2008,2007
Charles,Defensive Midfield,1985-02-14,22,Brazil,Lokomotiv Moscow,Premier Liga,2007/2008,2007
