player_name,position,date_of_birth,age,nationality,club_name,league_name,season,year
Grégory Coupet,Goalkeeper,1972-12-31,33,France,Olympique Lyon,Ligue 1,2006/2007,2006
Rémy Vercoutre,Goalkeeper,1980-06-26,26,France,Olympique Lyon,Ligue 1,2006/2007,2006
Rémy Riou,Goalkeeper,1987-08-06,18,France,Olympique Lyon,Ligue 1,2006/2007,2006
Joan Hartock,Goalkeeper,1987-02-17,19,Martinique,Olympique Lyon,Ligue 1,2006/2007,2006
Alexandre Bouchard,Goalkeeper,1988-05-01,18,France,Olympique Lyon,Ligue 1,2006/2007,2006
Cris,Centre-Back,1977-06-03,29,Brazil,Olympique Lyon,Ligue 1,2006/2007,2006
Sébastien Squillaci,Centre-Back,1980-08-11,25,France,Olympique Lyon,Ligue 1,2006/2007,2006
Caçapa,Centre-Back,1976-05-29,30,Brazil,Olympique Lyon,Ligue 1,2006/2007,2006
Patrick Müller,Centre-Back,1976-12-17,29,Switzerland,Olympique Lyon,Ligue 1,2006/2007,2006
Éric Abidal,Left-Back,1979-09-11,26,France,Olympique Lyon,Ligue 1,2006/2007,2006
Jérémy Berthod,Left-Back,1984-04-24,22,France,Olympique Lyon,Ligue 1,2006/2007,2006
Anthony Réveillère,Right-Back,1979-11-10,26,France,Olympique Lyon,Ligue 1,2006/2007,2006
François Clerc,Right-Back,1983-04-18,23,France,Olympique Lyon,Ligue 1,2006/2007,2006
Mourad Benhamida,Right-Back,1986-01-18,20,France,Olympique Lyon,Ligue 1,2006/2007,2006
Mahamadou Diarra,Defensive Midfield,1981-05-18,25,Mali,Olympique Lyon,Ligue 1,2006/2007,2006
Kim Källström,Defensive Midfield,1982-08-24,23,Sweden,Olympique Lyon,Ligue 1,2006/2007,2006
Jérémy Toulalan,Defensive Midfield,1983-09-10,22,France,Olympique Lyon,Ligue 1,2006/2007,2006
Benoît Pedretti,Defensive Midfield,1980-11-12,25,France,Olympique Lyon,Ligue 1,2006/2007,2006
Alou Diarra,Defensive Midfield,1981-07-15,24,France,Olympique Lyon,Ligue 1,2006/2007,2006
Romain Beynié,Defensive Midfield,1987-05-06,19,France,Olympique Lyon,Ligue 1,2006/2007,2006
Fábio Santos,Defensive Midfield,1980-10-09,25,Brazil,Olympique Lyon,Ligue 1,2006/2007,2006
Tiago,Central Midfield,1981-05-02,25,Portugal,Olympique Lyon,Ligue 1,2006/2007,2006
Juninho Pernambucano,Attacking Midfield,1975-01-30,31,Brazil,Olympique Lyon,Ligue 1,2006/2007,2006
Hatem Ben Arfa,Attacking Midfield,1987-03-07,19,France,Olympique Lyon,Ligue 1,2006/2007,2006
Florent Malouda,Left Winger,1980-06-13,26,French Guiana,Olympique Lyon,Ligue 1,2006/2007,2006
Sylvain Idangar,Left Winger,1984-03-08,22,Chad,Olympique Lyon,Ligue 1,2006/2007,2006
Sidney Govou,Right Winger,1979-07-27,26,France,Olympique Lyon,Ligue 1,2006/2007,2006
Sylvain Wiltord,Second Striker,1974-05-10,32,France,Olympique Lyon,Ligue 1,2006/2007,2006
Fred,Centre-Forward,1983-10-03,22,Brazil,Olympique Lyon,Ligue 1,2006/2007,2006
Milan Baros,Centre-Forward,1981-10-28,24,Czech Republic,Olympique Lyon,Ligue 1,2006/2007,2006
John Carew,Centre-Forward,1979-09-05,26,Norway,Olympique Lyon,Ligue 1,2006/2007,2006
Karim Benzema,Centre-Forward,1987-12-19,18,France,Olympique Lyon,Ligue 1,2006/2007,2006
Loïc Rémy,Centre-Forward,1987-01-02,19,France,Olympique Lyon,Ligue 1,2006/2007,2006
Grégory Bettiol,Centre-Forward,1986-03-30,20,France,Olympique Lyon,Ligue 1,2006/2007,2006
Mickaël Landreau,Goalkeeper,1979-05-14,27,France,Paris Saint-Germain,Ligue 1,2006/2007,2006
Jérôme Alonzo,Goalkeeper,1972-11-20,33,France,Paris Saint-Germain,Ligue 1,2006/2007,2006
Nicolas Cousin,Goalkeeper,1985-07-11,20,France,Paris Saint-Germain,Ligue 1,2006/2007,2006
